"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"	"taxa161"	"taxa162"	"taxa163"	"taxa164"	"taxa165"	"taxa166"	"taxa167"	"taxa168"	"taxa169"	"taxa170"	"taxa171"	"taxa172"	"taxa173"	"taxa174"	"taxa175"	"taxa176"	"taxa177"	"taxa178"	"taxa179"	"taxa180"	"taxa181"	"taxa182"	"taxa183"	"taxa184"	"taxa185"	"taxa186"	"taxa187"	"taxa188"	"taxa189"	"taxa190"	"taxa191"	"taxa192"	"taxa193"	"taxa194"	"taxa195"	"taxa196"	"taxa197"	"taxa198"	"taxa199"	"taxa200"	"taxa201"	"taxa202"	"taxa203"	"taxa204"	"taxa205"	"taxa206"	"taxa207"	"taxa208"	"taxa209"	"taxa210"	"taxa211"	"taxa212"	"taxa213"	"taxa214"	"taxa215"	"taxa216"	"taxa217"	"taxa218"	"taxa219"	"taxa220"	"taxa221"	"taxa222"	"taxa223"	"taxa224"	"taxa225"	"taxa226"	"taxa227"	"taxa228"	"taxa229"	"taxa230"	"taxa231"	"taxa232"	"taxa233"	"taxa234"	"taxa235"	"taxa236"	"taxa237"	"taxa238"	"taxa239"	"taxa240"	"taxa241"	"taxa242"	"taxa243"	"taxa244"	"taxa245"	"taxa246"	"taxa247"	"taxa248"	"taxa249"	"taxa250"	"taxa251"	"taxa252"	"taxa253"	"taxa254"	"taxa255"	"taxa256"	"taxa257"	"taxa258"	"taxa259"	"taxa260"	"taxa261"	"taxa262"	"taxa263"	"taxa264"	"taxa265"	"taxa266"	"taxa267"	"taxa268"	"taxa269"	"taxa270"	"taxa271"	"taxa272"	"taxa273"	"taxa274"	"taxa275"	"taxa276"	"taxa277"	"taxa278"	"taxa279"	"taxa280"
"11"	25	11	0	0	1	8	1	0	0	0	3	0	5	6	0	7	0	0	9	0	0	0	0	0	1	12	29	0	0	0	0	0	0	6	0	5	12	0	0	21	17	2	18	4	4	20	0	9	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	20	0	10	0	0	0	12	18	0	6	0	5	12	0	11	0	9	0	0	0	1	0	1	0	1	0	8	0	5	23	34	0	0	0	0	0	0	54	9	0	2	2	0	0	5	2	0	18	10	0	0	0	0	2	0	1	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	5	31	0	2	0	35	7	0	1	0	0	5	15	10	0	0	12	0	31	0	33	0	0	1	18	1	17	0	0	0	2	0	0	1	58	0	0	0	0	15	7	0	0	0	3	0	0	0	8	14	17	9	0	0	0	16	0	28	19	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	34	10	0	0	26	1	3	1	1	0	0	0	0	1	0	15	7	0	0	12	0	3	0	0	0	12	0	0	0	2	0	0	0	1	0	3	0	0	0	2	0	12	18	0	0	0	0	2	0	48	3	0	0	0	0	0	0	23	0	0	0	2	0	2	0
"12"	19	0	7	4	3	83	4	0	0	0	4	0	4	0	4	7	0	4	8	15	0	0	0	0	18	0	25	0	0	0	22	19	0	16	0	0	41	11	0	4	44	3	5	0	22	0	0	13	0	0	0	0	0	12	9	0	2	0	12	0	0	0	5	45	0	10	0	8	0	1	0	10	4	0	17	0	3	3	0	4	10	3	18	0	0	0	0	2	2	0	0	2	0	18	16	24	0	0	1	0	0	27	8	5	17	4	0	1	2	0	0	6	3	0	0	2	2	1	13	0	0	3	0	0	0	7	0	0	0	5	1	1	0	0	6	3	0	0	0	0	0	0	22	31	7	3	16	0	0	30	34	4	0	0	8	0	15	0	7	0	0	0	29	28	25	0	0	0	3	18	0	11	4	0	0	0	0	26	7	0	1	0	0	1	4	0	0	13	1	4	0	0	0	71	0	19	15	0	0	0	0	0	0	0	0	0	0	0	0	6	0	21	0	24	0	54	40	0	1	28	34	0	0	0	6	0	0	0	9	0	33	16	0	0	9	0	7	7	0	5	0	1	0	0	6	0	0	0	25	0	0	5	0	0	0	0	12	6	0	0	0	0	3	0	19	17	0	0	0	0	0	0	14	0	0	0	14	0	2	0
"13"	0	4	36	0	5	1	24	0	0	0	3	0	13	0	6	1	0	0	2	4	2	7	0	0	46	30	46	0	0	0	14	22	7	1	0	20	14	40	0	0	21	66	23	0	0	5	0	9	0	31	0	0	2	8	8	0	10	0	0	0	0	0	4	15	0	52	0	0	9	0	0	9	8	0	0	0	10	2	4	24	0	0	0	1	0	0	0	1	0	4	0	0	1	1	0	83	0	0	8	0	0	0	24	27	0	27	0	0	4	2	0	0	37	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	14	7	0	0	0	0	8	0	2	0	0	0	4	23	2	0	7	0	0	19	32	0	2	0	7	3	26	1	15	0	43	0	20	44	6	8	0	0	2	2	0	0	11	0	0	0	0	3	0	0	24	4	5	4	0	0	8	23	11	8	0	36	0	34	0	2	1	0	0	0	5	0	0	10	0	0	8	0	0	0	0	3	0	42	0	17	87	0	0	12	17	0	0	0	22	1	15	0	0	0	0	0	0	0	34	0	13	0	0	0	0	0	0	28	10	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	4	0	8	0	25	6	12	0	0	0	0	11	4	0	33	0	22	0
"14"	28	0	3	45	0	96	1	0	5	0	20	1	2	0	16	7	0	1	17	1	0	0	0	12	2	43	19	0	10	0	9	1	11	18	0	1	87	2	0	0	35	6	34	0	31	9	0	2	0	0	0	0	0	8	1	2	0	0	0	0	10	1	1	0	0	13	0	0	0	0	29	5	17	0	21	10	39	1	1	22	1	0	0	0	0	1	0	2	0	0	0	4	1	26	4	10	0	0	0	0	2	0	8	24	8	16	0	13	16	2	3	0	0	0	0	1	0	6	34	0	0	0	0	0	0	2	0	34	0	78	13	2	1	5	0	0	0	0	103	0	0	0	4	5	0	0	37	0	0	13	40	0	1	0	1	0	2	0	10	0	2	11	14	0	92	2	0	0	0	19	0	0	66	0	1	0	0	6	0	10	2	1	9	3	3	0	11	3	20	1	2	0	0	16	0	10	30	0	0	0	0	0	0	6	0	0	0	27	0	0	0	1	0	16	0	5	19	0	0	3	9	0	2	0	0	0	1	0	0	0	4	2	0	0	18	1	14	1	0	0	0	0	0	0	42	0	0	0	0	0	1	3	0	0	0	0	7	0	0	0	0	1	1	0	27	4	0	0	0	0	0	0	41	0	3	0	8	0	17	0
"15"	16	20	0	0	0	51	3	0	2	4	13	0	6	0	0	6	0	0	27	11	0	0	0	0	7	1	34	0	2	0	47	0	3	0	0	0	41	1	0	3	18	0	18	0	1	1	21	19	0	0	0	0	0	21	8	0	0	0	3	0	6	0	0	6	0	2	0	2	0	0	0	13	20	0	5	0	5	1	0	28	0	0	0	0	0	7	0	0	0	4	1	4	9	0	37	57	0	0	1	4	0	4	9	48	0	6	24	9	26	10	0	3	1	1	0	0	0	6	6	1	0	0	5	0	0	4	0	3	0	8	1	1	17	0	0	37	0	0	0	0	0	0	1	15	1	0	0	0	0	1	4	0	0	0	34	0	7	0	50	0	18	26	34	7	4	0	0	0	0	36	0	0	16	11	0	4	0	11	3	0	2	0	8	0	0	0	8	39	7	60	32	2	11	8	0	33	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	56	59	0	1	13	1	0	0	5	0	0	1	0	16	0	15	1	0	0	6	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	8	4	0	0	0	0	31	0	0	0	0	3	0	0	7	2	0	0	21	0	0	0
"16"	20	4	19	7	0	15	0	0	0	4	14	3	3	0	0	14	0	26	22	7	10	3	0	8	14	25	36	0	0	0	0	0	20	0	5	0	12	31	0	0	11	7	26	9	11	10	0	51	0	0	0	0	0	3	0	3	0	0	1	0	0	0	6	4	0	0	0	1	0	0	0	11	4	0	69	0	2	4	62	16	0	2	0	0	0	0	0	0	0	0	0	7	0	12	26	47	0	0	0	0	0	23	27	45	0	30	1	43	0	26	0	11	3	0	0	0	0	2	1	0	0	3	0	0	2	2	0	0	0	1	4	3	0	0	0	0	0	3	0	0	0	0	0	15	6	0	0	0	11	29	1	2	0	0	17	0	20	0	25	0	20	0	7	44	1	20	0	0	1	31	0	4	0	1	0	2	0	2	0	1	0	0	13	0	0	0	5	5	11	16	3	0	6	21	0	16	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	76	56	0	0	12	4	0	0	0	17	0	0	0	0	0	0	0	0	0	43	0	2	22	0	0	5	0	2	0	35	1	0	0	0	0	6	0	0	0	0	0	32	4	1	0	63	5	1	0	5	0	34	0	0	0	7	0	17	0	0	0	6	0	2	0
"17"	14	2	35	4	0	18	0	0	0	2	8	0	19	0	0	36	23	0	18	23	0	0	0	17	17	0	4	0	0	0	4	0	1	28	0	0	18	19	0	1	55	2	2	2	28	0	0	18	0	0	0	0	18	5	4	0	0	0	0	0	3	0	4	0	10	0	0	9	0	1	0	10	13	0	8	0	10	1	0	4	0	3	0	0	0	0	0	10	0	6	0	14	15	0	2	16	0	0	0	0	0	40	45	23	0	10	1	10	14	9	1	0	3	0	4	0	0	2	1	0	0	1	0	0	0	0	0	10	0	26	1	3	0	0	0	9	0	3	0	0	0	0	38	20	8	0	12	0	1	24	12	2	7	0	8	0	4	0	7	0	2	12	46	13	29	0	0	0	0	4	0	26	73	0	0	0	0	15	1	0	0	0	8	0	4	0	0	9	0	6	0	0	0	15	0	1	63	0	0	9	0	0	0	2	0	0	0	0	0	0	0	1	0	4	0	20	6	0	4	7	2	1	0	0	5	0	2	0	0	0	31	0	0	0	5	0	3	0	0	0	0	0	10	0	22	1	0	0	2	0	3	8	3	0	0	0	2	3	10	0	2	0	5	0	5	0	6	0	0	0	0	1	9	0	0	0	10	0	2	0
"18"	1	0	6	8	0	5	0	0	0	0	3	1	0	0	0	40	0	8	13	27	1	21	0	0	10	1	3	0	1	0	2	1	0	1	0	1	19	28	0	0	4	12	69	0	4	20	5	87	0	0	0	0	0	0	1	3	0	0	9	0	0	0	19	0	1	13	0	12	0	3	0	26	18	0	8	1	3	0	0	9	0	10	24	0	0	5	0	0	0	0	0	16	5	6	41	6	0	0	0	0	0	8	13	36	11	47	0	32	2	6	0	0	39	0	0	0	42	2	9	0	0	2	0	0	0	0	0	0	0	0	41	0	0	0	0	0	4	1	23	0	0	0	7	0	6	0	7	0	0	47	12	0	0	5	56	0	34	0	0	0	5	0	21	27	3	1	22	15	15	8	4	0	15	6	0	6	0	28	0	0	23	1	2	1	2	0	28	4	20	34	12	0	1	5	0	3	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	0	6	0	21	3	0	0	37	3	0	0	0	2	0	0	0	13	0	1	0	0	0	30	0	2	0	0	0	0	16	0	0	29	0	0	0	2	0	0	0	0	0	0	0	47	0	1	0	3	10	0	0	7	1	0	0	0	0	0	0	1	0	0	0	14	0	0	0
"19"	0	19	0	5	2	23	5	0	0	0	7	3	11	0	0	20	0	0	36	3	0	0	0	1	4	0	42	0	0	0	3	0	0	3	0	0	144	0	1	4	35	0	1	10	8	0	0	15	0	1	0	0	7	9	0	0	0	0	0	3	22	0	10	0	0	13	0	0	0	0	0	0	14	0	19	0	17	1	5	31	8	0	8	0	0	1	0	8	5	0	0	3	0	34	1	6	0	0	0	4	0	0	14	23	0	1	0	1	1	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	8	0	0	0	0	0	12	13	5	0	0	0	0	13	7	4	0	0	5	8	8	0	8	0	1	3	13	20	7	0	0	0	2	28	0	0	22	0	0	6	0	2	4	0	0	0	6	0	0	0	24	45	17	24	7	1	0	7	0	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	0	17	20	3	8	6	20	0	0	3	3	0	2	0	0	0	2	0	1	0	2	0	15	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	8	0	9	0	0	0	0	0	0	0	1	0	0	0	20	0	10	0
"20"	22	6	29	44	8	19	2	0	0	3	62	0	0	0	2	14	1	0	8	15	0	11	0	0	7	2	5	0	0	0	9	0	0	4	0	0	22	4	0	1	44	49	21	5	0	3	0	45	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	5	0	16	0	0	0	0	0	2	18	0	1	0	2	0	0	47	17	1	0	0	0	0	0	14	0	0	4	36	0	2	7	8	0	0	0	0	0	2	2	2	0	19	0	0	7	0	0	4	1	0	0	0	0	2	3	0	0	7	0	0	0	4	0	3	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	10	4	0	14	0	0	26	2	0	0	0	3	0	4	0	25	0	4	1	14	10	23	0	3	1	1	6	0	0	127	0	0	0	0	42	0	0	1	0	5	0	0	0	5	22	5	0	17	0	1	24	0	16	19	0	0	0	0	0	1	7	0	0	6	0	0	0	5	1	0	21	0	6	9	0	0	6	3	0	16	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	30	0	0	39	0	33	0	0	0	0	1	0	0	0	0	36	0	0	0	0	0	16	0	51	9	0	0	0	1	0	0	1	0	0	0	1	0	7	1
"21"	0	45	0	23	15	13	15	0	0	0	12	18	8	4	0	17	0	5	50	1	0	44	1	1	22	3	44	0	0	1	39	0	55	12	0	0	33	1	0	3	19	0	7	0	13	23	0	23	0	0	0	0	0	1	14	62	0	0	0	16	10	0	30	2	0	9	0	3	0	0	0	16	11	0	18	0	16	8	0	49	12	0	1	0	11	0	0	2	0	0	0	3	2	25	33	26	0	0	20	0	0	0	21	18	0	19	0	1	6	50	0	2	5	0	0	1	1	0	0	1	2	0	0	0	0	1	10	15	0	0	8	5	8	7	0	0	5	0	0	0	0	0	5	20	0	0	2	0	0	53	3	3	0	0	3	0	11	0	68	0	3	2	8	10	1	0	53	0	0	11	32	0	75	0	0	9	0	12	0	0	0	0	1	0	0	0	16	31	37	5	0	0	0	27	1	22	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17	0	35	28	0	0	13	15	0	0	0	22	3	0	0	0	0	6	6	0	0	17	0	0	4	0	0	0	0	0	0	49	0	0	0	1	0	0	0	0	0	0	0	10	9	0	0	0	2	0	1	9	0	0	0	0	0	0	0	21	0	0	0	10	0	3	0
"22"	120	0	131	0	0	17	1	2	0	1	2	0	2	0	0	14	0	3	3	0	0	0	0	0	17	5	10	1	18	0	27	0	1	0	0	0	5	9	0	0	10	0	7	0	0	0	3	16	0	0	0	0	0	25	5	7	0	0	24	0	0	0	0	5	0	3	0	3	0	0	0	7	13	0	3	0	0	12	65	32	3	0	36	0	0	1	2	0	0	0	0	21	0	0	42	18	0	0	11	0	0	0	5	4	8	24	12	1	6	32	3	1	0	0	13	0	0	0	27	0	0	1	0	0	0	0	0	0	0	10	0	2	0	1	2	0	0	0	9	0	0	1	5	2	14	0	0	0	0	4	9	1	0	0	10	0	25	11	7	0	1	36	4	15	9	0	1	0	0	12	0	1	4	0	0	0	0	23	110	1	8	22	38	2	0	0	10	25	4	9	5	0	0	27	0	11	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	50	46	0	13	24	1	4	0	0	1	0	19	0	0	0	2	0	0	0	6	25	4	0	0	0	0	0	0	1	10	0	0	0	1	0	0	4	0	0	0	2	6	1	0	3	5	6	15	0	1	1	0	0	0	0	0	2	17	0	0	0	6	0	7	0
"23"	4	11	2	2	13	2	0	0	0	2	17	12	7	0	4	5	0	0	7	38	1	1	0	0	9	10	43	0	0	5	4	10	1	3	0	0	69	0	0	6	38	0	21	8	1	6	0	40	0	0	0	0	0	2	60	1	4	0	0	2	1	1	0	10	0	0	3	1	0	0	0	2	8	0	9	0	0	6	0	31	0	0	0	0	0	22	0	0	0	14	0	22	0	12	5	46	0	0	0	2	0	0	8	13	0	6	0	5	13	0	1	21	0	0	0	0	67	1	1	0	0	2	0	0	0	3	0	0	0	1	0	3	0	0	0	0	22	0	0	0	0	0	35	76	0	0	30	0	1	14	6	0	0	0	15	0	14	0	13	18	6	15	85	39	0	0	0	0	0	14	8	0	34	0	0	0	5	10	1	0	3	0	9	13	6	0	0	2	14	40	0	0	7	8	0	8	6	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21	34	0	3	17	3	0	0	3	3	0	0	0	0	1	2	0	0	0	12	0	4	13	0	0	24	11	9	0	80	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	12	0	23	0	35	0	0	0	1	0	28	4	0	0	6	0	0	0
"24"	12	0	28	19	0	8	14	0	0	5	46	0	8	0	4	17	0	0	23	2	12	1	0	0	20	0	17	0	0	2	23	1	0	75	0	4	38	0	0	0	19	0	35	17	1	0	0	9	1	0	0	0	1	4	8	0	0	0	0	3	0	0	6	4	0	3	0	0	0	0	0	5	9	1	33	0	0	0	1	36	0	1	0	0	0	0	0	12	0	0	0	3	0	12	0	25	0	0	0	0	0	8	15	4	0	8	2	21	0	1	0	7	1	4	0	0	0	1	7	0	0	6	0	0	2	0	0	1	1	4	58	0	3	0	0	0	5	0	0	0	0	0	22	4	0	2	0	0	0	55	33	1	1	0	97	3	8	0	3	22	13	0	4	7	23	0	2	0	0	17	0	2	11	0	0	0	1	3	1	0	1	0	2	88	0	0	15	35	45	0	1	0	5	12	0	12	10	4	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	6	0	24	14	0	8	24	1	0	0	0	1	0	31	0	0	0	2	0	0	0	6	1	1	0	0	0	1	0	0	0	3	0	0	5	54	0	0	12	0	0	0	0	4	0	17	1	5	0	0	0	41	0	0	0	0	0	0	0	22	0	0	0	0	5	17	0
"25"	89	0	21	0	5	21	0	0	0	0	7	0	11	0	0	3	0	0	2	34	0	2	0	1	1	0	37	0	0	0	9	0	2	1	0	0	8	15	0	8	13	16	48	37	0	1	0	19	0	0	0	0	0	44	29	11	0	0	2	0	7	0	4	9	0	1	0	11	0	7	0	5	18	0	23	0	1	4	0	43	3	0	3	0	0	11	0	16	0	0	0	25	0	69	18	23	0	0	0	1	0	0	18	24	0	9	1	11	0	21	30	0	1	0	0	0	0	1	2	0	0	4	12	0	1	2	0	0	0	8	25	2	3	0	0	0	18	0	0	0	0	7	0	29	52	5	35	0	0	57	19	3	0	0	22	5	26	0	22	0	0	0	21	0	21	0	32	3	11	12	0	0	1	0	0	0	0	3	1	0	13	0	19	17	0	0	4	26	6	1	0	0	0	7	0	11	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	89	0	13	2	5	0	11	0	6	0	29	0	0	0	8	0	0	0	4	0	1	0	0	0	15	0	0	0	8	0	0	0	2	0	12	0	0	0	0	0	39	27	2	0	8	45	0	0	2	23	0	0	0	33	0	0	19	0	0	0	5	0	1	0
"26"	38	3	13	0	0	11	0	0	0	1	0	0	0	0	0	13	0	0	46	0	0	8	0	3	0	1	10	0	18	0	28	1	0	2	0	0	37	17	0	2	0	1	6	13	9	5	0	24	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	39	0	0	8	1	0	0	0	17	14	0	9	1	61	12	0	42	0	0	0	0	0	1	0	3	0	1	0	0	0	12	12	6	0	0	4	0	0	0	2	3	0	5	0	0	11	5	2	0	8	0	0	0	0	0	8	6	0	0	4	0	0	1	0	6	0	24	23	1	5	0	0	0	9	4	1	14	0	0	5	39	4	0	3	0	0	25	7	0	0	0	4	0	48	0	22	0	14	10	0	2	5	0	0	0	2	5	0	0	58	0	0	2	0	9	0	0	56	0	0	0	0	0	6	33	20	1	0	0	0	23	0	30	3	0	0	17	0	0	0	0	0	0	0	0	0	1	0	0	1	27	0	6	56	0	2	39	3	0	24	0	8	0	26	0	0	0	0	0	0	0	7	13	6	0	0	0	4	0	0	23	3	0	0	0	0	0	2	14	3	0	0	0	3	9	0	0	1	8	0	0	15	0	0	1	0	0	0	0	6	0	1	0	9	0	18	0
"27"	26	0	83	21	24	17	0	0	7	1	1	0	8	0	0	12	0	0	10	0	7	0	0	0	4	1	9	0	0	0	13	1	1	0	0	6	34	15	0	2	12	5	3	0	0	1	2	9	0	0	0	0	0	7	1	0	1	0	0	0	0	0	6	2	0	17	0	52	9	0	0	38	5	0	3	0	7	1	0	15	0	0	24	0	0	0	0	1	0	0	0	8	0	67	0	11	0	0	0	0	0	0	8	34	0	11	13	1	3	6	6	0	2	37	0	0	0	1	1	0	0	0	0	0	0	2	0	9	0	0	7	15	0	0	0	0	0	0	1	0	0	0	0	22	3	1	8	0	2	23	11	0	0	0	52	0	14	0	25	1	8	4	15	16	7	3	0	0	10	14	0	0	29	0	0	0	0	10	2	0	4	0	0	9	0	0	1	15	34	3	0	0	0	14	0	5	1	13	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	23	11	0	0	2	3	1	0	0	6	0	12	0	0	0	0	3	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	6	0	0	2	0	11	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0
"28"	1	0	0	0	0	4	0	0	0	0	6	15	1	0	0	21	0	0	43	0	0	0	0	1	16	0	19	0	5	0	2	1	1	0	0	0	12	52	0	0	5	10	43	6	0	4	0	13	0	0	0	9	0	0	0	0	6	0	0	24	0	0	3	6	0	10	0	3	0	0	0	7	1	0	12	0	3	0	1	44	0	0	3	0	0	8	0	0	0	7	6	0	0	4	13	33	0	0	6	3	0	12	1	16	13	7	0	2	7	0	0	0	2	0	0	0	0	4	16	0	0	0	0	0	0	0	0	0	3	7	5	0	5	0	0	5	0	6	2	0	0	0	2	7	0	0	2	0	2	19	5	0	0	0	4	5	7	0	4	0	8	0	29	18	4	0	0	13	8	19	4	1	3	3	0	0	0	5	18	0	1	0	7	0	0	0	0	16	14	0	0	0	0	8	0	17	15	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	6	23	0	0	42	0	0	0	0	0	0	7	0	0	0	0	43	0	0	56	0	0	0	0	0	15	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	14	1	0	0	0	0	1	0	7	0	1	0	20	0	1	0
"29"	127	2	132	0	8	7	23	0	0	2	4	4	0	0	0	5	0	0	8	1	0	0	0	0	19	0	2	0	0	0	3	0	0	3	13	0	0	0	0	0	10	9	5	1	2	2	0	1	0	0	0	0	0	0	2	5	8	0	0	8	0	0	27	2	0	0	0	0	0	0	0	18	2	0	2	0	18	8	1	1	10	0	0	0	0	6	0	1	0	0	0	0	0	0	3	7	0	0	0	0	0	0	26	0	2	14	5	4	0	0	0	0	1	0	0	0	0	3	5	0	0	12	0	0	0	7	0	0	0	1	0	1	0	0	0	1	0	14	0	0	0	0	5	7	0	0	10	0	4	21	9	5	1	0	22	0	18	0	0	0	3	2	13	16	3	3	0	0	0	4	0	4	16	0	1	0	0	14	0	0	0	0	13	0	9	0	0	18	0	1	0	0	0	31	0	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	27	7	0	1	10	4	0	1	0	0	0	3	0	0	0	0	0	0	0	13	0	10	0	0	1	33	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	8	6	0	1	9	0	0	9	0	0	0	0	10	0	0	0	0	1	0	0
"30"	13	13	1	2	0	0	6	0	0	1	0	0	0	0	1	1	0	0	7	62	6	4	0	2	10	0	36	0	0	0	4	22	5	42	0	2	22	19	0	0	15	3	25	0	0	13	0	34	0	0	0	0	0	1	1	0	2	0	0	5	0	10	1	2	0	1	0	13	0	0	0	1	26	0	11	1	3	17	32	15	0	0	0	0	0	9	0	3	0	1	31	35	0	12	12	33	0	0	0	0	0	13	22	5	2	0	25	1	6	1	1	0	6	0	0	0	0	0	7	0	3	0	0	0	21	0	0	0	0	0	19	27	0	0	0	0	1	2	17	0	0	0	0	23	1	0	7	1	0	38	11	55	26	0	3	0	35	0	38	0	3	1	62	12	9	0	0	0	10	35	0	0	18	1	0	16	0	58	0	0	0	0	14	21	0	0	4	22	50	0	0	0	20	6	0	16	2	0	1	0	0	0	0	0	4	0	0	0	0	6	0	0	0	32	0	2	35	0	1	23	6	0	11	16	1	0	2	0	0	0	12	0	0	0	8	0	1	0	0	3	15	0	6	7	2	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	12	1	0	0	0	0	1	3	0	0	0	0	2	1	0	0	0	0	1	0
"31"	32	0	21	0	0	44	1	0	0	9	6	2	3	0	0	0	0	0	0	0	0	0	1	0	28	0	10	0	0	10	0	3	0	6	1	2	41	0	0	4	39	0	0	3	0	16	0	18	0	0	0	0	0	8	0	0	0	0	0	1	0	2	1	2	0	2	53	4	1	0	0	0	9	0	0	0	6	3	9	13	6	2	0	0	0	0	0	3	0	0	0	1	0	1	4	51	0	0	0	0	0	0	14	1	0	3	0	3	2	6	0	0	11	2	0	0	0	12	0	7	0	0	0	0	1	25	0	0	0	1	1	12	3	0	0	0	0	4	1	0	0	0	1	2	0	6	0	0	0	21	13	0	10	0	7	0	8	0	9	8	0	1	11	21	20	0	0	0	4	33	0	1	3	0	0	0	0	23	0	0	8	0	15	0	10	0	19	14	4	1	0	0	0	6	0	22	8	0	0	3	0	0	0	0	0	0	0	15	0	2	0	0	0	20	0	24	4	0	0	14	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	1	4	8	1	0	0	0	11	0	0	0	0	0	0	0	17	0	4	0	0	2	0	0	2	0	0	0	0	0	0	14	33	0	0	0	1	0	9	9
