"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"
"52"	0	223	0	0	8	0	8	5	51	0	91	0	33	1	21	82	0	12	0	44	17	1	4	8	3	21	48	0	2	6	9	4	0	46	0	2	108	10	27	24	4	43	34	20	0	0	3	8	16	8
"53"	9	84	0	0	0	3	25	21	218	77	143	5	54	13	0	124	0	119	5	35	0	1	3	65	18	2	105	0	0	35	0	23	0	97	0	7	134	27	10	44	3	101	81	44	26	0	0	4	26	0
"54"	0	54	3	0	28	0	6	4	62	0	67	0	3	0	0	116	0	4	0	76	1	0	2	15	9	29	240	0	0	45	11	8	1	80	27	6	86	57	6	37	2	78	45	27	0	0	0	0	56	51
"55"	1	125	1	6	1	15	24	2	77	0	22	2	7	0	0	101	0	10	46	79	1	0	24	22	9	6	118	7	3	15	4	0	21	28	0	4	93	8	8	37	28	47	31	30	13	1	9	10	17	1
"56"	2	91	0	19	0	18	13	8	79	2	149	8	34	15	0	59	0	8	7	25	23	3	22	18	9	1	90	0	0	15	23	8	16	44	0	14	118	10	16	58	20	167	67	38	5	6	0	3	19	1
"57"	3	108	3	0	7	3	8	12	95	11	81	0	21	0	0	49	0	7	3	71	0	0	6	26	16	20	131	0	11	4	16	10	3	37	18	0	67	4	9	15	2	68	73	77	17	1	0	0	30	11
"58"	2	121	0	8	0	1	15	17	80	0	112	0	27	15	0	115	0	46	17	55	0	14	30	74	6	20	194	6	3	16	3	0	19	57	0	7	50	2	5	27	23	114	32	1	7	0	0	9	7	5
"59"	1	199	0	0	16	13	31	24	127	6	121	1	7	0	4	127	12	3	0	236	7	0	1	67	23	4	226	0	0	10	9	4	3	40	1	78	26	20	9	59	19	166	10	24	1	0	1	0	27	16
"60"	0	38	0	0	8	10	7	4	46	1	128	12	32	4	0	47	0	7	0	72	5	7	1	15	3	19	110	0	5	20	2	13	0	63	3	0	84	4	6	56	19	159	32	17	17	0	0	0	4	9
"61"	33	38	3	0	35	50	13	33	79	0	144	1	102	0	0	124	0	23	5	184	6	1	5	6	14	40	170	27	2	58	4	16	0	88	0	36	44	0	19	67	15	117	76	20	5	0	2	0	22	0
"62"	0	60	7	12	38	0	0	1	71	3	138	2	26	4	3	133	0	28	0	81	2	6	7	7	40	7	90	0	5	3	8	4	0	80	2	24	90	14	1	37	18	61	32	8	14	9	0	5	27	8
"63"	0	104	29	0	28	0	24	1	88	0	118	0	60	1	4	169	1	9	0	54	1	0	14	32	2	4	106	7	0	24	6	1	16	157	8	14	120	2	5	55	29	187	40	20	1	0	8	0	17	2
"64"	0	37	50	0	85	0	9	1	61	10	106	0	32	6	0	175	4	25	9	202	2	0	30	54	26	7	130	0	0	31	0	3	1	116	23	8	46	1	4	81	5	196	60	11	5	0	0	0	42	1
"65"	0	79	2	0	6	12	16	25	68	2	147	30	28	1	1	114	0	12	0	74	3	0	5	15	6	45	77	0	0	78	6	0	0	55	10	0	87	23	5	62	29	142	54	71	23	1	19	1	24	18
"66"	1	64	8	0	143	2	16	3	73	0	139	3	6	0	0	208	56	5	17	90	0	2	11	20	27	10	129	27	1	28	4	14	0	71	0	1	128	4	2	23	3	108	66	28	4	0	0	1	37	3
"67"	7	152	0	74	0	2	16	1	71	2	72	0	21	1	0	66	1	1	0	46	5	0	2	30	6	8	95	0	3	15	13	3	3	28	22	0	44	5	4	27	28	121	7	44	3	0	3	3	20	4
"68"	9	122	0	0	7	3	0	5	57	0	96	9	20	2	0	99	0	26	0	70	2	0	41	40	0	41	153	0	0	14	4	10	0	35	40	4	106	40	30	57	3	62	97	24	0	0	3	0	19	3
"69"	3	150	17	1	7	1	23	13	64	0	79	1	4	0	0	134	0	13	0	34	11	0	0	24	13	53	111	0	1	4	10	13	0	27	0	21	52	12	0	24	33	142	55	22	1	0	6	0	24	4
"70"	4	81	1	0	3	0	10	69	77	0	61	22	41	3	0	63	5	19	0	179	5	16	2	5	44	6	175	0	0	13	3	1	2	46	8	17	24	11	0	35	4	115	48	69	16	2	1	0	35	2
"71"	0	22	0	8	0	4	5	36	69	4	81	1	50	2	0	175	0	3	3	43	8	0	2	28	3	5	43	0	2	7	36	0	1	43	0	3	77	13	17	47	7	237	60	31	3	27	5	0	4	7
"72"	0	27	7	0	2	18	0	28	44	0	110	0	56	0	0	89	0	17	13	60	5	3	5	14	30	24	101	0	0	11	0	2	3	65	22	1	48	24	18	55	25	136	53	25	42	0	5	0	16	19
"73"	0	49	0	0	0	4	50	25	42	0	96	0	128	7	4	212	16	1	0	220	7	3	0	21	40	14	171	0	1	16	5	10	12	109	0	10	211	54	42	23	10	150	95	37	1	0	0	1	25	25
"74"	3	249	0	2	0	7	6	24	122	5	74	0	79	0	0	194	0	19	7	60	5	3	19	9	21	34	113	0	0	53	1	2	9	62	6	5	123	17	0	35	35	75	59	13	1	1	0	0	28	1
"75"	3	375	11	0	77	3	0	0	85	0	57	9	18	0	1	101	0	20	0	58	0	0	3	38	33	20	122	0	0	22	1	5	0	116	4	51	98	4	0	61	34	48	34	42	5	23	0	11	30	3
"76"	1	76	6	0	11	10	17	13	75	1	96	17	28	1	0	231	2	0	0	80	2	6	5	30	22	19	173	0	1	2	6	24	15	72	0	8	110	52	11	67	44	112	67	36	55	0	7	0	7	1
"77"	30	272	0	3	1	2	0	26	143	7	169	14	40	0	0	125	0	10	1	110	2	1	45	4	18	3	133	0	0	48	39	6	0	87	3	2	64	4	8	57	83	203	35	62	4	3	1	0	46	14
"78"	4	144	0	0	14	0	2	24	56	0	59	5	1	0	0	182	6	16	0	45	5	0	12	16	26	17	106	0	0	29	0	12	0	101	0	2	46	3	9	40	14	106	40	9	53	0	0	4	3	15
"79"	0	16	2	0	25	0	2	1	32	1	136	4	2	30	0	111	0	2	2	30	17	1	1	6	40	4	148	0	0	34	1	11	33	27	2	2	30	8	15	91	4	59	32	22	2	2	0	0	35	49
"80"	15	105	0	0	51	10	2	49	105	1	67	0	29	0	0	143	3	12	26	113	18	11	10	42	32	12	194	0	0	53	44	10	6	63	1	0	113	10	2	32	16	186	83	33	17	0	0	2	49	7
"81"	0	15	41	0	101	0	1	42	168	1	61	13	19	3	5	238	0	19	3	58	19	0	18	25	70	32	103	5	0	14	8	5	1	83	1	128	119	9	13	53	21	156	96	17	3	0	0	2	77	37
"82"	0	22	0	0	3	0	1	25	99	0	145	15	28	6	1	279	0	16	0	129	1	2	75	78	25	35	167	3	4	27	32	6	5	74	6	2	76	39	2	50	17	77	84	18	13	17	2	0	7	26
"83"	3	184	0	4	3	0	4	9	86	0	80	0	11	12	0	59	23	9	1	75	0	2	20	5	25	47	86	0	0	8	5	19	0	65	25	9	80	8	13	8	19	140	23	66	0	10	1	0	17	2
"84"	18	173	0	1	0	4	5	6	55	1	129	1	25	0	0	110	0	1	6	25	0	0	0	2	19	57	136	1	0	32	1	8	0	79	8	5	123	2	3	16	10	129	56	0	3	0	10	0	6	7
"85"	3	181	0	0	3	2	5	25	71	15	133	1	16	6	0	151	15	14	11	105	0	0	2	10	0	0	119	0	6	12	1	16	0	163	11	10	67	5	0	25	23	58	10	33	7	1	2	2	15	12
"86"	26	315	0	0	34	0	41	9	71	0	59	0	3	0	0	121	0	2	0	76	32	7	10	34	2	14	99	0	0	3	11	13	0	143	16	7	71	5	8	69	7	65	61	3	0	19	0	0	27	9
"87"	0	203	0	22	1	0	8	12	108	0	171	0	27	0	2	88	0	40	2	104	14	6	14	3	32	15	227	5	3	5	7	0	0	70	4	15	109	17	20	86	62	54	47	30	0	14	0	0	78	15
"88"	0	37	6	1	8	7	3	66	85	1	190	11	19	2	0	205	1	16	1	105	31	0	39	38	19	31	208	13	0	20	3	1	4	141	11	0	41	3	61	166	48	159	102	43	0	0	20	0	29	0
"89"	1	30	64	0	49	0	63	17	42	0	122	0	45	2	13	97	3	26	11	76	34	0	40	21	21	22	170	0	17	9	2	47	1	46	0	35	112	52	34	97	19	151	41	42	17	0	10	2	30	7
"90"	0	74	0	4	0	5	13	23	135	1	158	3	18	6	5	223	0	2	29	279	7	11	17	46	27	9	169	0	0	42	7	1	0	48	4	30	138	15	1	33	45	121	79	47	21	0	0	0	31	0
"91"	10	126	0	0	17	0	5	28	83	4	112	0	33	13	0	81	30	6	0	33	5	2	9	5	0	56	156	0	0	26	7	38	7	42	0	14	38	0	0	23	17	45	25	41	1	0	0	0	21	0
"92"	0	58	14	0	0	6	26	36	115	2	178	0	82	42	0	163	5	16	0	149	3	7	3	25	70	43	244	0	0	19	5	9	9	87	9	30	89	1	12	46	55	99	32	76	4	0	7	1	47	45
"93"	3	203	0	2	4	0	0	19	107	0	260	0	37	0	0	201	0	10	5	45	3	8	10	55	6	11	156	0	0	38	11	12	0	37	0	51	51	7	4	55	12	163	25	29	0	0	0	1	11	10
"94"	1	27	0	0	36	69	0	7	55	10	129	0	29	0	3	180	0	5	0	160	0	7	13	11	7	21	168	0	13	23	27	6	2	67	1	2	86	22	15	70	17	86	65	48	2	0	3	1	43	7
"95"	0	88	2	0	80	3	3	6	40	0	191	0	14	0	7	113	5	30	0	41	0	0	23	25	14	28	112	0	0	4	8	12	5	130	0	19	54	1	11	78	5	90	31	10	0	22	1	0	8	9
"96"	0	86	0	0	0	0	6	8	78	0	134	0	4	0	0	175	0	8	3	37	0	0	4	49	9	36	106	0	0	32	31	5	0	132	2	2	96	7	4	86	6	226	45	31	6	0	0	0	15	4
"97"	2	259	0	19	1	0	13	11	86	11	81	1	38	4	0	297	0	2	0	95	0	2	27	15	13	0	108	0	8	51	0	0	9	74	1	17	110	35	1	63	36	74	91	28	10	0	0	0	9	6
"98"	1	65	6	0	7	0	23	44	76	0	157	16	15	0	2	155	0	10	3	54	0	0	62	18	7	23	98	0	0	24	2	0	0	46	3	6	60	28	29	36	46	75	29	51	16	11	1	0	27	3
"99"	0	157	0	3	59	10	4	38	92	2	148	17	25	0	0	161	9	32	1	176	4	0	6	68	5	16	159	0	0	27	17	57	0	46	0	0	84	31	8	90	12	233	18	57	0	4	21	8	47	0
"100"	0	22	15	0	0	0	0	8	56	0	173	17	53	1	0	79	0	5	1	41	1	0	0	26	4	16	139	0	7	6	4	3	1	58	13	11	83	13	40	32	28	61	12	16	1	2	0	0	8	2
"101"	0	47	0	0	0	23	1	27	45	0	173	0	39	11	2	144	0	11	0	101	4	0	24	9	7	18	215	0	0	39	19	1	0	50	24	11	69	7	7	36	20	192	89	52	0	0	0	0	30	4
"102"	0	19	44	0	0	7	54	2	56	2	109	1	36	6	0	123	0	0	0	53	0	0	6	14	22	14	65	2	0	15	14	12	0	42	1	1	51	2	24	30	22	114	24	9	2	2	0	0	20	0
"103"	11	10	0	2	0	3	36	11	117	0	73	0	19	1	1	127	0	7	0	30	27	2	5	22	9	16	134	37	2	58	5	0	0	16	0	29	73	12	0	18	23	112	62	52	6	0	0	0	19	49
"104"	0	69	0	0	27	0	26	5	58	0	160	0	16	0	0	120	0	11	1	72	3	2	10	27	1	5	55	0	0	25	40	10	4	69	0	2	43	0	1	31	25	47	18	7	0	0	2	0	19	6
"105"	0	10	8	0	1	12	31	9	102	0	93	0	42	0	0	198	1	17	0	93	3	4	33	3	5	16	127	33	0	24	50	11	3	84	1	2	40	27	8	27	48	105	28	65	1	0	0	0	15	5
"106"	14	36	0	0	3	0	2	12	58	0	65	0	4	1	0	89	0	21	0	101	3	8	1	18	20	6	111	0	0	10	4	57	0	35	1	1	61	9	26	28	24	92	41	35	1	1	0	3	39	15
"107"	3	34	0	2	12	22	1	44	84	2	128	13	12	4	0	103	47	8	9	138	2	0	9	97	5	17	204	0	13	16	6	4	0	101	11	3	114	17	5	121	15	70	54	46	6	0	0	0	19	21
"108"	8	180	0	0	10	1	4	4	65	8	91	1	35	0	0	105	0	3	3	51	2	0	1	28	32	6	83	1	2	6	23	22	2	89	0	17	24	13	5	51	7	62	22	35	35	0	1	0	11	18
"109"	0	63	0	0	50	8	18	11	113	0	110	0	15	0	21	88	29	0	5	65	1	0	1	8	71	19	81	0	0	21	32	0	0	36	3	9	66	16	3	21	18	80	75	19	14	11	0	1	31	6
"110"	14	168	0	0	7	0	4	49	73	9	104	0	23	2	0	80	0	23	1	110	55	0	33	7	3	18	79	0	7	31	47	2	9	67	11	9	43	5	7	52	8	85	33	5	7	24	1	0	15	13
"111"	5	94	0	1	1	3	0	5	60	0	95	3	32	0	0	104	1	4	0	99	0	0	33	18	25	13	145	0	0	3	10	8	0	61	8	2	84	6	54	63	9	96	16	17	0	10	5	0	27	7
"112"	0	96	0	0	2	1	13	28	88	0	74	2	44	0	0	90	0	32	0	42	0	0	16	6	10	10	161	0	0	29	9	2	29	78	8	16	90	11	19	46	27	100	25	28	1	2	2	0	7	0
"113"	3	173	0	0	0	0	4	7	58	0	88	0	3	0	0	130	0	1	1	42	0	0	3	78	9	11	208	0	5	49	1	20	0	42	37	6	61	8	12	18	17	122	33	37	0	0	10	3	11	0
"114"	3	17	0	0	1	24	2	22	73	20	118	30	5	0	8	135	0	7	0	179	0	15	14	33	75	15	244	0	1	71	6	1	5	110	4	17	65	60	66	78	51	202	13	35	0	1	0	1	36	71
"115"	1	41	5	0	6	1	6	17	197	13	143	0	32	0	1	124	5	3	1	133	1	9	34	50	11	12	96	0	4	5	4	5	14	69	3	20	115	25	85	79	33	113	72	18	14	0	2	13	68	10
"116"	9	54	3	2	18	0	4	70	135	0	319	3	19	1	7	176	0	0	0	101	17	0	7	47	51	2	143	0	0	18	4	36	5	110	21	8	46	66	10	66	75	122	62	19	30	6	0	1	15	46
"117"	16	173	0	2	0	0	7	14	93	0	133	14	93	0	0	175	0	11	0	113	0	0	2	34	5	46	147	0	1	8	3	21	2	135	15	7	49	36	15	41	29	85	33	26	0	0	0	0	14	71
"118"	0	184	0	44	0	2	34	19	54	0	85	0	8	0	0	114	5	9	0	65	0	4	2	10	16	7	79	1	0	46	3	8	0	54	17	2	32	5	9	15	14	114	90	14	3	0	1	4	18	7
"119"	0	29	1	0	38	5	6	27	48	0	83	0	30	34	0	68	0	6	0	91	7	11	8	20	6	10	122	0	0	24	5	19	0	60	0	2	54	2	4	78	12	107	18	12	0	0	0	0	23	0
"120"	0	117	0	0	9	1	21	1	171	0	238	0	19	0	0	208	0	2	0	109	0	3	17	65	25	8	182	0	46	21	12	15	3	80	7	20	46	53	20	51	10	195	79	20	0	11	3	0	9	28
"121"	0	32	0	0	1	5	20	31	66	0	56	0	0	0	0	156	0	3	0	35	0	0	1	32	3	16	55	0	0	39	35	23	10	68	17	6	37	0	14	53	18	113	66	24	1	0	0	6	31	9
"122"	37	384	0	0	1	5	7	22	92	0	185	0	10	0	5	119	0	38	0	148	0	5	61	71	11	42	138	0	0	35	12	28	0	63	0	30	30	2	3	34	55	95	76	8	1	0	3	1	99	26
"123"	0	151	1	17	13	7	0	51	39	0	230	24	13	0	0	146	0	4	0	53	0	2	38	57	4	15	201	0	0	14	20	17	14	153	8	3	73	18	0	20	24	146	159	23	34	0	6	0	21	5
"124"	0	83	0	0	0	3	9	51	126	0	223	1	52	0	0	131	13	23	0	108	0	0	42	16	2	53	158	0	0	9	23	0	0	32	0	9	105	40	26	58	21	136	82	27	0	3	8	3	19	28
"125"	38	149	0	0	26	4	36	4	76	0	93	0	13	0	0	170	0	12	4	24	15	6	53	8	5	36	60	0	0	44	30	6	0	63	0	39	124	5	31	6	6	89	39	23	0	0	1	2	2	17
"126"	0	36	4	0	15	1	8	21	71	0	168	0	43	2	0	175	0	11	3	127	0	6	25	34	1	35	186	2	0	5	6	0	0	100	11	4	52	0	5	91	22	177	44	55	0	11	11	3	4	24
"127"	9	126	0	0	0	0	0	57	48	7	88	5	19	0	0	299	0	2	0	83	24	0	4	17	14	68	250	1	6	13	4	7	0	111	1	101	82	2	3	44	47	97	80	55	17	1	43	0	17	0
