"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"
"11"	1	0	23	10	95	0	6	1	53	0	0	47	4	5	32	0	0	0	0	0	13	40	0	0	0	1	11	0	29	0	0	0	1	0	11	0	5	0	0	6	0	0	0	11	0	4	10	0	0	0	1	17	0	4	7	9	40	5	3	0	21	43	2	3	1	1	1	15	0	0	53	0	0	0	0	0	1	6	1	0	0	1	0	3	0	0	1	0	0	0	4	25	0	0	0	12	23	5	0	8	0	31	0	0	6	0	10	0	0	3	0	46	8	15	0	10	2	0	0	0	2	0	0	7	0	20	0	2	7	24	1	0	0	0	0	19	29	0	1	48	1	0	9	0	0	3	0	19	2	10
"12"	26	11	6	2	240	0	1	2	4	4	4	5	3	0	33	4	0	9	0	0	34	33	1	0	0	30	28	0	7	1	0	0	11	0	2	0	0	1	14	1	0	0	0	35	0	17	0	0	0	0	16	35	0	1	58	32	6	5	0	0	52	21	14	26	7	0	7	5	0	13	12	0	0	1	0	12	0	0	0	0	3	22	36	1	0	0	0	0	0	0	44	2	2	50	0	32	31	0	13	48	13	11	32	0	11	21	8	0	0	26	0	36	0	5	0	23	0	40	0	0	10	0	0	14	0	27	0	0	1	66	0	0	0	0	0	15	41	9	9	62	6	0	0	0	0	64	3	40	12	0
"13"	6	0	144	7	4	0	0	1	19	0	0	24	38	0	24	0	0	5	0	0	8	5	0	2	0	2	10	52	17	16	0	0	0	0	48	0	85	0	0	15	0	0	0	56	0	4	1	0	0	0	1	10	0	32	0	13	21	37	0	0	37	8	13	2	13	0	1	16	0	0	17	0	0	0	0	0	0	0	2	2	19	2	0	0	0	0	2	0	0	0	45	37	11	0	1	34	22	0	0	0	72	25	0	0	14	0	10	1	0	39	0	69	0	63	0	33	0	13	0	0	20	4	0	22	0	25	0	11	0	67	13	0	0	0	0	26	18	3	2	12	5	0	0	2	8	33	0	16	2	0
"14"	21	0	79	1	0	0	4	41	7	1	9	16	16	0	17	0	0	21	0	0	2	15	0	0	0	9	12	7	41	4	0	0	0	2	10	0	13	5	3	0	0	0	0	35	0	6	2	0	0	0	0	7	0	0	4	2	31	3	0	0	4	51	3	0	0	4	25	31	0	0	6	0	0	0	0	0	4	0	5	1	19	0	54	11	0	0	0	0	0	3	9	1	1	0	0	7	1	0	4	0	7	41	0	0	3	6	4	31	0	10	0	63	1	8	0	33	0	0	0	0	0	0	0	2	1	11	0	3	4	26	22	0	0	0	0	13	26	16	13	10	6	2	0	3	9	40	0	15	6	0
"15"	20	3	61	0	2	0	5	0	8	0	0	13	13	0	12	16	0	3	0	1	27	11	1	0	0	10	26	1	14	6	0	0	17	0	24	0	6	0	0	1	0	0	0	27	0	1	0	0	0	0	0	22	0	0	1	1	18	26	5	0	44	41	10	9	0	0	3	21	0	0	45	0	2	0	0	0	5	0	0	0	49	3	37	0	0	2	6	0	1	0	27	10	25	1	0	38	14	0	21	0	0	31	3	0	22	25	2	4	0	6	0	72	2	5	0	39	0	19	46	0	8	0	0	43	0	1	2	12	24	48	1	0	0	5	1	64	54	0	0	29	0	0	0	5	0	18	0	23	9	0
"16"	14	66	41	0	4	0	1	0	62	0	0	17	1	0	0	0	0	1	0	9	8	10	0	1	0	15	26	4	85	9	0	0	4	0	7	0	1	0	0	0	0	0	0	34	4	19	8	0	0	0	82	11	0	1	26	14	7	14	0	0	18	68	0	20	0	1	37	65	10	9	21	0	0	0	0	0	14	0	0	0	27	12	53	8	0	0	0	0	0	3	9	3	6	0	0	62	7	1	34	2	0	22	0	4	1	2	1	0	0	37	0	27	0	2	2	25	2	1	0	0	22	0	0	8	0	29	4	2	20	37	21	1	0	1	0	69	13	17	12	66	0	0	0	13	0	22	0	9	10	0
"17"	31	26	8	0	66	0	1	6	21	0	7	23	0	0	30	24	0	14	0	0	3	11	11	0	3	9	27	0	5	0	0	0	3	0	8	5	2	1	0	0	0	4	0	24	3	11	0	0	0	0	42	8	0	0	6	62	4	1	13	0	18	83	0	2	10	0	37	11	0	1	51	0	0	0	0	4	0	0	0	0	7	37	38	29	0	0	0	0	36	0	6	8	0	3	0	11	28	13	6	1	3	36	0	4	4	0	1	0	0	7	0	44	2	4	0	9	0	15	0	0	2	0	0	22	0	9	1	17	18	36	2	0	0	0	0	45	8	1	11	3	16	0	0	8	1	17	0	78	41	0
"18"	12	2	46	0	28	0	0	25	49	0	6	11	1	0	32	0	0	4	0	12	9	116	0	0	0	19	22	1	12	10	0	0	0	17	1	0	4	0	0	0	0	0	0	39	5	0	13	0	0	0	7	27	0	0	15	13	10	7	0	0	37	51	18	2	1	10	2	34	13	1	39	3	0	0	5	0	10	1	1	10	2	2	5	12	0	0	0	0	0	0	28	7	18	3	0	24	4	1	0	8	37	58	0	2	9	1	26	0	0	7	0	46	15	1	0	44	0	0	4	0	13	0	0	1	0	1	0	48	10	40	43	0	11	0	0	27	29	3	25	192	5	0	0	1	15	3	1	71	10	0
"19"	57	17	9	0	1	5	12	12	31	0	0	38	11	0	21	0	0	3	0	0	10	7	7	0	0	10	16	0	17	6	0	0	1	0	11	0	4	1	0	1	0	2	0	27	4	22	8	0	2	0	1	27	0	9	0	10	59	30	0	0	6	18	3	12	0	35	14	18	0	0	12	0	4	0	0	4	9	5	17	0	7	9	19	10	5	0	0	0	0	21	4	22	8	0	0	24	10	0	12	0	4	28	3	0	39	3	10	0	1	33	0	44	0	3	0	28	0	25	0	0	15	0	0	34	0	1	0	18	6	19	6	0	0	0	0	15	6	0	1	3	0	0	0	15	0	4	0	34	10	0
"20"	10	9	10	0	17	1	3	3	2	1	16	10	0	0	28	0	0	0	0	0	10	7	1	0	0	5	19	11	8	0	0	0	0	0	5	0	2	7	0	1	0	0	0	37	0	4	2	4	0	0	0	1	1	0	9	4	21	0	0	0	23	19	8	6	7	0	9	44	19	22	22	0	0	0	4	0	8	0	4	23	5	5	0	0	0	0	1	0	0	0	0	1	0	0	0	16	18	0	8	15	0	25	0	0	13	0	0	0	0	47	0	26	1	8	0	52	0	13	0	0	3	0	0	8	0	2	0	7	12	23	32	0	6	0	0	48	53	3	5	85	8	0	0	3	8	16	0	59	4	0
"21"	14	16	34	0	32	1	0	48	8	1	0	24	14	0	43	0	0	0	0	0	30	19	0	0	0	15	34	0	9	0	0	0	0	0	17	0	1	0	0	0	0	0	0	42	0	0	2	0	0	0	0	8	0	0	0	1	19	5	0	0	22	15	15	8	1	6	27	6	0	0	16	17	0	0	0	10	0	0	2	0	34	21	1	7	3	1	0	0	9	0	14	17	3	6	0	44	5	0	4	0	3	4	0	0	65	0	11	1	0	11	2	24	0	48	0	36	23	11	2	0	22	1	0	39	0	4	0	41	63	46	0	27	0	0	0	26	73	3	2	71	4	1	0	0	0	2	0	66	46	0
"22"	0	20	0	11	85	0	5	14	18	4	2	16	0	0	38	0	0	20	0	0	4	30	40	4	0	2	11	24	30	10	0	28	0	0	6	0	2	15	0	0	0	7	0	32	0	2	21	0	4	0	23	17	0	0	0	3	44	65	0	0	49	44	12	10	0	0	13	29	0	0	18	0	7	0	0	0	0	3	0	8	7	4	20	1	2	0	0	15	0	0	33	1	15	2	0	18	33	0	8	0	1	11	19	0	10	0	2	0	0	69	0	21	20	2	0	7	0	0	0	0	30	1	0	7	0	57	3	6	19	40	5	0	14	0	0	73	54	0	19	55	2	0	0	0	0	14	0	141	30	0
"23"	12	1	59	15	19	0	1	2	29	1	3	21	19	0	6	0	0	1	0	0	30	17	1	3	0	4	13	9	17	1	0	0	0	0	9	0	0	0	0	2	0	0	0	46	0	13	6	0	0	0	6	15	0	10	0	33	50	1	0	0	14	6	4	27	0	0	6	50	6	14	4	0	0	0	0	3	0	4	0	0	22	3	48	16	0	1	1	0	0	0	5	2	6	0	12	24	28	10	1	5	0	34	1	0	13	2	4	0	0	34	0	47	12	0	0	4	0	15	0	0	1	0	0	10	0	6	37	39	29	90	1	0	1	3	0	99	38	0	30	17	14	16	0	1	13	38	0	37	23	0
"24"	40	48	30	0	35	6	6	2	31	0	1	14	16	0	15	0	0	0	0	0	6	39	0	13	0	34	9	0	8	26	0	0	1	0	7	0	0	0	0	0	0	0	0	54	0	0	0	13	1	0	0	27	0	12	9	22	11	2	0	0	12	36	4	0	0	0	37	11	0	0	49	2	1	0	0	5	0	0	3	1	14	30	38	3	3	0	0	0	1	0	27	3	6	0	0	15	9	0	12	0	0	5	6	0	25	2	1	0	0	41	0	49	0	2	0	6	4	3	0	0	18	0	0	27	24	44	0	11	12	16	64	0	1	0	66	21	29	0	13	13	0	5	0	1	14	7	0	42	12	3
"25"	49	0	30	0	279	0	4	2	15	8	0	50	12	0	47	2	2	0	0	0	3	7	2	0	0	0	37	0	15	0	0	0	0	5	56	0	1	0	0	0	0	5	0	70	1	5	3	0	0	0	0	40	0	0	0	14	13	20	0	3	10	36	0	1	0	0	16	38	0	2	30	0	39	0	0	3	0	0	0	4	40	4	2	4	1	1	0	1	0	0	1	10	0	0	0	25	11	0	1	0	2	48	0	0	1	0	40	0	0	16	0	20	1	1	1	49	0	24	1	0	1	3	0	12	0	33	0	6	24	73	1	0	0	0	0	31	9	25	20	2	1	0	0	8	0	3	0	114	8	0
"26"	37	0	101	4	35	0	1	0	27	0	0	7	5	0	9	11	0	6	0	22	49	84	4	1	0	55	4	0	23	47	0	0	0	0	11	0	5	11	1	0	0	2	0	34	0	14	1	0	0	0	0	49	0	2	0	20	3	4	4	7	5	125	4	0	5	3	13	9	0	2	127	0	0	0	0	0	5	0	12	0	11	13	25	13	5	22	0	0	0	0	0	12	5	10	0	21	57	0	3	6	4	54	10	0	50	0	12	1	0	29	0	75	0	6	0	18	0	28	11	0	1	0	0	12	0	38	16	0	45	44	16	0	0	0	0	30	41	2	4	19	0	0	3	41	0	22	0	79	68	0
"27"	37	4	0	0	100	0	4	18	27	0	0	4	0	0	20	0	0	0	0	8	2	38	0	0	0	1	9	0	12	0	1	0	0	1	3	0	0	0	1	8	2	0	0	14	0	3	0	0	5	0	26	13	0	2	0	26	19	18	0	0	5	22	8	13	0	3	24	17	0	0	62	0	7	0	0	0	1	0	3	0	7	5	23	5	0	2	0	0	10	0	11	8	2	0	0	13	20	0	1	0	3	21	0	3	21	0	3	0	0	3	0	43	0	0	0	3	0	3	0	0	11	5	0	22	0	6	0	30	6	57	5	0	0	3	0	12	9	1	10	2	9	0	0	3	0	31	0	43	22	0
"28"	0	56	0	0	189	1	36	84	36	10	1	34	14	0	52	0	0	0	0	0	24	20	4	1	0	7	26	2	16	11	5	0	1	7	12	0	38	0	0	1	0	0	0	44	3	3	21	0	0	0	0	10	0	22	0	25	29	0	0	0	44	57	10	1	2	5	14	15	1	18	52	5	0	3	0	0	30	0	0	5	0	21	0	22	0	2	1	1	0	0	8	26	1	59	0	16	6	0	0	1	0	30	0	1	11	0	6	1	0	17	0	15	1	16	0	4	2	19	0	0	11	0	0	46	0	6	0	14	6	77	13	0	16	0	0	50	81	0	22	11	4	0	0	0	0	15	0	35	1	0
"29"	79	0	26	0	62	0	7	15	17	0	0	25	5	0	61	1	0	0	6	0	53	14	0	0	0	5	15	7	24	21	0	0	0	0	25	0	5	0	2	0	0	0	0	14	0	9	5	0	0	0	3	40	0	0	10	22	26	11	2	0	26	67	3	11	1	0	0	45	0	1	11	0	3	0	0	1	10	0	0	5	17	31	21	19	0	0	0	1	0	0	3	24	0	0	0	76	111	0	4	0	0	15	2	0	23	0	5	0	0	7	0	27	0	4	2	18	0	25	0	0	1	0	0	15	0	9	0	7	2	21	40	0	1	4	0	65	39	1	5	67	6	0	0	0	0	13	0	87	33	0
"30"	19	0	31	20	556	5	1	39	3	3	0	13	0	0	0	14	0	7	3	0	17	3	33	0	0	2	11	0	17	4	41	0	2	0	1	0	0	25	3	0	0	1	0	4	0	21	38	0	0	0	26	26	1	8	53	2	23	4	0	0	20	22	1	0	0	0	30	74	0	0	14	0	0	0	0	0	0	0	0	0	35	16	3	6	28	0	0	1	0	0	2	4	0	0	0	45	36	8	27	18	1	63	0	0	29	9	0	2	0	43	0	16	1	3	0	3	0	20	0	2	3	0	0	6	0	4	0	1	1	15	1	0	2	0	0	30	31	0	2	29	6	2	0	0	0	31	0	50	8	0
"31"	23	38	29	0	13	0	0	2	46	0	0	43	1	0	26	0	0	9	0	0	0	2	0	2	0	4	8	0	1	4	0	0	0	0	36	0	5	0	1	0	0	0	6	28	0	9	0	0	0	0	0	2	31	4	0	26	78	0	0	0	42	56	4	1	22	1	9	26	0	3	27	0	0	0	0	13	0	0	1	0	2	40	38	10	0	0	3	0	0	2	0	4	0	0	0	23	31	0	3	1	1	42	2	0	22	0	7	0	0	25	0	36	9	0	0	48	0	4	0	0	1	0	0	10	0	1	0	37	53	17	3	0	1	0	0	28	38	30	48	34	4	0	7	0	0	61	0	42	92	0
"32"	39	0	77	2	7	3	0	2	11	0	0	1	0	0	23	0	5	2	0	1	4	78	1	0	0	2	11	0	12	9	0	0	3	0	15	0	0	0	0	0	0	4	0	40	1	34	15	0	0	0	0	2	1	0	6	12	13	0	0	0	32	28	3	4	0	0	10	27	1	0	51	0	0	0	0	0	3	0	3	0	9	4	9	8	6	0	0	0	3	0	4	15	1	0	0	4	14	0	19	2	0	39	0	0	15	14	2	0	0	4	0	29	0	0	0	32	0	6	0	1	5	1	0	12	0	0	5	5	4	19	9	0	0	0	0	26	12	5	1	13	5	0	16	0	2	6	1	39	6	0
"33"	9	163	2	0	0	0	6	2	15	6	0	2	3	0	25	0	1	2	0	2	10	4	0	4	0	2	5	2	7	1	0	0	2	0	11	0	4	0	0	0	0	0	0	21	0	5	19	2	4	0	3	93	0	0	10	12	3	4	3	0	19	7	15	33	0	0	11	6	0	0	12	0	0	0	0	0	0	0	0	1	35	31	18	6	22	0	26	1	0	0	102	0	4	0	0	15	19	11	4	0	0	6	3	0	2	2	0	0	0	24	0	8	4	16	0	7	1	0	0	0	5	0	0	15	0	9	0	11	25	32	4	0	0	1	0	13	19	2	16	67	1	0	1	0	0	3	5	24	5	4
"34"	1	0	7	0	30	0	2	5	8	2	0	8	8	0	26	0	4	3	0	3	3	44	2	0	0	14	42	0	29	13	4	0	9	44	1	0	3	0	0	0	0	11	0	9	0	0	0	0	0	0	3	17	0	8	12	22	107	6	0	0	26	93	9	17	14	0	10	12	0	2	11	1	0	1	0	2	6	0	11	0	3	0	8	0	4	0	0	0	0	0	17	40	8	7	0	25	4	0	7	0	0	22	7	0	0	0	0	3	0	28	0	79	0	0	0	42	0	3	0	0	10	0	1	47	0	28	0	7	18	25	0	1	0	2	0	77	70	0	0	12	7	0	0	0	0	18	0	24	1	0
"35"	3	0	24	0	57	0	5	50	25	3	0	37	4	0	36	0	9	0	11	0	0	9	3	0	0	21	2	12	1	0	0	0	1	0	11	0	4	0	0	0	0	0	0	3	0	5	17	0	0	0	3	5	0	0	0	18	4	25	12	0	29	23	14	3	0	0	6	5	0	0	26	0	0	0	1	0	10	0	2	0	0	10	17	5	1	0	0	0	5	0	0	1	10	0	0	20	13	0	15	0	1	15	13	0	32	0	6	0	0	1	0	37	4	10	0	4	1	12	2	0	4	0	0	2	0	10	0	26	3	50	9	0	0	5	0	30	53	2	3	10	2	0	4	11	0	5	0	30	1	0
"36"	82	38	25	0	106	0	23	22	54	19	0	10	21	0	5	0	0	12	0	0	35	36	0	0	0	15	43	17	37	7	0	0	3	3	8	0	42	0	0	0	0	7	0	27	1	6	11	0	2	0	0	40	0	9	0	27	1	7	0	1	28	79	1	5	0	8	1	14	1	0	15	3	40	0	0	0	0	1	0	4	56	47	16	33	0	0	7	0	0	0	8	0	2	0	7	56	7	0	11	0	0	31	0	0	10	0	37	0	0	32	0	38	0	8	0	26	0	42	0	0	0	0	0	2	0	20	19	27	5	1	53	0	0	0	0	9	28	2	2	29	4	0	0	57	0	44	14	19	5	0
"37"	30	5	12	4	35	0	0	0	29	0	0	6	1	0	3	0	0	0	0	0	3	1	17	0	0	3	39	0	68	8	0	0	0	0	22	0	4	1	0	0	0	0	0	12	0	0	2	0	0	0	0	78	0	0	0	19	11	13	4	0	22	33	0	1	2	0	3	93	1	0	2	8	1	0	0	0	3	0	0	0	4	3	11	1	0	0	0	0	0	14	1	7	0	0	1	27	15	0	2	1	1	27	0	1	44	2	1	0	0	37	0	13	0	13	0	0	2	9	0	0	1	1	0	18	0	1	3	6	3	27	1	0	0	1	0	10	42	11	0	16	8	0	0	0	1	61	10	35	51	18
"38"	77	0	25	0	279	0	0	5	4	0	0	79	0	0	16	2	0	4	0	0	28	24	0	18	0	19	50	1	39	1	0	0	11	11	28	0	5	4	0	0	0	0	0	4	0	0	5	6	0	0	0	8	0	14	1	34	1	2	0	0	39	10	0	43	0	2	59	7	0	0	11	0	0	0	0	0	2	0	0	0	52	0	22	23	0	0	0	6	0	0	11	6	0	0	0	56	37	0	4	0	0	8	0	6	7	0	0	10	0	27	0	52	10	0	0	1	2	5	0	2	7	0	0	58	0	10	0	5	13	63	20	16	0	7	0	14	13	5	8	15	9	2	1	0	0	41	3	35	21	0
"39"	4	0	23	0	451	4	0	0	26	0	0	6	0	0	21	0	0	0	3	0	8	12	1	12	0	5	0	2	8	10	0	0	0	0	4	0	0	0	0	0	0	0	0	37	0	9	1	1	2	1	0	6	1	0	3	0	10	11	0	0	17	0	9	0	4	0	15	4	27	0	57	1	0	0	0	0	0	0	0	0	4	6	21	0	0	0	2	0	0	0	1	2	1	3	0	14	9	0	0	1	0	28	10	0	22	0	0	0	1	4	0	12	0	6	0	11	0	10	1	1	1	0	5	3	0	7	0	1	2	5	1	3	0	0	0	33	33	5	0	6	1	0	0	0	0	2	0	28	3	0
