"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"	"taxa161"	"taxa162"	"taxa163"	"taxa164"	"taxa165"	"taxa166"	"taxa167"	"taxa168"	"taxa169"	"taxa170"	"taxa171"	"taxa172"	"taxa173"	"taxa174"	"taxa175"	"taxa176"	"taxa177"	"taxa178"	"taxa179"	"taxa180"	"taxa181"	"taxa182"	"taxa183"	"taxa184"	"taxa185"	"taxa186"	"taxa187"	"taxa188"	"taxa189"	"taxa190"	"taxa191"	"taxa192"	"taxa193"	"taxa194"	"taxa195"	"taxa196"	"taxa197"	"taxa198"	"taxa199"	"taxa200"	"taxa201"	"taxa202"	"taxa203"	"taxa204"	"taxa205"	"taxa206"	"taxa207"	"taxa208"	"taxa209"	"taxa210"	"taxa211"	"taxa212"	"taxa213"	"taxa214"	"taxa215"	"taxa216"	"taxa217"	"taxa218"	"taxa219"	"taxa220"	"taxa221"	"taxa222"	"taxa223"	"taxa224"	"taxa225"	"taxa226"	"taxa227"	"taxa228"	"taxa229"	"taxa230"	"taxa231"	"taxa232"	"taxa233"	"taxa234"	"taxa235"	"taxa236"	"taxa237"	"taxa238"	"taxa239"	"taxa240"	"taxa241"	"taxa242"	"taxa243"	"taxa244"	"taxa245"	"taxa246"	"taxa247"	"taxa248"	"taxa249"	"taxa250"	"taxa251"	"taxa252"	"taxa253"	"taxa254"	"taxa255"	"taxa256"	"taxa257"	"taxa258"	"taxa259"	"taxa260"	"taxa261"	"taxa262"	"taxa263"	"taxa264"	"taxa265"	"taxa266"	"taxa267"	"taxa268"	"taxa269"	"taxa270"	"taxa271"	"taxa272"	"taxa273"	"taxa274"	"taxa275"	"taxa276"	"taxa277"	"taxa278"	"taxa279"	"taxa280"
"11"	2	23	0	6	0	1	3	1	2	3	42	0	0	1	0	0	4	0	11	0	30	0	0	0	4	0	0	0	0	0	5	0	4	10	0	2	0	0	38	6	0	0	0	14	2	7	0	0	0	5	0	19	1	4	0	20	0	6	13	2	0	4	0	4	0	7	1	1	0	0	0	54	2	0	2	1	0	0	0	0	0	0	8	0	0	1	0	0	4	0	3	4	0	2	3	0	8	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	19	0	4	8	0	0	21	0	13	34	0	12	3	9	11	2	4	0	15	0	0	15	10	0	4	0	0	1	4	3	1	0	9	1	17	14	0	0	0	0	0	0	2	0	1	4	1	12	0	16	0	0	0	7	0	0	2	0	0	26	1	20	9	34	1	0	0	0	17	0	0	0	12	0	0	0	0	0	0	0	7	3	0	0	0	0	0	2	0	3	0	10	0	0	0	0	20	0	7	0	6	0	0	0	0	3	1	20	22	0	1	0	0	2	0	0	0	0	0	0	11	12	2	3	0	0	0	1	0	0	3	32	2	4	0	0	8	9	3	0	0	0	0	0	0	27	3	0	10	11	0	1	0	15	0	3	2	0	0	2	0	0	0	14	0	0	0	0
"12"	0	0	0	39	0	9	0	0	0	4	2	0	7	23	30	2	0	0	0	3	6	0	1	0	2	1	5	5	9	0	3	2	7	0	0	0	1	0	1	6	0	0	0	6	0	0	11	1	0	0	0	7	5	0	0	43	0	2	0	0	21	31	0	0	0	3	0	6	21	0	0	2	7	0	5	2	0	0	0	0	0	0	24	10	0	0	0	0	10	0	3	29	0	2	47	0	2	0	0	0	0	0	0	0	5	5	2	0	34	0	0	1	27	1	0	0	0	18	5	2	7	12	0	0	0	11	2	7	3	10	8	17	0	25	1	0	0	9	18	22	10	0	49	0	0	0	0	1	0	0	0	6	0	0	0	0	0	6	0	4	0	4	0	0	15	9	1	0	0	0	12	2	0	8	0	9	0	0	4	0	41	0	1	0	4	0	0	0	0	0	0	0	3	36	0	0	0	0	2	5	0	4	0	2	0	0	0	0	5	0	4	0	1	0	0	1	0	35	7	5	4	0	2	0	0	26	0	3	0	0	10	0	0	1	16	10	0	0	0	0	0	0	0	20	2	0	0	0	0	3	4	0	0	7	0	13	0	10	4	0	3	1	0	2	0	47	0	0	31	0	1	0	1	0	0	13	0	0	0	0
"13"	0	38	0	2	0	0	13	0	0	22	16	0	1	0	11	8	0	0	0	0	1	2	3	0	6	13	0	0	0	0	33	0	1	0	0	0	0	0	24	12	0	1	0	3	0	3	6	0	0	0	0	10	17	0	1	5	0	2	3	0	8	1	0	0	0	38	0	0	12	0	0	1	0	0	7	0	0	0	0	13	0	0	8	5	0	0	0	0	0	0	2	12	0	21	58	0	11	0	0	0	0	0	0	9	18	0	5	0	0	0	0	21	5	0	1	9	0	0	0	0	0	0	0	18	12	11	18	13	0	2	13	0	3	9	0	0	0	9	29	5	6	0	20	0	7	11	1	8	0	0	0	3	0	0	0	0	2	6	0	2	0	0	0	0	1	1	0	0	0	0	11	7	3	0	0	1	0	0	6	0	5	17	0	0	21	3	0	0	0	0	8	0	0	11	0	0	48	0	0	1	0	37	16	3	0	0	0	0	8	0	10	0	1	0	0	0	0	4	13	0	14	0	0	0	0	12	0	11	10	5	6	9	20	0	27	14	6	0	0	0	0	0	0	6	2	0	0	0	0	31	5	0	25	0	0	3	0	6	0	0	28	0	0	7	0	4	0	0	0	0	0	0	0	1	0	2	1	21	0	14
"14"	1	0	0	6	0	0	0	0	0	4	2	0	1	0	10	1	0	0	0	2	27	0	3	0	13	3	0	5	0	0	1	0	0	0	0	0	0	0	3	4	0	0	0	0	0	8	2	0	2	2	0	22	22	1	0	18	0	28	1	16	0	3	3	0	1	2	0	0	3	0	0	18	0	0	10	1	0	0	6	3	0	0	7	39	0	0	0	0	1	0	0	36	2	2	11	0	5	0	0	28	0	59	0	1	6	0	1	0	0	0	0	0	9	2	2	5	0	0	22	0	2	2	2	9	0	80	4	13	0	3	4	0	0	24	0	0	5	17	10	1	10	0	0	0	4	3	6	3	0	8	0	0	0	0	0	0	52	7	10	36	1	3	0	0	5	4	1	0	7	0	1	24	0	10	2	9	0	0	0	0	4	0	0	0	2	31	3	0	0	0	0	0	0	3	9	1	0	0	0	2	0	9	0	32	0	3	0	0	28	0	5	1	2	0	0	0	0	0	2	0	0	0	20	0	0	12	0	0	0	0	0	0	28	0	4	4	0	0	10	0	2	1	4	2	1	0	0	0	0	0	0	0	0	0	0	5	0	1	94	7	4	8	0	7	0	11	0	6	0	0	0	2	5	1	0	4	0	1	0	0
"15"	0	16	0	7	0	0	0	0	0	2	14	14	0	4	34	2	0	0	2	0	7	0	2	0	0	0	0	29	0	35	47	2	0	28	0	4	0	0	4	20	0	0	0	31	0	5	0	0	0	0	0	0	5	2	0	7	0	1	10	13	24	1	8	0	3	27	0	0	4	0	6	2	1	0	7	0	0	0	0	0	1	0	31	25	0	0	0	0	0	0	1	3	0	56	21	0	0	4	18	0	0	30	0	9	3	0	0	0	1	0	0	0	11	0	0	1	0	0	19	0	0	7	1	32	0	0	3	33	0	5	35	1	0	4	0	0	3	4	15	7	21	0	2	0	61	1	21	4	0	0	0	15	0	0	0	0	6	3	0	0	3	54	0	0	10	4	0	2	4	0	7	19	0	4	1	17	19	0	0	0	29	0	0	0	11	0	3	0	0	0	0	0	0	38	0	1	1	0	0	9	0	21	0	2	0	2	0	0	11	15	4	0	2	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	10	0	0	3	15	38	22	0	0	9	0	0	0	0	4	4	0	0	0	0	13	4	0	0	2	0	0	0	0	0	0	12	2	0	100	0	34	0	0	0	0	0	0	0	0	0	12	0	4	0	10
"16"	20	32	0	0	0	0	0	0	0	4	8	0	0	20	4	5	0	0	33	42	0	12	13	0	11	0	0	41	0	0	61	9	20	0	0	33	0	0	29	16	0	0	0	13	0	0	2	0	0	0	0	38	16	2	0	10	0	34	17	0	4	5	1	0	0	32	7	0	30	0	0	22	12	0	37	0	0	0	2	40	13	0	23	0	0	0	0	0	0	0	0	13	0	4	38	0	16	0	0	0	0	38	0	2	2	0	0	0	0	0	0	0	1	0	0	0	6	0	2	0	0	0	0	12	1	24	12	15	1	1	6	16	0	30	0	0	30	13	0	27	14	0	6	0	10	3	11	15	0	0	0	21	0	0	0	0	0	12	0	13	0	27	0	0	70	1	0	0	6	0	76	9	0	3	5	3	1	0	0	0	1	0	0	0	0	11	2	0	0	11	0	0	0	37	0	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	14	0	5	0	0	0	0	73	20	29	2	0	1	0	0	21	0	1	0	6	12	0	6	2	6	35	11	0	0	0	0	0	7	2	6	0	0	0	0	7	0	0	0	0	0	0	0	16	0	2	9	0	0	5	0	7	7	0	0	0	18	5	1	1	0	11	0	14	1	1
"17"	0	24	0	0	0	0	1	0	0	28	9	0	0	0	1	0	6	0	6	0	2	0	14	0	16	0	1	5	16	0	25	0	0	0	15	47	0	0	1	16	0	0	0	6	0	14	3	0	0	0	0	51	18	0	0	4	0	13	0	15	0	6	7	0	0	16	8	0	29	0	0	11	0	1	1	0	4	0	0	0	0	0	0	12	0	1	0	0	6	31	0	1	0	4	3	5	0	6	5	1	0	20	0	12	5	18	4	0	1	0	0	0	30	0	11	0	3	0	7	0	4	11	4	26	2	8	1	17	2	0	15	0	0	41	0	0	6	9	13	1	6	0	0	0	11	0	0	5	0	2	0	3	0	0	0	0	9	14	21	0	0	1	0	0	4	0	11	0	0	0	1	32	0	0	0	5	0	0	0	0	5	0	0	0	18	9	13	0	0	0	0	12	0	14	0	5	0	0	0	2	0	2	0	0	3	0	3	9	13	0	13	1	0	2	0	0	9	15	60	0	56	0	4	0	0	3	0	7	0	2	3	0	25	0	22	0	7	0	0	0	0	0	1	0	0	0	0	0	0	15	1	2	0	7	0	0	0	36	5	0	3	3	0	0	0	4	0	0	19	0	6	0	9	0	0	0	0	4	3	13
"18"	10	46	0	1	0	20	0	0	0	6	61	0	0	1	1	0	0	0	0	0	0	4	0	0	3	9	1	0	2	0	40	0	3	10	0	16	10	13	42	8	0	0	0	1	0	4	23	0	0	0	0	32	1	0	0	17	0	15	24	6	0	39	0	0	0	24	0	0	4	0	0	3	0	0	63	0	0	0	0	0	0	0	2	3	0	4	0	0	0	0	0	2	0	22	3	1	37	1	1	0	3	12	0	30	41	0	25	4	7	0	4	1	5	0	0	0	0	0	20	3	22	0	0	15	0	78	4	19	3	0	8	0	0	11	0	0	2	26	0	68	18	0	0	0	65	0	1	7	0	0	0	0	0	0	0	0	45	0	4	6	4	10	0	0	8	0	0	0	2	0	9	5	5	3	2	26	0	0	3	0	11	0	0	0	12	0	18	0	0	1	9	0	1	20	2	35	0	0	0	0	0	8	2	0	0	0	1	2	50	0	1	0	7	0	0	0	14	3	2	0	47	0	0	0	2	10	0	1	0	1	1	0	10	0	49	40	0	0	3	0	0	11	7	10	31	10	0	0	0	6	0	1	0	0	0	0	0	15	1	0	43	1	0	2	0	30	0	1	0	5	0	0	3	7	0	14	0	0	0	48
"19"	1	9	0	0	0	5	0	1	0	35	14	0	12	19	0	3	26	0	0	0	1	0	16	0	8	1	0	20	0	0	1	1	3	0	0	7	0	0	4	7	0	0	0	5	0	29	0	0	0	0	0	16	0	0	2	1	3	33	16	0	0	1	1	0	3	39	4	0	2	0	1	61	0	0	4	0	0	0	0	0	0	0	16	6	0	0	0	0	0	1	33	2	0	2	30	0	21	0	0	2	0	1	0	2	23	0	16	0	0	0	0	0	16	0	0	0	0	0	59	12	0	0	0	37	0	1	11	25	0	4	5	0	0	18	0	0	16	0	18	57	37	20	0	0	27	0	0	33	0	35	0	7	0	0	0	0	14	2	0	13	0	25	0	0	10	28	0	0	4	0	8	1	0	2	10	4	13	0	4	0	0	0	0	0	9	0	1	0	0	0	9	0	0	23	0	3	0	0	9	1	0	2	0	0	0	0	10	0	50	0	23	0	0	0	0	0	0	2	21	0	26	0	6	0	0	44	0	0	0	8	5	0	1	0	50	0	14	0	1	0	0	0	0	63	4	0	0	0	1	3	12	0	0	0	0	5	7	2	1	0	3	1	0	0	0	60	0	1	1	0	2	1	1	0	0	23	0	0	0	0
"20"	5	117	0	0	17	0	0	4	0	4	15	0	0	2	0	21	1	0	9	1	4	0	0	0	48	0	0	0	1	5	2	0	3	0	0	19	0	0	2	18	1	0	0	10	0	1	0	0	0	0	0	2	2	7	0	15	0	1	4	0	0	8	11	0	1	8	2	0	20	0	0	9	2	9	1	0	1	0	0	0	0	0	17	0	0	5	0	0	5	0	0	6	0	4	21	1	8	0	0	26	0	11	0	8	2	11	0	0	0	0	0	0	7	0	0	0	1	0	8	0	0	0	0	31	0	11	0	9	0	1	15	14	0	11	16	0	6	2	9	19	13	0	3	0	8	12	0	6	0	0	0	16	2	0	0	0	14	3	0	9	3	1	3	0	5	2	4	0	1	2	15	46	5	0	0	2	12	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	1	2	0	13	0	0	5	0	13	1	24	0	0	0	0	0	4	1	7	1	12	0	6	0	0	0	0	0	0	6	4	0	7	0	24	1	4	0	0	0	0	0	7	12	0	0	0	0	0	12	1	0	0	0	0	0	0	2	8	0	3	4	0	6	0	29	0	0	6	0	0	0	1	0	0	20	0	0	0	0
"21"	0	16	0	0	0	0	0	0	0	10	46	0	0	5	0	1	0	0	0	1	0	0	1	0	20	1	0	0	0	0	22	0	3	0	0	1	0	5	10	6	0	0	0	12	2	0	0	0	4	0	0	11	20	0	0	24	0	30	0	3	0	1	3	0	3	84	0	0	42	0	0	2	0	0	0	0	0	0	4	0	24	0	53	1	0	2	0	0	0	0	3	56	0	7	19	0	5	0	0	0	0	0	0	11	5	0	0	0	0	0	2	0	11	0	0	13	0	1	35	12	0	6	0	29	0	1	1	25	0	7	13	5	0	5	30	0	0	0	12	14	7	0	5	0	8	0	0	40	2	2	1	0	0	0	0	3	29	1	5	2	0	2	0	39	10	2	0	0	0	2	10	8	2	2	0	1	0	0	0	0	13	0	0	0	1	14	21	0	1	0	63	0	0	25	2	18	0	0	4	0	0	7	0	4	0	0	2	0	28	0	5	0	2	2	0	0	0	48	14	0	71	0	0	0	0	4	0	0	0	0	2	0	44	1	5	14	7	0	0	0	0	1	5	2	1	0	0	1	0	5	10	45	0	0	0	6	0	46	0	0	23	0	0	1	0	36	6	0	0	0	0	8	5	0	0	38	0	11	0	0
"22"	0	1	2	32	0	0	0	0	0	10	25	0	0	6	29	0	0	0	6	0	19	0	0	0	0	12	0	5	0	0	15	1	5	0	6	1	0	0	16	20	0	0	0	1	0	0	0	0	0	0	0	16	3	0	2	46	0	50	0	0	0	4	0	0	0	36	1	0	4	0	0	5	0	0	2	0	2	0	0	0	0	0	13	7	0	0	0	2	2	0	0	3	0	2	35	4	3	0	0	6	0	0	0	0	50	0	13	0	0	4	0	0	7	0	0	0	27	0	12	2	1	0	1	31	2	28	0	13	1	0	14	49	0	24	7	10	20	6	5	0	137	45	0	0	30	0	13	12	0	14	0	4	0	0	0	0	3	9	0	1	8	2	1	0	58	6	0	0	17	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	2	1	0	0	25	2	9	0	3	0	1	0	4	0	0	3	17	0	13	0	0	5	0	49	0	24	0	0	7	0	3	1	14	54	1	0	3	0	0	1	0	0	25	0	0	0	1	17	42	0	0	0	0	14	0	0	7	0	67	10	0	7	0	24	0	9	0	0	9	0	5	0	0	0	0	18	10	3
"23"	0	0	0	0	0	9	0	2	0	11	24	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	2	5	8	0	0	0	0	0	15	22	0	0	0	4	0	0	2	0	0	10	0	4	4	2	0	45	0	16	0	5	0	0	4	0	0	11	0	0	10	0	0	18	0	0	4	0	0	0	0	0	0	0	4	1	0	5	0	0	0	0	0	69	0	4	24	0	3	0	2	0	1	29	0	0	13	14	0	4	18	0	0	0	22	0	0	0	4	0	1	0	0	13	0	7	0	6	13	9	0	0	4	0	0	4	0	0	17	0	10	0	2	0	3	1	42	2	4	19	0	0	0	1	0	0	0	0	44	1	0	0	1	22	0	1	5	15	0	0	0	0	54	9	0	0	7	13	0	1	0	0	7	0	0	0	12	1	0	0	8	0	1	18	0	3	0	0	0	0	0	3	0	1	0	1	0	0	0	1	5	0	17	0	0	0	0	0	0	2	0	0	19	1	0	0	0	4	0	0	0	0	12	0	7	1	18	3	2	2	3	0	0	0	0	0	2	0	0	0	0	7	7	0	0	0	0	0	0	3	1	0	6	2	0	0	0	20	1	0	0	0	0	2	0	0	0	0	0	10	5	0
"24"	0	38	0	11	0	0	0	0	0	4	1	0	3	30	17	2	0	0	0	0	3	0	0	2	1	3	4	0	10	0	2	0	0	0	1	11	0	0	23	10	0	0	0	4	0	0	0	0	0	0	0	2	25	0	0	11	0	31	2	3	0	0	23	0	0	57	0	0	8	0	0	1	0	0	3	9	16	0	0	1	0	0	2	2	0	7	0	0	0	0	2	12	0	0	20	8	1	0	0	12	0	1	17	2	18	8	1	0	0	0	0	14	9	0	0	0	1	0	24	0	1	2	0	1	1	27	1	13	0	0	9	0	0	3	0	0	0	9	1	2	20	0	0	0	10	0	0	16	0	30	1	0	2	0	0	0	18	0	0	24	0	30	0	0	30	7	0	0	9	11	12	2	0	2	40	36	14	2	9	0	24	0	0	0	0	9	14	0	0	0	13	0	0	5	0	0	12	0	0	3	0	11	0	23	0	6	0	0	4	0	6	0	1	0	0	0	0	2	3	1	45	0	1	0	0	18	0	1	0	3	0	0	4	5	0	4	6	0	0	0	0	0	1	2	0	0	0	0	0	4	16	0	0	0	0	1	0	2	0	0	2	2	0	1	0	15	0	6	0	0	0	9	0	0	0	2	0	1	1	3
"25"	0	6	0	5	0	0	1	0	0	13	19	0	0	7	6	0	0	0	3	10	1	2	2	0	1	9	0	5	2	0	5	0	0	0	0	0	0	0	31	16	0	0	0	8	0	7	0	0	10	0	3	38	1	0	0	46	0	15	0	1	0	2	2	1	18	36	0	0	100	0	0	18	33	0	7	14	0	1	0	0	0	0	20	1	0	20	0	0	0	0	7	26	0	28	5	1	0	0	0	1	0	23	0	6	3	2	8	0	1	0	1	0	14	0	2	5	0	2	61	0	0	1	0	8	0	0	5	11	1	0	13	1	0	36	0	0	0	9	0	12	4	3	1	1	76	0	19	0	0	0	0	9	10	0	0	0	0	0	0	27	0	5	0	1	29	7	0	5	0	0	1	1	0	6	7	7	7	0	1	0	1	0	0	2	10	0	1	0	0	0	3	0	0	14	0	0	0	0	0	0	0	0	0	16	0	6	0	0	3	0	20	0	23	0	0	0	0	0	17	0	110	3	0	1	0	2	0	0	0	2	35	3	20	0	66	23	2	0	0	2	0	0	16	17	34	0	0	0	0	9	0	0	3	0	0	2	0	2	0	0	104	3	0	16	0	10	0	0	0	0	0	2	0	0	0	12	0	38	0	1
"26"	0	0	0	6	0	0	0	0	0	25	3	0	2	11	0	0	0	1	0	0	31	2	6	0	1	5	0	50	0	0	56	0	9	0	0	24	0	0	4	6	0	0	0	2	0	0	0	0	0	0	0	14	0	1	12	14	4	24	10	1	1	1	0	0	0	7	0	3	7	0	0	20	2	0	0	11	0	0	0	1	0	3	20	0	0	23	0	0	0	0	0	39	0	34	14	2	2	0	0	1	0	0	0	0	26	1	19	0	0	0	0	2	7	0	0	18	0	2	18	0	1	26	3	0	1	11	37	4	3	10	26	0	0	60	0	0	1	0	6	6	8	1	23	0	32	0	3	1	0	22	0	0	0	0	0	19	2	0	0	6	0	17	0	0	13	0	0	0	26	0	10	0	0	14	1	86	0	0	0	0	7	0	0	0	9	9	0	0	10	0	0	0	0	11	0	0	0	7	0	0	0	2	0	2	0	0	0	1	4	0	4	0	4	0	0	0	0	0	17	0	18	0	6	0	0	22	0	0	0	5	2	1	3	4	48	12	0	0	0	0	0	0	0	2	6	0	0	0	0	5	2	0	0	0	0	0	0	2	1	1	28	0	0	17	0	12	3	14	0	9	4	1	0	3	0	2	0	8	0	0
"27"	3	58	0	6	0	0	0	3	0	4	11	7	0	11	33	1	0	0	0	0	4	0	0	0	1	0	0	1	10	0	0	0	1	0	38	7	0	0	15	32	0	10	0	32	0	1	0	0	18	0	0	23	1	0	0	43	2	10	20	2	3	45	0	0	0	18	0	0	5	19	0	11	5	3	8	0	0	0	6	3	0	0	8	1	0	12	0	0	4	0	2	47	0	30	32	0	0	0	0	10	0	32	0	14	0	6	0	1	0	0	0	0	11	0	5	0	0	0	0	0	0	1	0	0	0	10	0	16	0	16	13	42	0	3	2	0	0	3	16	11	31	4	3	0	4	0	16	4	0	6	0	0	0	0	5	1	1	3	0	16	0	19	0	0	28	3	0	19	1	0	12	2	0	0	0	5	0	0	0	0	5	0	3	0	0	0	1	0	0	9	0	0	8	15	0	0	0	0	0	0	0	2	0	1	0	0	0	0	27	10	10	0	0	0	0	1	0	2	2	0	0	0	1	2	0	13	0	0	0	17	3	0	12	0	41	8	3	0	3	0	0	0	4	1	29	0	0	0	1	24	0	0	0	0	0	0	0	10	0	0	47	0	1	0	0	15	0	0	0	0	1	0	14	0	0	3	0	24	0	0
"28"	4	46	0	2	0	1	0	0	4	5	35	0	0	11	3	0	11	0	0	0	0	0	6	1	0	3	3	0	0	0	8	8	3	0	5	0	0	0	0	13	0	0	0	2	0	0	0	0	3	0	9	4	0	0	0	29	0	19	11	10	1	0	0	0	0	2	4	1	2	0	0	33	5	0	0	2	0	0	0	2	0	0	19	63	0	0	0	6	5	0	13	7	0	15	9	0	0	5	1	0	0	5	0	0	18	10	5	3	0	0	0	0	2	0	0	2	0	0	14	1	0	2	0	7	0	13	0	9	0	21	13	2	0	12	0	0	14	32	1	3	12	0	0	0	3	0	17	7	0	0	0	19	0	0	1	0	66	8	0	1	8	16	0	0	35	2	0	3	1	2	5	2	0	2	0	9	17	0	0	0	19	0	0	0	15	0	2	1	0	0	11	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	4	0	0	0	7	1	3	0	4	1	29	0	0	20	0	0	0	4	1	0	38	4	13	2	3	0	9	0	0	11	0	2	9	1	0	0	0	2	0	1	0	1	0	3	0	46	0	0	3	3	15	30	0	19	0	1	0	1	0	1	6	0	0	2	0	0	0	0
"29"	21	27	0	0	0	9	0	0	4	19	9	7	0	8	7	2	3	2	0	0	11	0	2	0	0	1	0	6	0	0	65	0	0	2	0	8	2	0	5	24	0	1	0	23	2	0	0	0	2	0	0	20	17	0	0	50	0	15	11	0	24	1	3	2	11	6	24	2	12	0	0	12	0	0	5	0	0	0	3	0	0	0	13	6	0	2	0	0	0	0	3	43	0	2	14	80	8	0	2	1	0	0	0	0	7	5	6	0	1	0	0	10	8	0	19	1	0	0	3	7	0	18	0	3	3	24	13	8	2	14	12	0	3	7	4	0	1	2	3	7	2	0	1	0	14	9	11	22	0	0	0	0	0	0	3	0	8	1	0	39	0	4	0	18	4	5	0	0	0	0	19	1	0	0	5	3	10	0	0	0	12	0	0	0	4	1	17	0	6	0	7	0	0	34	0	0	1	0	0	0	1	0	0	1	0	5	0	1	19	12	20	0	2	0	0	0	0	0	18	0	39	0	0	0	0	14	0	1	0	22	0	0	21	1	1	5	8	0	12	0	0	0	0	5	0	9	0	0	0	31	11	0	0	10	0	1	0	0	0	0	8	1	0	6	0	13	2	1	0	0	10	0	0	1	0	8	0	3	0	0
"30"	0	26	0	1	2	0	6	10	0	7	3	32	3	10	4	0	2	1	6	1	6	0	0	0	0	0	14	26	3	0	1	11	1	0	0	5	0	1	2	0	0	0	0	9	0	6	2	0	3	0	0	33	15	0	5	80	0	9	17	0	9	2	4	0	13	15	3	32	25	0	4	9	0	0	5	0	0	0	2	0	25	1	25	3	0	0	0	0	0	8	0	34	0	12	27	22	6	0	0	0	0	12	0	0	3	11	6	0	0	0	0	1	22	0	7	20	0	0	12	0	0	35	0	1	0	16	3	12	0	0	16	8	0	53	0	1	7	0	5	18	4	0	14	0	6	9	17	23	0	0	1	0	0	0	2	0	0	0	0	40	0	3	0	0	1	6	0	0	5	6	2	1	1	0	0	51	7	0	0	0	1	1	0	36	3	0	1	0	0	0	2	0	0	2	0	0	0	10	0	0	0	5	11	6	0	0	0	0	103	1	2	0	4	0	0	0	0	1	30	1	51	0	5	0	3	2	0	0	0	4	30	0	32	0	1	6	0	0	0	0	1	35	0	12	7	9	0	0	3	8	0	0	0	0	0	4	0	7	5	0	1	0	0	22	0	11	1	0	0	0	0	1	0	48	18	2	0	29	0	0
"31"	0	98	0	3	0	7	0	0	0	4	34	35	0	0	9	1	0	24	7	0	13	0	2	1	0	11	0	1	0	0	6	0	17	1	0	15	0	0	0	13	0	0	0	6	0	0	5	0	0	0	1	20	1	1	0	2	0	2	2	0	0	1	0	0	0	40	0	0	17	0	6	9	0	0	0	0	0	0	0	1	0	0	12	21	1	0	0	0	0	0	0	8	0	1	22	0	1	6	0	0	0	16	0	1	10	0	10	0	19	0	0	0	2	0	0	0	0	0	20	0	8	0	1	4	0	4	1	23	4	3	14	0	0	2	6	14	0	4	4	18	24	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	10	0	0	11	0	16	0	0	9	1	0	0	0	1	10	24	0	0	1	48	1	0	0	0	12	0	0	0	14	2	5	0	0	0	1	0	0	10	0	0	0	0	1	4	0	0	0	7	0	0	0	0	3	0	8	0	5	0	0	0	0	5	1	0	39	0	0	0	0	8	0	4	0	11	1	4	5	0	0	1	3	0	2	0	0	0	2	0	14	0	0	0	0	8	0	2	0	0	0	4	11	4	0	0	19	0	0	1	0	1	3	4	0	9	0	0	12	0	0	2	0	4	2	0
