"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"
"11"	0	1	0	80	57	0	9	0	0	4	13	0	18	1	66	1	3	42	0	9	29	38	9	0	2	6	0	28	53	2	0	0	0	6	0	0	12	0	0	26	9	12	0	4	9	0	0	10	0	0	0	3	14	7	0	1	9	15	3	0	4	1	0	6	53	0	0	7	10	29	7	0	4	1	3	4	41	0	0	0	0	0	0	8	1	0	0	0	1	19	3	38	3	0	0	43	0	0	0	0	3	9	0	2	0	0	13	0	16	46	0	0	1	1	0	4	12	7	31	12	7	1	0	0	23	53	0	6	0	0	17	2	6	11	0	2	1	0	9	12	12	0	9	29	0	15	0	48	14	0
"12"	2	34	0	165	10	0	1	0	0	11	0	0	45	2	41	2	2	19	0	16	63	6	13	0	0	0	0	21	35	22	2	11	0	20	3	0	0	7	1	1	11	0	9	1	1	1	3	58	12	0	0	3	30	69	0	0	0	0	0	0	3	4	0	29	56	1	11	2	14	11	27	1	37	7	14	2	18	39	0	0	11	0	0	35	1	12	0	31	10	3	7	19	0	16	0	56	11	0	0	3	0	6	0	0	15	0	16	0	15	31	0	0	19	1	4	83	2	20	10	0	11	0	2	1	0	24	0	0	0	14	18	1	53	2	0	7	1	16	9	0	16	1	63	2	25	31	0	59	31	24
"13"	2	0	7	5	73	0	35	0	0	2	0	0	5	0	17	30	8	109	0	3	17	20	19	0	0	17	0	17	57	0	22	0	0	6	0	0	2	12	1	12	35	0	3	1	0	0	0	24	0	0	13	8	29	6	28	0	2	0	0	0	4	13	0	1	12	0	0	0	14	17	7	5	18	7	8	18	95	0	0	0	0	5	0	69	0	63	6	11	12	1	25	47	27	3	0	3	1	0	0	0	0	0	0	1	6	1	20	1	0	13	1	0	70	31	0	6	5	21	10	0	2	0	2	0	10	19	0	0	0	2	4	29	11	22	0	1	1	18	4	1	2	0	20	2	0	17	0	49	0	0
"14"	0	0	0	15	38	0	9	0	0	12	0	0	34	4	71	6	2	4	0	2	46	42	18	3	46	3	0	5	10	0	0	12	0	5	0	0	38	0	0	0	59	0	0	0	15	4	0	13	4	0	0	0	49	8	5	1	5	8	0	0	21	19	0	0	32	0	19	11	97	62	11	12	15	52	40	32	16	2	0	8	0	0	0	47	0	0	1	24	0	0	0	19	3	0	0	50	0	4	0	0	0	3	6	3	0	0	1	0	0	39	1	0	30	2	0	18	12	3	15	0	10	0	7	0	1	153	0	2	0	0	28	1	6	3	0	4	0	11	12	13	50	0	46	20	14	8	0	60	5	6
"15"	1	0	0	2	20	0	0	0	0	1	0	0	35	0	60	45	13	35	0	0	8	8	1	0	0	5	0	48	20	0	0	0	0	19	0	0	0	0	0	2	31	8	20	0	42	0	2	36	0	0	0	7	11	3	0	0	39	1	0	0	14	5	0	5	49	0	0	22	20	9	18	0	0	11	26	35	40	0	0	0	64	0	0	13	0	15	0	9	1	3	2	4	3	2	0	0	0	15	0	1	0	3	2	0	0	0	18	0	0	46	4	0	38	36	6	4	9	11	0	0	8	0	7	0	4	50	0	3	0	0	4	0	0	2	12	9	0	4	3	0	3	0	67	14	0	63	0	30	31	5
"16"	0	0	9	11	25	0	0	1	0	0	0	0	2	2	36	5	0	9	0	1	1	45	24	2	0	3	0	22	55	0	0	0	0	3	0	0	4	4	0	1	14	0	0	16	32	0	0	30	10	1	0	1	10	0	0	7	0	0	0	0	15	6	0	21	37	0	2	0	6	12	10	6	4	18	9	12	14	4	0	0	2	0	1	49	0	12	0	17	0	0	0	13	2	12	15	22	1	10	0	0	0	0	0	8	0	0	5	0	0	35	40	0	19	6	0	18	0	5	40	0	16	0	0	0	0	27	0	3	0	5	30	9	2	28	9	11	0	2	8	0	8	0	33	4	0	10	0	60	2	5
"17"	0	1	8	38	10	0	7	1	0	4	0	0	7	1	55	19	12	5	0	5	56	81	10	0	0	6	0	44	3	0	0	0	0	23	0	0	49	0	0	41	46	1	0	24	6	0	0	1	10	0	0	3	8	12	0	0	0	0	0	0	3	13	0	17	11	0	11	5	23	18	11	16	27	4	20	6	35	10	0	0	0	0	0	97	0	2	3	11	12	1	2	17	27	6	2	3	11	1	0	0	0	2	0	21	0	8	70	3	0	14	0	0	9	1	10	18	1	15	0	0	3	4	0	0	0	50	0	7	1	0	34	0	2	1	0	8	0	2	18	2	21	8	56	38	1	11	0	3	3	17
"18"	0	0	12	28	80	0	3	0	0	3	0	0	46	0	5	67	7	3	0	5	31	4	9	0	0	0	0	45	18	1	0	0	3	6	0	4	4	11	1	21	17	2	0	1	4	2	2	1	1	7	0	3	11	2	0	0	0	2	0	0	3	16	0	4	62	0	13	0	5	1	44	0	15	0	17	0	48	0	1	20	13	0	13	43	2	2	0	21	0	8	2	28	4	5	0	17	0	0	0	0	0	1	0	0	0	0	3	0	0	64	0	0	7	5	4	15	5	2	0	0	8	0	2	0	0	19	0	1	0	6	2	1	57	0	0	0	0	0	7	0	82	0	61	4	13	38	0	24	8	6
"19"	11	0	0	542	20	0	11	0	1	1	0	0	11	0	4	7	0	3	0	1	6	63	12	0	1	1	0	16	29	1	0	0	0	2	0	0	32	4	3	4	40	0	0	5	1	0	3	6	1	0	0	1	9	1	4	0	0	1	0	0	39	12	0	25	18	0	1	0	21	9	68	32	24	35	71	21	35	0	0	0	0	0	0	69	14	4	2	4	9	0	11	27	0	0	1	3	1	0	16	14	0	1	0	0	0	0	33	1	0	13	0	0	16	18	0	2	6	13	0	0	16	0	0	0	0	42	0	0	0	0	18	0	10	0	20	1	0	0	25	8	14	0	26	1	4	35	0	51	24	12
"20"	0	0	0	1178	43	0	0	0	0	0	0	0	5	0	58	1	0	52	0	0	26	33	0	0	0	0	0	29	1	0	0	0	0	4	0	0	1	13	12	0	4	0	0	1	1	0	0	0	12	0	0	2	46	0	1	0	5	0	0	0	0	2	0	0	26	0	1	0	6	3	17	0	3	1	40	1	7	0	0	0	0	0	0	27	0	0	0	0	0	18	0	4	1	21	0	0	0	1	0	2	0	2	0	0	0	0	7	0	0	11	0	0	0	0	0	23	20	1	0	0	23	0	0	0	0	13	0	9	0	0	5	0	0	6	0	0	0	0	5	0	0	0	44	3	0	11	0	0	2	23
"21"	58	1	0	55	24	0	22	0	0	11	0	0	4	1	29	2	31	29	0	0	8	83	7	0	0	8	0	51	15	0	0	0	0	15	0	0	1	14	0	33	14	0	3	0	6	0	2	1	0	0	1	2	67	13	0	3	0	0	0	0	64	17	0	39	128	0	7	32	12	20	8	3	1	14	29	0	7	1	1	0	1	0	2	54	0	2	0	19	6	17	5	18	1	6	0	14	0	3	0	1	0	2	0	19	0	0	43	0	0	19	3	0	0	4	29	36	2	26	0	0	19	0	1	5	31	37	0	0	0	0	17	0	15	0	5	3	0	1	0	0	0	0	85	48	0	20	0	44	3	0
"22"	0	4	0	231	301	0	26	1	0	0	0	0	1	0	25	4	2	4	0	0	9	7	3	0	0	31	0	2	10	0	0	0	0	19	0	0	3	0	4	1	10	0	0	1	8	1	0	4	1	0	5	1	6	2	0	0	1	0	0	0	14	1	0	0	11	0	0	0	1	10	1	0	0	3	21	3	16	0	0	0	3	0	0	7	2	2	8	9	15	1	3	0	6	2	0	0	0	0	1	11	0	0	0	0	0	0	28	0	0	7	0	0	0	3	1	4	0	35	0	0	19	1	0	0	0	21	0	0	0	0	2	2	9	0	0	0	0	0	0	6	20	0	0	21	0	6	0	8	8	13
"23"	87	2	0	0	52	0	11	6	10	6	0	0	0	0	39	23	45	12	0	0	17	53	26	6	1	4	0	23	20	0	0	2	0	13	0	0	1	3	5	7	18	0	0	0	13	7	0	0	10	0	0	2	14	1	46	1	0	15	0	0	20	20	0	2	53	0	0	0	8	28	15	0	14	15	7	14	62	1	0	0	28	0	1	16	0	17	0	2	5	1	14	9	0	1	0	14	0	17	0	6	1	1	0	0	0	0	29	0	0	13	29	0	2	19	5	1	33	10	1	0	4	0	2	0	12	37	0	5	0	0	62	21	0	12	0	6	0	0	7	0	4	0	54	3	0	5	0	27	12	1
"24"	0	0	6	157	0	8	30	5	0	11	0	0	19	3	72	3	25	2	0	6	34	34	59	0	0	20	4	48	21	0	0	0	0	40	1	0	7	1	0	6	22	0	0	2	12	0	2	3	4	1	0	8	8	20	0	0	2	0	0	3	36	39	0	42	45	0	13	0	35	56	5	6	17	0	6	1	42	1	0	0	26	0	0	35	21	63	0	0	0	34	4	15	0	1	0	48	0	5	0	4	1	0	0	0	21	0	28	0	0	33	0	0	40	0	5	66	0	45	0	0	33	0	0	1	1	81	0	0	1	0	83	0	3	15	30	10	0	0	8	1	7	2	31	14	0	13	0	66	19	0
"25"	51	0	0	15	530	0	4	1	0	13	0	3	0	0	22	31	0	2	0	0	4	19	65	0	0	1	0	31	10	1	0	0	0	23	3	0	1	10	7	5	7	2	0	6	2	0	1	18	27	0	0	3	18	1	21	0	0	0	0	0	6	1	2	9	168	2	0	1	12	4	23	0	3	0	23	2	59	0	0	1	2	0	10	18	0	17	28	5	5	12	0	44	1	10	0	11	1	0	0	0	0	0	0	0	1	0	40	0	0	10	0	0	7	29	11	11	29	36	0	0	7	0	6	0	0	20	0	13	0	0	10	11	8	6	0	51	0	3	10	0	6	0	27	1	15	1	0	19	2	2
"26"	0	0	24	0	4	0	0	0	5	0	2	0	34	5	36	18	2	0	0	7	18	26	7	0	0	79	0	26	52	0	0	0	0	28	0	0	17	37	1	12	8	0	0	5	6	0	0	8	15	0	1	1	14	4	6	15	17	1	0	0	4	14	0	55	55	2	6	0	18	14	155	0	54	0	47	0	21	4	0	0	0	0	0	40	0	8	0	6	4	7	17	39	0	0	0	3	0	0	0	2	0	0	3	0	0	0	5	0	0	63	0	0	12	3	10	1	26	12	2	0	48	0	0	7	5	26	4	0	0	0	39	0	0	5	13	6	4	2	8	4	16	0	74	26	2	21	17	51	3	13
"27"	0	0	9	1	115	0	3	2	0	0	0	0	6	7	16	4	10	5	0	6	19	15	15	0	0	5	0	59	14	0	0	0	0	56	0	4	13	0	12	1	12	0	0	1	15	2	0	0	0	0	0	4	53	2	2	3	4	0	4	0	0	13	0	3	58	0	14	6	29	11	58	0	53	22	23	0	6	0	0	0	1	0	0	44	0	3	0	25	3	1	1	16	45	0	0	26	2	4	0	0	0	0	0	9	2	0	32	0	0	58	0	0	0	15	2	5	1	56	0	0	9	2	0	0	3	43	1	0	0	0	5	0	0	3	0	0	0	0	8	0	2	0	45	9	4	5	0	11	29	2
"28"	0	0	0	16	3	0	0	0	0	3	0	0	62	13	4	7	32	10	0	0	51	56	6	0	0	7	0	30	28	0	0	0	0	57	0	0	14	3	0	3	65	5	4	5	30	0	0	8	3	0	0	1	28	0	0	0	5	0	0	0	1	22	0	7	23	0	3	3	29	15	42	12	1	50	7	13	21	0	0	0	1	0	0	48	0	32	3	27	0	1	3	46	0	1	0	18	0	0	0	0	0	5	0	22	1	0	24	3	0	23	0	0	9	0	0	9	50	16	0	0	20	0	10	8	0	15	0	8	0	0	5	3	49	3	0	1	0	2	10	31	15	1	31	21	8	32	0	57	3	1
"29"	1	0	0	256	35	4	0	1	0	12	0	0	52	0	28	1	27	21	0	0	11	6	19	0	0	1	0	6	13	1	0	0	0	61	2	0	5	1	0	21	16	0	13	12	25	1	0	1	3	0	0	13	34	19	0	0	2	0	0	0	17	14	6	0	52	0	0	8	28	11	30	2	47	1	3	13	49	0	0	0	0	0	13	25	0	6	0	1	0	64	4	38	0	0	3	1	0	1	0	10	0	0	10	0	0	0	42	0	0	23	0	0	24	0	9	45	6	28	0	0	1	0	28	4	0	34	0	25	0	4	20	0	7	0	2	13	0	2	0	0	3	0	39	2	9	20	0	13	13	0
"30"	0	0	0	10	10	0	20	0	0	23	0	0	13	16	24	1	3	0	0	14	33	33	23	0	0	10	0	25	22	0	5	0	0	26	0	0	15	2	1	11	68	0	0	35	50	0	1	5	16	0	0	0	32	0	0	0	2	1	0	0	11	2	0	8	61	0	0	0	7	14	45	7	21	11	10	2	7	0	0	0	2	1	0	124	0	14	22	25	0	0	9	28	0	0	0	17	3	0	0	0	0	13	0	0	0	0	46	0	0	38	38	0	21	1	4	5	28	10	0	0	23	0	1	4	1	18	2	0	0	1	17	0	65	6	0	6	0	0	7	15	1	0	17	2	0	0	6	13	14	4
"31"	0	3	0	240	67	0	12	0	0	38	0	0	16	0	22	12	0	32	0	0	25	41	0	0	0	0	0	33	0	2	0	0	0	35	5	3	31	8	1	0	30	0	20	0	9	1	0	0	2	0	0	19	32	0	5	0	1	8	0	10	10	56	0	4	41	0	0	0	101	6	34	0	4	1	9	5	17	0	0	0	4	0	0	5	0	20	0	9	30	13	1	21	1	2	0	29	0	5	0	1	0	1	1	0	0	0	15	32	0	30	1	0	15	4	9	5	3	52	0	0	1	6	0	0	20	36	0	0	0	0	18	0	10	0	0	29	0	7	1	0	3	2	8	23	2	7	0	16	0	45
"32"	0	18	0	20	3	0	14	0	2	0	0	0	6	0	44	12	2	23	0	1	2	34	0	0	0	0	0	39	20	5	0	0	0	24	0	0	29	9	0	0	33	0	2	5	40	0	0	18	0	0	0	7	12	1	2	0	2	0	0	0	18	4	0	9	31	0	5	10	0	0	2	0	3	11	15	2	27	2	1	0	6	0	0	41	0	1	0	0	15	10	5	30	6	0	1	8	0	1	0	6	0	13	0	1	0	0	33	0	0	10	0	0	19	1	1	27	0	23	1	0	57	0	0	0	0	19	0	2	0	0	11	12	8	3	0	9	0	0	1	11	0	0	24	4	1	28	1	30	4	27
"33"	0	0	0	361	43	0	15	0	0	0	0	0	3	0	48	47	7	1	0	0	17	4	12	0	0	2	0	6	3	0	0	0	0	17	0	0	18	1	24	10	53	0	0	0	20	0	0	0	2	0	2	0	22	16	4	0	33	0	0	0	4	13	0	12	27	0	0	10	30	31	2	0	4	7	20	16	0	1	0	0	6	0	0	32	10	0	0	2	0	28	1	33	1	10	0	7	2	0	0	1	0	0	6	0	0	0	16	0	0	6	0	0	27	16	6	2	0	54	0	9	2	0	0	0	2	52	0	0	2	0	60	0	15	0	7	13	0	4	13	12	5	0	66	10	0	14	0	13	21	9
"34"	0	0	3	139	86	0	12	1	1	30	0	0	9	2	26	0	7	8	0	8	5	35	48	0	0	51	0	34	9	0	0	0	0	1	2	0	48	13	0	36	27	17	0	12	39	0	0	0	0	0	0	1	22	6	0	0	50	5	0	0	23	60	10	29	12	0	0	0	12	31	5	9	17	1	9	5	65	0	0	0	0	0	0	26	0	0	0	2	0	0	1	33	0	5	0	43	0	10	0	29	0	0	0	0	0	0	32	9	0	12	0	0	0	16	1	1	20	22	29	0	28	0	12	0	8	38	0	0	3	0	44	1	6	5	0	3	0	5	4	0	6	0	49	11	4	9	0	24	50	7
"35"	3	0	0	1	95	0	8	3	14	17	0	0	34	5	38	3	0	11	0	0	37	5	10	0	0	10	5	61	14	0	0	0	0	5	0	0	16	29	0	33	79	0	0	14	27	0	4	2	4	0	0	29	65	5	0	0	17	0	0	0	11	9	0	0	32	0	0	0	30	34	12	3	25	39	3	1	37	0	0	0	3	0	1	27	0	3	0	36	0	6	1	26	0	2	0	33	1	3	0	4	0	0	0	9	1	0	14	3	0	25	0	0	44	18	28	19	9	69	21	3	96	0	0	1	1	44	0	0	0	3	50	17	0	0	0	0	0	6	1	8	1	0	30	62	2	10	0	48	5	25
"36"	0	0	2	10	17	0	6	0	0	0	0	0	23	3	31	14	3	4	0	1	9	13	14	0	0	2	30	9	39	0	0	0	0	42	0	0	5	15	23	2	13	0	3	0	10	0	1	1	3	0	0	2	72	2	0	1	0	13	0	2	4	33	0	3	19	0	6	2	23	8	29	1	9	12	31	23	44	0	0	0	0	0	0	28	1	11	0	24	0	0	12	0	0	0	0	4	6	10	0	27	0	3	0	0	0	10	15	0	0	41	0	0	4	11	2	10	3	44	0	9	2	0	1	0	0	31	0	4	0	0	16	3	2	2	0	15	0	7	5	3	14	0	13	0	1	19	2	5	28	12
"37"	0	0	1	25	109	0	16	0	0	12	0	0	0	35	21	2	14	6	0	5	39	27	34	0	0	18	0	27	35	4	0	0	0	51	0	0	12	15	14	0	78	0	0	0	55	0	6	1	4	0	0	5	62	2	10	10	1	2	0	0	36	11	1	23	31	0	1	0	34	4	56	0	6	0	18	3	16	0	0	0	1	0	0	15	3	1	0	9	0	13	3	24	4	0	0	32	0	0	0	0	0	14	0	0	0	18	70	0	0	31	0	0	29	2	0	9	19	44	0	0	40	0	29	0	3	38	0	1	2	0	19	0	1	0	5	15	14	27	34	40	9	0	18	14	1	29	0	38	4	12
"38"	2	0	0	0	45	0	9	0	1	2	0	35	8	0	7	16	0	56	0	1	36	4	3	0	0	29	0	47	47	0	0	0	0	26	0	0	4	0	6	2	52	0	0	1	26	0	0	0	9	0	18	20	12	17	0	4	0	0	0	0	18	32	14	47	47	0	1	0	19	59	39	0	6	12	26	64	21	0	0	0	2	0	0	144	0	10	16	0	5	0	10	16	0	1	23	36	1	5	0	1	0	5	0	2	0	0	24	0	0	148	2	0	5	0	2	0	0	29	0	0	23	0	0	0	4	51	0	0	0	0	18	0	1	6	5	14	0	10	1	1	13	0	68	0	0	19	52	19	45	6
"39"	0	0	0	30	52	0	32	2	0	0	0	0	9	2	47	0	7	3	0	7	33	5	8	0	0	2	15	9	15	0	0	2	0	11	37	0	2	1	2	11	23	0	11	0	86	1	0	0	3	0	0	6	25	2	2	13	24	0	0	0	10	42	0	15	49	0	0	0	38	38	5	4	10	20	27	3	31	0	0	0	1	0	5	38	0	1	0	2	0	0	4	24	17	0	0	19	1	0	0	1	0	10	0	7	0	0	42	4	0	54	2	0	45	15	17	50	1	25	0	0	34	0	3	0	0	55	0	0	0	0	5	9	1	0	0	0	0	1	0	24	67	0	47	17	1	20	0	6	2	1
