"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"
"11"	0	10	8	11	6	10	25	15	8	4	26	1	0	17	1	0	0	31	2	48	23	15	0	3	0	5	0	0	0	0	0	0	0	0	0	21	45	16	1	23	1	33	0	1	5	0	55	0	4	11	15	24	0	33	52	5	92	4	50	0	0	51	3	0	1	0	0	22	84	0	59	36	1	0	5	12	12	0	0	0	1	0	1	1	20	0	0	0	46	4	0	11	4	46	4	0	7	0	24	22	21	0	0	7	0	13	43	7	45	0	1	0	0	28	3	76	0	3	0	1	26	14	0	18	8	0	5	52	15	46	0	6	0	26	8	0	0	2	9	0	8	10	33	2	1	3	0	0	0	7
"12"	0	15	14	0	0	1	16	33	19	0	44	0	2	0	0	0	0	4	8	113	4	15	0	0	6	4	0	0	0	0	1	0	0	0	3	2	43	29	0	2	0	0	0	1	76	8	4	33	41	0	5	26	0	1	33	7	114	1	7	0	13	10	19	0	4	2	9	38	55	29	49	0	9	0	1	9	58	2	0	0	3	0	0	4	0	0	0	0	2	4	10	1	17	34	9	1	15	0	3	40	39	15	0	0	0	16	51	4	24	0	22	0	0	23	0	82	0	0	0	5	15	0	0	12	1	2	32	118	69	58	0	22	0	6	1	0	2	65	0	0	12	2	6	11	0	47	5	0	0	31
"13"	0	0	60	43	2	0	65	13	1	3	42	0	0	0	10	0	7	5	1	24	26	0	0	0	1	6	0	7	0	0	0	15	0	0	0	65	4	28	0	46	0	1	0	0	3	0	1	0	13	2	32	4	4	0	13	61	37	2	65	6	6	17	3	0	0	0	3	18	51	0	54	16	77	6	0	8	44	14	0	0	0	0	0	8	0	0	0	0	5	54	15	28	6	19	2	10	0	0	5	46	1	8	0	7	0	52	7	30	0	2	26	0	0	4	0	16	0	0	0	8	10	0	8	11	81	4	3	46	44	37	0	6	0	3	9	0	5	8	2	0	6	14	0	0	2	11	0	0	0	7
"14"	4	2	19	4	2	0	25	4	2	2	21	1	5	8	52	4	0	37	5	54	11	3	0	0	7	0	0	2	1	7	0	0	0	0	0	14	35	10	0	15	7	4	0	4	63	2	0	0	35	15	12	0	0	7	87	9	41	7	56	0	1	23	23	0	0	2	20	31	68	3	20	1	2	7	21	8	57	7	0	0	15	0	0	2	0	0	2	0	37	48	6	43	7	18	15	0	71	2	0	39	40	3	0	3	1	31	4	25	0	0	0	0	0	42	0	43	0	0	1	0	13	0	0	47	8	0	0	90	26	68	0	28	0	7	0	0	0	26	0	0	5	5	12	8	56	25	1	0	0	3
"15"	2	0	1	0	14	12	7	60	23	28	37	0	0	45	6	0	0	18	0	35	4	13	0	6	14	0	3	0	19	17	17	19	0	0	0	12	18	8	0	0	0	3	0	9	30	11	0	0	44	0	10	8	5	39	38	31	52	1	41	31	34	63	13	0	7	1	1	16	1	1	38	2	2	11	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	15	6	2	0	0	38	3	6	7	9	41	3	0	2	0	16	29	82	1	0	0	12	0	0	33	8	60	0	0	0	0	17	0	9	11	6	5	1	54	75	22	0	28	3	6	2	0	0	4	25	0	16	19	25	2	2	28	2	0	0	18
"16"	27	0	0	108	12	0	13	1	0	2	10	1	0	6	11	6	0	57	1	37	3	1	0	1	24	0	0	11	0	0	3	0	0	0	1	0	23	32	0	10	1	19	0	3	4	0	23	0	12	6	0	2	18	1	2	26	66	41	16	0	0	33	0	0	0	11	0	25	25	3	10	0	18	0	15	4	25	13	0	0	1	6	0	0	0	0	0	0	25	26	5	19	14	0	7	1	13	0	12	20	5	13	0	3	9	16	5	15	0	0	14	0	0	4	2	61	0	0	0	0	8	0	0	6	14	4	0	55	11	25	0	5	3	11	0	0	0	21	2	0	6	19	3	15	0	14	12	0	0	1
"17"	24	34	15	70	0	0	3	4	0	3	38	6	0	0	8	0	0	23	0	26	0	10	0	1	3	0	52	1	0	2	1	16	0	0	0	3	36	52	0	7	3	7	0	14	7	0	5	0	11	0	1	2	0	1	6	8	65	24	18	5	0	49	0	0	10	0	10	8	46	11	11	3	25	0	3	17	52	15	0	0	8	0	0	13	6	0	4	0	42	17	1	0	11	2	31	9	3	4	26	13	0	28	0	1	0	46	6	7	0	0	14	0	0	12	0	47	0	0	2	2	5	0	0	19	1	3	1	62	21	151	0	0	1	4	24	0	0	2	2	0	0	4	14	5	0	71	20	0	0	28
"18"	4	0	15	12	2	0	4	9	0	7	18	0	0	0	1	0	0	16	8	65	6	4	0	0	5	1	0	14	7	1	0	1	0	0	1	12	55	26	0	9	5	40	0	23	12	0	1	0	6	4	4	21	0	11	65	51	24	10	27	0	10	3	15	0	1	3	2	26	22	0	22	0	13	0	0	1	16	1	0	0	44	0	0	0	0	0	0	20	23	103	0	19	12	31	4	11	3	0	15	70	21	42	0	53	0	16	10	10	0	0	2	0	0	3	2	10	0	8	0	0	9	0	0	14	6	45	3	59	43	102	0	6	0	40	21	0	0	17	0	0	34	12	4	15	0	42	0	0	2	30
"19"	3	22	68	292	0	0	8	0	0	0	71	1	20	1	2	0	2	2	18	39	2	10	0	0	1	8	0	13	7	0	0	0	0	0	0	16	18	10	9	0	0	1	0	2	45	0	22	5	37	0	0	1	1	0	29	10	18	2	17	0	21	10	57	0	0	0	8	67	80	0	17	0	0	8	0	4	12	19	0	0	0	0	0	0	0	4	0	0	3	20	12	2	18	2	30	37	12	14	11	47	0	3	0	1	0	13	0	7	0	0	10	7	0	18	38	57	1	21	0	0	3	0	0	4	9	2	5	39	23	39	0	34	0	0	1	0	0	8	0	0	22	7	14	24	5	10	1	15	1	18
"20"	35	0	8	104	6	0	4	0	4	2	80	0	0	5	6	0	0	0	0	112	38	1	0	0	28	0	0	0	4	1	0	3	0	0	0	3	42	13	1	3	0	15	0	6	17	2	3	0	20	0	1	0	0	14	4	3	31	48	13	0	4	8	29	0	0	0	9	11	116	0	3	4	2	1	0	7	49	0	0	0	1	9	18	0	0	0	0	0	26	23	12	4	0	17	5	0	4	0	0	69	20	21	0	0	0	7	3	32	31	0	18	2	0	12	0	35	0	0	1	0	32	15	0	0	0	1	3	67	62	73	0	0	0	20	2	0	0	24	0	0	22	3	4	42	0	17	0	0	0	2
"21"	7	0	10	21	0	0	14	0	3	10	19	20	0	1	2	0	1	2	25	48	5	7	0	1	0	4	0	4	98	0	8	2	6	0	0	24	20	22	0	0	2	4	0	0	23	3	19	0	22	0	0	8	1	1	22	85	107	13	0	9	2	64	2	0	0	0	3	22	121	0	26	1	19	11	0	14	84	4	0	0	3	0	0	0	0	0	0	0	8	24	16	5	8	0	23	0	18	0	28	27	3	25	0	4	0	21	15	2	0	0	17	0	0	3	2	36	0	0	4	9	4	8	0	16	1	0	9	47	37	28	0	29	12	21	0	10	0	14	0	0	33	16	28	5	4	4	3	0	0	19
"22"	8	0	46	1	0	23	44	0	1	17	27	0	16	4	6	0	0	33	1	43	39	7	0	1	3	4	0	1	3	0	0	0	0	0	0	25	1	2	0	1	0	0	0	1	18	3	0	0	17	0	0	0	46	3	3	5	21	3	0	0	24	14	6	0	7	0	0	72	24	2	21	1	2	57	0	19	11	5	1	0	0	0	0	0	0	0	1	0	15	2	4	1	1	8	13	4	24	1	16	16	2	19	0	17	6	33	10	7	0	0	0	0	0	17	1	23	0	5	2	1	14	0	0	9	1	7	3	25	8	10	0	34	1	20	0	0	0	1	2	0	15	24	0	1	0	9	13	0	0	14
"23"	1	0	7	4	0	0	55	0	1	0	30	0	0	7	6	1	1	1	7	45	17	18	0	0	4	18	0	20	20	0	3	1	0	0	0	13	25	61	0	6	0	8	0	0	40	0	0	72	34	25	0	3	18	2	45	65	86	4	2	5	38	16	6	0	1	0	6	63	31	1	19	0	13	11	0	10	19	10	0	0	4	0	0	0	2	0	0	0	1	3	8	0	2	0	4	4	29	0	4	61	17	38	0	6	0	6	16	41	5	0	12	0	0	18	0	39	0	4	0	16	66	0	0	27	4	0	2	41	39	33	3	0	0	6	7	0	0	47	0	0	0	57	4	18	39	16	5	0	0	4
"24"	20	0	1	29	3	0	22	5	0	30	14	10	0	10	28	0	0	53	4	65	16	1	0	0	7	6	0	1	4	2	1	0	0	0	0	7	64	39	0	0	11	19	0	0	14	1	2	4	69	1	0	4	2	0	5	20	14	0	0	1	41	15	21	21	3	0	5	15	39	13	10	0	1	3	0	1	67	14	0	0	16	0	0	0	0	0	1	0	20	60	0	14	31	5	22	13	47	5	6	9	5	25	0	0	0	48	66	24	0	0	41	0	3	32	9	4	1	2	0	5	0	0	0	0	0	3	4	72	7	49	0	2	0	6	11	0	3	2	7	0	6	14	17	0	0	77	19	0	0	17
"25"	5	0	8	0	0	18	2	1	0	2	20	0	0	2	5	3	5	8	0	6	4	5	0	0	1	4	0	6	0	0	20	0	0	0	1	0	48	2	0	1	0	7	2	3	18	0	0	1	38	0	9	36	0	24	14	5	28	1	0	0	32	11	1	0	26	0	6	20	31	1	2	0	13	49	0	9	5	0	0	0	4	0	0	0	0	0	0	3	2	13	17	8	22	11	11	3	4	0	10	57	57	1	0	1	0	8	29	0	0	0	6	0	0	34	1	22	0	0	5	0	0	0	0	2	5	7	2	31	6	34	0	0	0	5	10	0	0	6	7	0	0	32	10	0	0	47	8	7	0	14
"26"	0	0	11	0	0	0	21	1	2	0	122	0	0	3	0	1	0	51	16	49	8	9	0	0	6	2	0	6	0	26	0	0	0	0	9	8	11	13	0	0	0	16	0	0	78	12	0	0	25	7	0	1	0	0	31	12	35	0	14	7	0	16	4	1	0	22	2	30	20	2	22	6	3	8	40	8	14	6	0	0	3	0	0	0	0	0	0	0	0	12	2	3	0	1	2	26	40	44	19	4	15	6	0	0	0	17	106	7	0	0	2	0	0	6	3	7	0	0	0	3	22	0	0	1	38	0	2	46	4	14	0	9	0	12	2	0	0	0	0	0	0	1	2	6	0	19	12	4	0	16
"27"	0	50	54	3	0	57	4	0	16	4	36	0	0	0	1	0	0	9	6	55	9	18	0	0	6	1	0	1	6	0	0	0	0	0	0	6	68	2	0	3	1	27	0	0	8	4	0	1	2	0	1	27	0	11	19	33	22	14	37	0	5	59	4	0	0	0	0	85	80	0	6	19	19	1	1	4	54	10	0	3	3	6	0	1	0	0	0	0	0	7	3	3	1	0	17	4	5	3	7	62	50	0	0	0	1	28	44	22	0	8	46	0	2	36	0	27	0	0	46	0	6	0	0	16	11	9	10	36	69	29	0	0	0	31	4	0	0	1	3	5	45	12	20	0	0	36	8	0	0	22
"28"	0	0	303	14	0	4	3	0	0	24	94	2	41	5	4	3	0	33	5	41	1	31	0	2	2	20	0	8	2	0	0	2	0	0	0	2	30	47	0	3	14	14	0	0	4	0	0	0	42	0	0	2	0	0	35	41	36	1	4	0	41	5	19	0	0	1	13	41	35	0	5	7	1	7	10	20	18	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	1	49	24	1	22	21	10	4	0	0	1	36	7	6	0	0	24	0	0	0	6	11	0	0	2	71	23	1	1	12	14	0	0	59	43	87	0	31	3	20	1	0	2	3	0	0	2	12	83	15	0	22	1	0	1	27
"29"	0	11	0	0	0	46	15	0	1	8	32	1	0	4	5	0	0	8	0	87	29	10	0	0	2	0	0	9	0	2	1	6	0	0	0	13	17	16	7	2	4	1	0	0	1	6	8	0	56	0	1	12	0	17	32	4	83	0	4	22	20	27	0	0	13	0	1	29	53	8	97	0	1	1	18	17	104	1	1	0	0	0	0	0	0	0	2	0	19	19	21	4	7	11	25	5	36	0	2	16	56	8	1	0	0	52	8	18	0	0	20	2	0	9	0	26	1	12	0	0	34	14	0	2	0	0	0	21	63	97	0	1	0	16	3	0	0	3	1	0	0	48	20	0	0	50	0	0	0	9
"30"	0	41	5	0	0	36	13	0	19	11	34	32	6	20	17	0	0	11	0	88	18	2	0	1	4	1	0	4	3	0	0	1	4	0	0	19	15	12	0	0	3	15	0	0	50	0	0	36	85	0	2	6	7	2	49	6	75	4	19	0	41	12	2	0	0	0	5	81	14	0	8	0	0	0	3	33	25	30	0	0	0	0	0	8	0	0	0	9	6	51	19	4	18	13	2	1	5	24	16	43	27	7	1	1	0	5	42	5	0	0	3	0	3	27	1	27	0	0	85	0	2	0	0	2	13	1	0	173	24	74	0	72	1	17	9	2	0	1	1	0	1	29	11	0	0	18	10	0	0	4
"31"	0	3	21	5	0	5	6	4	19	1	24	0	0	4	4	0	0	4	10	18	3	6	0	5	0	0	0	0	7	2	0	0	1	0	0	0	91	12	0	7	3	18	0	0	13	0	0	0	40	0	0	2	0	1	10	12	16	7	8	3	4	5	4	18	0	0	0	80	16	12	0	0	0	0	0	16	26	11	0	0	0	0	0	0	0	0	3	0	5	30	1	10	1	0	2	37	43	0	10	11	24	8	0	0	2	14	16	3	0	0	7	1	0	12	0	38	6	2	0	0	1	5	4	31	11	18	3	11	23	35	0	2	1	1	2	0	0	0	5	0	1	3	5	0	1	33	5	0	8	0
"32"	27	21	0	0	0	10	59	4	1	0	9	0	0	0	0	0	0	15	0	101	8	20	0	0	0	2	0	2	10	0	0	1	0	0	2	0	56	23	46	0	0	58	0	1	19	0	11	26	15	0	26	0	0	18	19	39	57	4	41	9	4	7	24	0	0	0	0	60	116	4	9	34	6	2	36	0	24	1	0	0	2	18	0	1	0	2	15	1	1	11	5	4	2	0	3	3	15	7	46	10	36	10	0	1	0	23	11	32	0	0	6	0	0	22	2	35	0	0	6	0	4	0	11	1	44	1	4	79	42	58	0	7	0	6	0	0	0	4	0	0	3	6	8	9	10	70	9	0	0	4
"33"	9	0	0	4	0	1	15	0	13	4	45	0	1	14	27	0	1	8	0	8	1	10	0	0	0	7	0	3	7	0	0	0	0	0	0	10	7	15	2	4	0	3	0	0	12	0	0	1	13	3	2	1	0	0	7	11	59	8	16	20	12	27	12	0	5	4	1	45	9	0	67	0	1	1	0	4	13	1	0	0	0	1	0	0	0	0	0	0	6	4	3	7	11	1	32	2	22	0	11	15	9	5	0	0	0	22	32	3	0	1	3	0	6	1	0	34	0	0	0	0	32	0	0	56	6	18	23	46	21	23	0	1	0	21	0	0	0	4	1	0	0	3	7	10	4	0	8	0	0	1
"34"	0	0	95	69	0	0	57	0	0	11	19	0	4	16	33	1	0	74	0	42	0	15	0	4	8	0	19	1	0	0	0	1	2	0	7	1	3	16	3	0	21	33	0	0	5	1	0	1	40	0	2	1	0	2	45	20	56	0	25	1	14	13	7	0	0	0	0	131	62	2	56	0	2	3	6	39	59	3	0	0	0	0	0	0	4	0	0	0	39	0	3	0	8	3	0	8	18	6	13	34	53	8	1	0	0	10	37	1	0	0	29	0	0	37	11	43	0	0	0	3	11	0	0	18	33	32	1	7	50	15	4	0	0	7	3	9	0	4	67	0	0	51	5	14	11	6	2	0	0	10
"35"	0	7	144	0	0	21	17	2	0	3	34	13	0	4	7	0	0	7	14	55	3	24	0	7	4	15	0	5	1	0	0	1	0	0	0	79	18	12	0	3	2	5	0	0	8	0	2	14	41	0	3	0	18	3	39	18	9	2	1	0	0	3	1	0	6	0	7	34	37	2	10	7	0	1	8	1	22	0	0	0	1	0	1	0	3	0	0	0	1	27	1	2	23	2	26	0	15	3	5	16	27	0	5	1	0	17	19	11	0	0	3	0	0	17	0	5	0	0	0	0	3	0	0	13	1	3	11	34	36	75	0	6	12	59	4	0	0	4	0	0	0	18	23	4	1	58	4	0	1	16
"36"	1	0	18	22	0	1	33	3	2	16	32	0	0	0	27	5	0	20	35	22	2	16	0	1	0	0	0	0	0	0	1	0	0	0	0	5	13	29	0	1	0	21	0	1	13	0	0	0	81	0	12	9	0	1	5	6	37	0	17	0	10	8	4	0	1	0	0	31	48	0	4	0	0	19	8	0	13	0	0	0	0	0	0	0	0	0	0	0	1	6	0	16	6	0	0	22	1	28	13	14	2	3	1	0	0	0	12	20	0	0	1	0	0	0	35	6	0	0	0	1	25	0	0	13	4	1	3	45	17	40	0	10	0	9	8	3	2	5	2	0	0	17	2	0	8	37	1	0	1	27
"37"	2	1	4	0	0	27	4	1	0	23	33	0	0	9	2	0	0	7	0	49	8	4	0	8	11	0	0	0	0	12	0	0	35	0	0	13	5	16	17	1	11	48	0	1	40	0	2	0	1	1	0	1	8	31	26	16	71	8	10	3	4	17	9	0	0	0	26	59	113	0	41	3	22	1	0	5	41	16	0	0	1	2	0	0	1	0	0	0	0	6	2	2	11	5	57	16	43	1	1	65	21	1	0	0	9	20	21	17	0	0	4	0	0	10	4	105	0	0	5	0	47	26	0	7	5	1	2	74	30	138	0	21	0	13	0	0	0	4	10	0	1	13	14	5	1	35	4	0	0	47
"38"	0	12	8	0	4	3	9	1	0	0	18	0	2	14	3	0	0	52	0	26	2	11	0	0	21	39	0	3	0	0	0	1	0	0	1	4	2	32	0	0	6	9	0	30	23	0	16	0	49	0	10	0	1	2	9	9	15	13	39	0	15	8	22	0	0	0	0	1	45	0	23	0	25	20	0	1	14	12	0	0	2	0	0	0	2	0	0	0	0	15	8	1	1	2	9	1	23	4	0	21	0	9	1	2	7	20	23	6	0	19	10	1	0	32	1	12	0	0	0	0	2	0	0	5	33	1	0	43	20	69	0	51	0	7	18	0	0	15	0	0	0	67	32	6	0	5	1	0	0	11
"39"	43	0	0	0	1	7	31	1	15	10	71	5	0	14	14	0	4	7	2	35	21	20	0	20	1	14	0	0	0	29	0	1	0	6	0	9	26	16	0	0	0	5	0	5	20	14	0	2	32	11	10	5	0	1	12	1	19	4	13	0	0	49	1	0	9	0	22	78	63	14	68	0	0	0	0	5	20	0	0	0	1	0	65	0	0	6	0	0	2	46	14	0	1	7	9	20	15	7	12	6	55	28	0	0	0	5	37	1	0	3	13	0	0	7	4	34	0	3	0	3	48	2	0	14	1	8	13	36	104	66	0	0	0	1	3	0	0	34	8	0	0	13	4	48	0	28	8	0	0	2
