"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"	"taxa161"	"taxa162"	"taxa163"	"taxa164"	"taxa165"	"taxa166"	"taxa167"	"taxa168"	"taxa169"	"taxa170"	"taxa171"	"taxa172"	"taxa173"	"taxa174"	"taxa175"	"taxa176"	"taxa177"	"taxa178"	"taxa179"	"taxa180"	"taxa181"	"taxa182"	"taxa183"	"taxa184"	"taxa185"	"taxa186"	"taxa187"	"taxa188"	"taxa189"	"taxa190"	"taxa191"	"taxa192"	"taxa193"	"taxa194"	"taxa195"	"taxa196"	"taxa197"	"taxa198"	"taxa199"	"taxa200"	"taxa201"	"taxa202"	"taxa203"	"taxa204"	"taxa205"	"taxa206"	"taxa207"	"taxa208"	"taxa209"	"taxa210"	"taxa211"	"taxa212"	"taxa213"	"taxa214"	"taxa215"	"taxa216"	"taxa217"	"taxa218"	"taxa219"	"taxa220"	"taxa221"	"taxa222"	"taxa223"	"taxa224"	"taxa225"	"taxa226"	"taxa227"	"taxa228"	"taxa229"	"taxa230"	"taxa231"	"taxa232"	"taxa233"	"taxa234"	"taxa235"	"taxa236"	"taxa237"	"taxa238"	"taxa239"	"taxa240"	"taxa241"	"taxa242"	"taxa243"	"taxa244"	"taxa245"	"taxa246"	"taxa247"	"taxa248"	"taxa249"	"taxa250"	"taxa251"	"taxa252"	"taxa253"	"taxa254"	"taxa255"	"taxa256"	"taxa257"	"taxa258"	"taxa259"	"taxa260"	"taxa261"	"taxa262"	"taxa263"	"taxa264"	"taxa265"	"taxa266"	"taxa267"	"taxa268"	"taxa269"	"taxa270"	"taxa271"	"taxa272"	"taxa273"	"taxa274"	"taxa275"	"taxa276"	"taxa277"	"taxa278"	"taxa279"	"taxa280"
"11"	19	2	0	0	0	0	0	0	0	4	5	2	0	3	5	25	0	41	0	12	43	2	0	35	3	1	0	0	0	0	0	0	0	9	0	2	4	9	0	0	16	0	0	48	15	8	0	0	20	1	29	13	31	0	0	0	1	0	0	0	19	0	0	0	51	75	12	0	19	0	0	0	2	0	18	0	117	0	0	0	0	0	0	2	0	3	0	0	0	0	0	40	1	4	0	0	4	0	0	3	7	12	14	12	3	9	0	0	0	0	1	0	0	0	0	0	0	11	9	0	4	24	0	4	1	1	0	16	21	18	0	0	5	12	0	0	0	1	0	74	25	1	0	21	0	19	0	0	14	1	21	0	0	4	2	7	0	0	4	4	2	0	9	13	13	0	33	3	0	0	0	0	3	0	0	0	5	0	5	0	6	0	1	0	0	12	14	0	0	0	1	0	0	12	60	0	0	0	1	85	0	0	0	0	0	17	0	2	0	0	0	0	1	12	2	0	0	0	0	15	0	0	0	0	44	3	0	0	37	0	1	0	0	0	0	0	0	0	1	5	2	2	32	13	8	14	50	26	22	5	0	4	2	0	21	49	1	0	1	1	5	13	3	0	0	0	0	11	0	0	0	4	6	53	0	9	0	0	0	0
"12"	0	0	0	0	0	3	0	0	0	4	0	0	0	0	7	26	0	0	0	0	19	0	0	3	2	0	0	0	14	0	1	1	0	31	7	1	7	16	1	0	0	0	0	1	23	0	0	0	6	0	20	4	41	0	0	0	0	0	0	0	5	5	0	1	6	2	0	6	2	0	0	0	0	0	1	0	19	0	2	0	0	0	9	0	0	5	7	0	0	23	0	41	2	2	0	2	3	0	0	15	44	66	1	0	3	3	0	0	0	0	0	0	0	0	39	0	1	60	3	0	2	33	0	27	0	0	0	36	41	0	5	0	0	21	2	9	11	0	2	22	26	0	0	8	0	0	48	0	24	35	5	0	12	4	0	15	0	0	4	33	16	0	0	106	1	1	41	8	10	0	0	0	55	0	0	0	19	0	3	0	37	0	0	0	0	50	13	0	0	0	3	0	0	14	12	0	1	0	45	8	0	0	0	0	0	6	15	44	2	0	25	0	0	1	0	0	0	0	0	49	0	0	0	0	6	2	0	0	21	0	55	5	0	0	0	0	0	0	0	3	27	10	0	26	22	34	11	0	10	0	0	0	0	3	0	46	5	11	0	0	3	11	2	0	0	0	1	0	0	1	0	10	1	12	0	14	0	12	0	0
"13"	5	6	0	0	0	0	4	0	0	29	0	0	0	0	20	7	0	0	0	8	2	2	0	1	0	0	0	1	31	1	0	0	0	3	0	0	10	32	0	0	6	0	5	1	12	11	2	0	1	0	10	0	7	5	0	0	2	0	0	6	0	0	0	0	2	3	2	0	3	0	0	0	2	26	43	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	36	0	0	4	0	5	1	0	0	10	26	4	1	4	0	0	0	0	0	0	0	0	0	10	11	0	23	0	0	0	56	0	3	0	0	14	2	9	0	0	0	0	10	0	0	0	0	0	23	14	0	0	3	0	0	15	2	5	4	9	4	0	3	11	0	0	0	5	0	10	17	2	20	5	0	12	6	6	0	10	0	0	0	0	0	3	14	12	0	6	0	1	0	0	19	10	0	0	0	3	0	0	19	2	0	1	0	2	19	16	0	0	0	0	5	0	15	0	0	0	0	6	16	2	0	0	2	0	31	0	0	21	0	5	0	4	0	31	12	1	0	0	0	0	0	0	0	0	0	15	0	0	0	14	33	7	0	2	0	0	0	0	1	20	6	26	0	1	0	2	3	25	0	3	0	0	1	0	4	0	9	9	47	0	4	0	10	0	29
"14"	7	0	0	1	0	40	1	0	0	7	0	0	0	4	1	29	0	10	0	1	0	2	0	1	11	3	0	0	6	0	6	0	0	0	0	16	4	20	0	0	8	1	3	15	0	1	0	2	2	6	14	0	0	4	0	0	0	14	0	1	23	1	0	0	20	0	1	0	4	0	0	0	4	2	0	0	24	0	0	0	0	0	0	2	0	0	0	0	0	0	7	97	0	0	3	0	2	0	1	8	25	7	1	49	20	0	0	0	0	0	0	6	0	6	0	1	0	11	0	0	0	66	0	0	0	0	0	1	7	0	0	0	0	9	0	0	1	0	0	4	3	0	0	20	0	39	1	0	14	3	19	0	20	0	0	0	0	0	18	1	6	25	1	10	9	0	0	14	2	0	0	0	4	0	0	0	3	0	23	0	4	0	7	0	0	43	17	0	1	0	0	2	0	37	9	0	0	0	49	10	1	0	0	0	0	26	1	11	5	0	2	0	2	0	0	0	0	0	0	6	0	0	0	0	7	0	1	0	22	15	13	1	0	0	13	0	0	0	0	0	0	0	0	1	22	5	7	0	17	1	0	5	0	3	2	3	0	0	0	9	4	0	4	0	0	0	0	16	0	3	2	22	3	6	0	21	0	0	0	1
"15"	3	0	0	0	1	0	0	0	0	23	2	0	0	9	1	29	9	4	0	2	2	3	0	0	0	0	0	0	1	0	1	0	0	15	0	4	0	7	3	5	2	0	1	10	0	7	0	0	7	1	2	0	0	0	0	0	2	7	0	0	2	0	0	0	20	21	8	0	36	0	0	0	0	4	0	0	13	0	0	0	0	0	0	12	0	0	0	0	2	0	0	48	1	0	15	18	10	1	0	6	1	0	1	14	22	0	0	0	0	0	0	0	0	0	2	14	0	0	8	0	2	9	0	0	0	2	0	0	21	0	0	0	4	28	1	0	1	0	0	14	14	0	0	4	0	7	0	0	38	0	16	0	0	1	2	0	0	0	8	11	16	4	0	12	26	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	19	1	0	0	0	37	21	13	0	0	1	0	0	2	10	0	1	0	10	21	0	0	0	0	0	0	0	18	0	0	0	0	0	10	0	0	0	0	0	1	0	0	28	0	6	0	6	0	6	0	0	0	0	20	0	0	0	0	3	0	0	0	0	1	22	5	1	0	1	1	0	0	0	0	1	5	40	1	0	0	4	0	5	0	16	0	5	7	0	1	0	4	0	2	0	1	0	0	0	4
"16"	0	0	0	0	0	5	0	0	23	34	9	0	0	0	27	25	0	0	0	1	14	1	0	2	0	0	0	0	0	0	0	0	23	9	4	19	3	3	0	0	1	0	13	9	35	0	0	11	0	0	4	0	0	0	2	0	0	4	0	4	10	0	0	0	16	43	2	0	0	0	1	4	16	13	3	0	26	0	0	0	0	2	5	0	0	1	0	15	1	0	0	5	0	17	0	0	4	0	0	0	0	3	4	7	4	2	0	0	0	0	0	12	0	0	4	0	0	9	16	10	6	1	5	1	0	5	0	0	9	2	0	0	2	3	0	2	26	0	0	8	20	14	0	34	0	8	11	0	7	1	24	22	0	0	0	0	0	0	9	4	33	0	1	23	13	0	0	11	0	0	0	0	5	0	0	0	13	0	5	2	45	0	0	0	0	21	9	0	0	0	0	0	0	41	23	0	0	0	9	3	0	0	0	0	0	3	6	3	2	0	1	15	0	6	7	3	3	1	0	44	0	0	0	0	23	6	7	0	19	3	1	0	0	0	0	0	7	0	0	0	7	3	0	2	34	13	12	0	39	0	0	0	0	0	0	0	12	2	14	18	0	4	0	0	2	0	0	5	0	11	0	3	3	2	0	3	0	26	0	11
"17"	0	3	0	0	22	11	0	0	0	52	0	0	0	2	1	11	0	0	0	3	9	0	0	13	6	0	0	6	0	0	4	0	0	1	0	0	5	22	0	3	0	0	0	15	1	0	3	0	12	0	10	0	1	5	0	0	0	0	14	1	0	0	0	9	13	68	3	0	0	0	1	8	0	6	9	3	15	0	0	0	0	0	0	1	0	0	0	0	0	1	2	23	2	2	0	0	16	0	0	7	1	1	3	28	1	0	0	0	0	0	0	0	0	0	5	0	1	23	0	0	24	48	0	0	0	0	0	0	22	0	1	0	5	26	0	0	0	0	0	3	47	2	0	8	0	3	11	0	14	66	25	0	0	10	0	0	0	0	7	0	0	0	0	41	52	0	3	11	0	0	0	0	1	0	0	1	8	0	0	6	36	0	0	0	0	14	14	0	0	0	0	0	0	3	7	0	0	0	14	17	25	6	0	0	0	10	0	15	0	0	1	0	0	0	6	0	1	8	0	3	0	0	0	0	5	0	0	0	17	12	61	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	19	0	13	0	0	0	0	0	23	17	19	1	0	0	0	4	10	0	1	0	1	2	0	17	0	20	12	13	0	8	0	3	0	18
"18"	0	0	0	0	0	8	0	0	0	0	0	0	0	0	15	5	0	0	0	0	18	27	0	2	4	0	0	0	2	4	27	0	1	8	7	1	1	16	0	21	8	0	1	4	19	0	0	0	2	0	22	0	0	32	0	0	0	1	0	0	0	0	0	0	3	43	0	0	5	0	0	0	0	5	4	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	21	0	0	2	0	2	5	12	7	7	4	61	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	2	2	10	0	4	23	0	0	0	4	4	0	0	2	0	0	10	2	0	0	25	0	8	4	0	2	1	6	2	0	0	0	0	14	0	14	13	1	35	56	19	3	0	0	1	1	0	0	0	8	0	0	0	0	0	9	1	14	0	0	0	0	12	22	0	0	0	1	0	0	5	4	0	0	0	1	4	0	0	0	18	0	0	0	6	0	0	0	4	0	1	0	1	0	3	0	5	0	0	0	0	4	0	0	0	19	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	2	8	9	0	2	6	0	1	0	38	0	2	11	2	0	0	0	0	2	0	0	0	0	13	0	9	0	0	2	0	0	14	0	0	0	1
"19"	1	16	0	0	15	3	0	0	0	23	4	30	0	0	2	4	0	0	61	5	22	1	0	0	8	0	0	0	2	0	0	0	0	43	0	8	1	0	0	37	0	0	15	23	0	12	2	0	8	0	7	0	16	6	0	0	0	0	0	0	0	0	0	0	4	63	0	0	1	0	0	0	1	11	0	11	93	0	0	0	1	0	0	1	4	0	0	0	36	0	0	3	1	0	8	13	11	0	3	31	24	7	6	40	19	0	0	0	4	5	0	0	0	0	0	0	0	2	0	0	1	4	0	0	0	0	0	2	11	0	0	0	0	7	0	0	6	0	0	48	2	0	0	20	0	9	1	0	21	4	1	0	7	13	0	4	0	27	15	20	35	0	5	8	10	0	2	1	0	0	0	0	0	0	0	0	3	0	29	9	9	0	0	0	0	26	12	0	3	0	13	0	0	14	3	0	9	0	0	49	10	0	0	0	0	1	0	1	1	0	0	0	0	10	0	0	1	0	0	0	0	0	4	0	2	0	0	0	30	0	0	0	0	0	0	7	11	0	0	18	0	9	0	65	4	3	8	0	3	2	0	24	0	7	0	5	16	0	0	0	3	3	1	0	21	1	7	0	0	11	0	3	2	24	0	27	1	3	0	0
"20"	16	0	0	0	0	0	1	0	0	1	0	1	0	0	0	8	3	0	0	1	8	8	0	9	6	0	0	0	5	11	3	0	2	10	0	0	19	5	0	0	3	1	4	19	10	0	1	0	29	3	27	2	0	0	0	0	0	0	0	0	0	0	0	0	18	59	18	1	3	0	2	1	0	2	0	20	1	0	0	0	0	0	0	3	2	0	0	0	2	0	7	14	8	0	2	0	22	0	3	7	33	18	9	2	5	0	0	0	0	1	0	1	18	0	0	0	0	0	0	0	0	13	0	0	0	3	0	0	53	0	1	0	1	26	0	0	0	0	0	69	16	6	0	2	0	0	0	45	6	0	32	0	0	4	0	0	0	0	8	1	3	0	0	29	15	0	5	12	0	0	0	0	0	0	0	0	3	0	3	0	29	0	0	0	0	27	2	0	0	0	0	2	0	20	33	6	0	0	1	34	0	0	0	2	0	18	0	12	0	0	0	0	0	1	1	0	31	3	0	7	32	0	0	0	5	0	0	0	22	0	0	2	2	0	0	0	0	0	0	0	30	6	0	0	23	16	34	0	31	2	0	0	0	15	14	1	19	0	24	12	1	2	0	0	0	0	0	0	10	16	0	14	2	5	4	1	0	17	0	7
"21"	3	13	0	0	0	11	0	0	0	39	1	0	0	0	0	25	0	0	0	3	15	0	0	0	3	0	0	0	5	0	0	0	19	10	0	9	10	19	0	2	29	2	0	1	21	37	0	0	40	0	16	0	1	2	0	0	0	0	7	4	1	0	0	0	8	22	2	0	5	0	0	1	0	4	0	3	44	0	0	0	0	0	0	0	1	0	0	0	1	0	2	89	6	2	0	0	0	0	0	0	15	18	0	9	16	0	0	0	0	0	0	0	0	6	0	0	0	17	18	0	0	3	0	1	0	0	0	2	7	0	6	0	0	21	19	0	0	0	0	35	34	55	0	24	0	2	0	0	1	0	48	0	0	0	0	0	0	0	8	1	2	0	17	0	33	0	0	4	0	0	4	0	0	4	0	0	20	0	1	12	15	0	1	0	0	33	25	0	0	0	20	0	0	21	4	0	0	1	17	12	0	0	0	0	0	59	0	12	0	0	0	25	0	4	0	0	0	7	0	37	1	0	1	0	28	2	0	0	40	0	1	2	0	0	0	4	0	0	0	0	0	0	0	2	10	9	36	3	41	5	0	0	0	8	23	0	84	1	0	2	0	5	0	0	0	0	0	3	0	41	0	11	4	14	0	6	0	7	0	17
"22"	0	0	0	10	0	17	2	0	0	34	2	0	0	3	25	42	0	0	0	0	7	5	12	15	0	0	0	0	0	0	1	0	0	2	0	1	8	8	0	0	1	0	13	2	1	3	0	0	11	0	3	2	17	1	0	0	0	5	0	0	0	1	0	0	24	7	0	3	5	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	50	0	10	2	0	17	0	0	12	0	4	9	5	15	0	14	0	0	0	0	0	0	0	2	9	0	0	5	0	15	0	0	3	2	0	2	1	2	1	0	0	3	8	0	0	0	0	9	9	3	0	0	8	0	3	0	0	3	7	3	0	0	28	1	0	9	0	41	4	0	0	0	26	4	0	0	1	0	0	0	3	1	0	8	0	18	0	5	0	3	0	2	0	0	48	4	5	0	0	0	0	0	4	11	0	0	0	17	9	0	0	0	0	0	1	0	1	4	0	2	0	0	3	0	0	0	0	3	15	0	0	0	1	1	0	0	0	15	11	2	0	0	0	0	0	3	0	0	0	0	0	0	8	26	6	30	0	4	1	0	0	0	0	4	0	0	8	0	1	0	5	2	0	8	0	0	3	0	0	0	17	0	0	0	32	0	1	0	33
"23"	0	1	0	7	3	0	0	0	2	12	0	0	0	0	0	9	0	0	0	0	50	0	1	9	30	0	0	7	8	0	0	0	0	4	0	0	22	8	0	0	2	2	2	27	7	0	2	5	3	0	0	1	0	2	0	0	0	7	0	7	0	1	0	0	15	17	20	0	0	0	0	30	2	4	2	0	34	0	0	0	0	0	1	1	1	17	5	0	3	0	8	1	5	8	0	0	4	0	0	1	32	38	3	1	18	0	0	0	0	0	0	0	0	3	0	0	0	23	1	0	3	32	0	25	4	5	0	1	2	0	0	0	22	27	0	0	0	0	0	11	0	0	0	8	0	2	8	8	39	33	22	0	10	1	0	4	0	0	3	10	0	0	3	7	0	0	3	3	7	0	0	1	3	0	3	0	2	0	0	0	6	0	0	0	0	10	25	0	1	0	1	0	0	14	3	0	0	0	0	7	0	1	0	0	0	8	0	9	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	5	0	1	0	55	0	2	1	0	0	0	0	0	0	0	0	0	2	0	25	22	14	1	0	11	7	0	0	0	0	9	25	9	11	6	6	0	0	0	0	4	0	0	4	16	5	1	11	43	16	0	5	0	12	1	1
"24"	0	0	0	50	0	14	0	0	41	6	1	10	0	18	14	27	0	16	0	1	5	4	0	0	4	0	0	0	11	3	2	0	0	43	0	18	28	42	0	0	0	0	10	15	0	0	0	3	14	1	19	0	0	1	2	0	2	1	0	2	0	0	0	0	10	8	3	0	5	1	0	0	0	0	0	0	42	0	3	0	0	0	0	7	0	0	0	0	0	0	4	37	23	0	0	1	12	0	0	6	10	86	0	20	16	0	0	0	0	0	0	0	0	0	18	0	0	10	0	4	2	17	0	0	0	18	4	0	2	0	2	1	24	15	6	0	1	0	0	3	54	0	0	20	0	1	4	0	8	21	25	15	0	26	0	0	0	0	24	0	7	0	0	28	0	0	0	1	1	0	0	1	0	0	0	0	17	0	21	0	54	0	1	0	0	2	9	0	4	0	1	0	0	22	2	0	0	0	7	10	0	2	0	0	0	5	0	33	0	0	0	0	2	20	0	0	12	0	0	3	0	0	0	0	23	0	0	0	17	0	5	0	0	0	0	0	6	0	0	3	0	0	0	4	14	7	12	0	20	25	0	0	0	0	0	31	7	2	7	0	24	0	0	0	30	9	51	2	0	4	0	0	11	2	0	29	0	13	0	25
"25"	0	0	0	0	0	6	0	3	0	2	0	1	0	1	33	36	0	1	0	5	74	0	0	0	12	2	0	0	0	0	3	0	0	3	0	4	3	1	0	4	1	0	0	0	1	9	0	0	13	0	63	0	1	88	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	5	1	3	14	0	0	0	0	0	0	1	0	1	0	40	0	0	8	17	0	0	1	2	5	0	2	2	23	29	1	10	6	1	2	0	0	0	0	0	0	0	7	0	0	6	3	0	23	18	0	12	4	11	0	10	1	0	0	5	7	9	6	0	0	0	0	24	9	0	0	13	2	7	1	0	12	0	19	0	0	3	0	1	0	0	40	6	1	0	1	8	56	0	10	4	12	0	19	0	2	0	0	0	8	0	8	0	10	0	0	0	0	17	46	0	0	0	6	0	0	8	10	0	0	0	1	14	0	0	0	0	0	7	0	3	0	0	12	1	7	0	50	0	0	0	0	1	0	0	1	0	15	0	0	0	3	2	2	14	0	0	0	0	0	0	0	0	8	20	0	0	43	2	27	2	15	7	0	0	0	1	0	0	8	0	0	0	3	4	1	0	0	0	0	17	0	0	0	8	32	0	0	14	0	9	0	9
"26"	5	0	0	3	6	3	0	0	0	21	0	0	0	29	21	40	1	23	0	0	19	0	0	1	9	0	6	0	1	1	1	0	0	62	0	1	1	19	0	0	0	0	2	31	2	6	0	0	16	1	18	1	0	0	0	0	2	3	0	1	3	0	24	0	1	4	7	0	74	0	0	3	0	6	3	0	31	0	0	0	0	0	2	36	0	0	0	0	0	0	1	2	4	7	4	0	14	0	0	12	2	33	32	23	33	5	1	0	0	0	0	1	0	0	0	1	0	30	2	0	1	21	0	14	0	0	0	0	13	0	0	0	3	67	0	0	30	0	0	33	12	0	0	7	0	32	0	0	14	0	0	1	0	0	0	0	0	0	3	17	41	8	0	23	17	0	44	0	0	0	0	0	2	1	7	0	20	0	5	0	4	0	0	0	6	10	54	70	2	0	0	0	0	30	4	0	3	2	1	70	0	0	0	0	0	0	0	4	1	0	0	0	0	16	0	0	9	0	0	15	0	0	0	0	11	4	0	17	68	3	3	0	0	0	0	0	0	0	0	0	0	10	0	10	36	4	30	0	12	0	0	5	0	20	2	1	6	3	0	0	3	7	39	0	19	0	0	2	0	3	0	0	0	7	0	30	0	24	0	6
"27"	4	0	0	10	3	24	0	0	0	48	0	1	0	2	14	7	0	0	0	0	1	1	0	7	8	9	0	0	0	0	5	0	0	4	0	5	4	6	9	0	4	0	1	0	1	7	1	0	41	0	11	0	11	4	0	2	0	0	0	0	5	14	0	0	24	5	2	0	37	0	0	0	5	10	12	0	25	0	0	0	0	0	1	0	0	0	0	10	0	0	11	7	15	11	0	0	0	4	4	0	0	13	2	13	13	0	0	0	0	0	0	1	0	0	25	0	0	42	3	0	1	45	0	7	0	2	0	0	5	1	0	0	8	20	0	26	0	2	0	1	2	0	0	20	0	3	0	0	1	0	1	2	0	11	0	0	0	17	20	26	13	0	0	8	6	0	4	31	0	0	0	0	0	0	0	0	20	7	7	0	12	0	3	0	0	11	16	0	0	0	3	0	0	21	39	0	0	0	0	56	0	0	0	0	0	1	0	3	0	0	8	0	0	9	3	0	0	0	16	9	0	0	0	2	0	0	0	0	6	0	7	1	0	0	0	0	0	2	0	0	0	0	0	13	13	17	26	13	1	6	0	0	0	9	0	1	4	4	2	0	0	0	23	0	0	0	0	2	0	21	4	38	65	2	0	4	1	28	0	8
"28"	0	1	25	0	69	5	0	1	2	29	10	1	0	0	1	34	0	0	0	0	14	7	0	3	1	0	2	0	2	0	0	0	0	0	0	0	5	6	13	1	1	0	0	33	8	1	8	0	0	0	15	0	6	1	0	0	1	27	0	11	2	0	0	22	22	47	10	0	14	0	0	0	1	1	0	24	65	0	0	0	0	0	9	4	4	25	0	2	0	0	0	5	0	14	0	8	4	0	0	1	44	35	0	78	8	2	0	0	0	0	0	0	0	0	18	0	0	38	0	1	8	12	0	16	0	0	2	7	3	0	0	2	12	13	4	0	0	0	0	11	3	0	0	1	0	2	0	5	21	63	53	0	0	4	0	0	0	0	5	2	1	1	0	18	35	0	0	11	1	0	0	0	2	0	0	1	10	0	36	29	1	0	0	9	0	13	4	18	3	0	0	0	0	15	4	0	0	0	1	13	0	1	0	0	0	0	0	1	2	0	0	0	0	34	0	0	0	1	0	18	0	0	1	0	1	2	0	0	47	0	0	0	0	0	0	0	0	0	6	15	0	0	0	4	17	0	27	0	5	0	0	0	0	47	9	10	21	0	6	0	0	0	0	0	0	0	0	17	7	39	1	9	12	5	0	2	0	2	0	0
"29"	0	52	0	0	22	4	0	0	0	30	1	0	9	5	0	30	2	0	0	0	44	7	0	0	0	0	2	13	0	7	0	3	0	28	20	42	12	24	8	39	2	0	1	14	7	6	3	5	3	0	41	0	6	29	0	0	0	0	0	3	10	0	0	0	9	20	2	0	1	0	0	0	0	4	9	0	15	0	0	0	0	0	0	24	0	10	0	0	0	0	2	19	9	1	2	0	3	0	6	7	1	24	1	1	6	0	1	0	0	0	0	0	0	0	4	1	0	3	0	0	6	45	0	0	0	0	25	0	9	0	0	0	4	12	8	0	0	0	0	2	14	0	0	10	0	8	0	0	34	5	7	0	0	0	0	1	0	23	3	0	45	0	24	16	20	0	1	30	0	2	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	2	10	0	21	0	0	0	0	16	5	0	0	0	6	9	1	0	0	0	0	1	0	8	0	12	0	0	0	16	0	0	1	12	0	1	0	0	0	0	9	0	25	0	53	0	2	1	0	0	0	0	12	0	0	1	3	1	0	5	29	13	12	0	3	10	0	2	0	20	15	0	29	27	12	17	10	0	5	0	1	0	0	11	0	16	3	14	15	18	0	1	0	44	0	2
"30"	1	0	0	0	0	2	0	0	2	5	0	4	0	0	0	19	0	13	0	2	13	3	0	0	0	0	0	0	1	0	1	0	0	3	18	7	5	13	0	0	0	8	6	1	13	16	5	0	0	0	20	2	0	5	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	1	0	5	4	0	6	0	2	0	0	0	0	0	0	0	0	1	0	0	0	5	17	3	1	0	5	0	0	18	5	16	1	1	19	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	15	37	0	0	0	6	0	1	25	0	0	0	4	3	5	0	0	0	0	9	7	1	0	11	0	0	3	1	12	5	21	0	0	9	0	14	22	0	12	2	24	0	8	0	6	0	10	0	0	0	0	5	6	0	0	0	0	3	2	0	25	1	3	0	0	40	19	1	0	0	0	0	0	14	3	0	1	0	0	33	0	3	0	0	0	10	0	27	0	0	0	40	1	4	6	0	6	7	0	10	0	0	0	0	2	2	0	0	10	0	2	5	0	0	0	0	0	0	0	0	5	4	0	5	1	16	9	0	11	2	0	0	0	0	1	7	16	0	6	0	2	7	0	0	0	4	0	17	0	0	0	3	2	0	0	12	0	0	0	0
"31"	0	0	0	16	1	0	2	0	0	15	0	29	0	2	1	69	0	1	0	0	25	6	0	0	1	0	0	0	9	0	4	0	10	16	0	0	13	23	5	0	0	1	10	11	5	9	5	5	18	0	87	0	12	1	0	0	1	14	0	0	13	0	1	0	28	39	14	0	7	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	52	13	0	1	24	0	0	0	9	29	0	36	16	0	0	0	0	0	0	0	0	0	0	0	0	39	29	8	21	4	0	0	0	7	0	0	23	0	0	0	60	8	12	0	3	0	0	16	24	0	0	19	0	20	0	0	4	54	65	1	0	0	0	0	0	0	10	8	6	0	2	42	16	0	0	3	0	0	0	0	3	0	0	0	31	0	6	0	1	0	0	0	0	14	32	0	6	0	0	0	0	23	36	0	0	0	17	22	0	2	0	0	0	7	0	17	17	0	1	0	0	8	0	0	0	2	0	9	0	0	0	0	12	0	0	0	28	14	16	0	0	0	0	0	0	0	0	15	0	0	0	0	76	21	28	0	48	35	0	0	0	0	0	0	17	1	0	1	15	4	9	0	5	0	0	7	0	6	3	50	2	5	0	42	0	10	0	1
