"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"
"12"	18	17	4	42	17	28	1	133	101	147	13	3	31	0	1	0	21	103	97	2	306	8	64	0	0	10	6	99	42	20	1	107	10	48	24	3	21	9	61	44	1	2	12	0	121	6	137	9	7	0
"13"	14	19	9	3	0	49	0	77	78	74	0	22	43	0	0	0	0	54	63	10	117	0	63	0	0	15	41	68	31	19	26	142	37	13	123	0	2	59	26	50	1	11	18	0	34	0	143	8	9	0
"14"	53	8	11	8	11	0	0	195	154	89	3	104	69	4	0	0	32	48	58	14	97	19	17	0	0	47	39	114	80	44	3	159	20	9	82	3	32	35	12	19	7	31	1	2	99	11	72	12	17	0
"15"	1	0	3	68	0	53	0	31	57	92	7	3	44	0	0	1	11	97	42	31	99	11	12	0	0	0	58	56	53	2	10	24	1	5	30	3	22	1	37	46	31	12	3	1	50	2	40	2	15	0
"16"	0	8	4	0	0	2	0	45	84	61	5	4	33	0	0	3	20	50	59	2	84	10	18	0	0	20	30	32	38	1	18	97	34	9	70	30	1	10	21	8	15	6	5	0	29	38	35	5	2	2
"17"	0	0	65	2	15	0	0	117	79	104	60	4	32	0	0	1	2	90	24	6	154	2	58	0	0	0	44	41	11	0	2	10	8	4	21	0	8	9	9	4	0	1	7	6	104	0	86	7	3	0
"18"	20	1	5	24	0	48	1	113	97	115	0	0	24	0	9	1	0	44	24	26	106	5	38	1	0	0	54	80	42	16	15	63	0	10	62	2	0	4	33	12	4	0	2	0	41	6	44	3	7	0
"19"	7	7	9	79	0	55	0	190	73	186	5	3	44	0	0	0	12	53	120	2	96	1	79	0	0	20	46	46	12	96	7	68	27	16	120	3	0	67	53	17	0	0	21	0	99	10	125	3	15	0
"20"	36	9	21	37	0	42	0	149	58	169	5	40	66	0	0	0	17	44	34	1	135	0	33	5	2	1	50	117	41	5	1	79	8	23	84	0	0	17	31	15	0	2	24	0	88	0	94	0	0	0
"21"	1	1	34	0	1	2	0	39	16	77	4	4	75	2	1	1	38	73	35	1	145	10	19	15	0	2	49	205	14	8	1	94	1	47	75	0	24	7	28	37	2	0	1	0	86	33	70	20	3	0
"22"	8	0	0	18	21	10	0	196	16	75	7	37	21	6	1	0	27	23	76	5	137	0	36	1	0	2	23	64	25	4	5	62	22	6	50	0	7	10	13	66	4	0	3	0	32	5	30	0	3	0
"23"	60	15	2	48	6	34	0	58	92	205	18	0	91	2	0	1	15	32	107	18	204	76	31	0	1	12	15	116	83	10	6	76	4	5	30	9	1	31	10	32	47	8	5	0	115	5	21	0	3	0
"24"	20	80	46	16	0	65	40	47	27	101	14	1	41	0	0	0	5	18	58	2	54	0	6	0	0	30	30	61	25	7	12	42	1	7	23	13	5	4	1	4	2	0	12	1	59	0	109	3	5	0
"25"	9	7	16	39	0	88	4	114	205	92	82	33	81	2	0	0	14	72	107	0	185	3	116	0	1	9	9	58	30	23	5	102	45	2	34	2	8	28	45	11	8	0	12	0	67	0	54	0	4	0
