"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"
"38"	31	16	7	2	5	6	3	35	6	11	20	0	32	40	5	21	5	0	0	3	11	67	3	6	22	2	22	59	19	30	22	9	31	94	1	0	0	4	0	61	34	2	126	41	14	159	173	6	22	41
"39"	74	0	4	19	3	7	11	101	0	50	26	39	10	54	22	76	0	0	0	0	38	142	8	0	18	1	6	0	0	49	33	0	124	196	68	3	3	0	0	209	3	10	101	99	3	142	158	3	0	0
"40"	50	0	3	79	1	34	2	85	12	15	61	0	8	13	33	76	0	0	0	36	0	188	12	4	8	44	66	7	2	24	12	0	119	111	5	1	12	18	3	40	44	1	56	88	17	239	127	32	0	0
"41"	72	0	69	1	0	2	5	108	6	31	22	0	18	37	2	2	0	0	0	14	0	52	4	8	1	7	17	15	0	20	51	0	137	135	20	0	0	46	1	72	1	7	47	22	5	82	76	5	0	0
"42"	78	1	54	0	10	11	4	129	0	37	38	19	68	37	13	18	0	7	0	2	0	77	15	24	0	3	18	0	3	30	45	5	117	170	26	1	0	9	0	195	14	11	76	87	38	67	87	32	0	0
"43"	12	40	0	67	3	0	36	173	3	39	118	5	9	114	24	27	0	0	0	33	0	61	2	1	1	0	2	0	17	3	141	7	107	121	10	0	0	18	3	162	8	40	33	100	1	155	189	45	0	0
"44"	90	0	2	0	0	35	32	79	1	45	26	0	88	67	96	19	1	0	0	1	0	239	30	1	9	2	29	4	0	19	38	43	104	79	25	0	10	13	0	92	51	30	74	20	0	142	260	37	0	0
"45"	84	13	11	5	0	13	24	136	22	33	72	38	52	49	14	20	3	0	1	6	1	130	6	1	15	0	5	0	0	23	48	7	70	173	4	0	4	27	1	72	7	44	66	91	8	154	221	34	0	0
"46"	53	14	29	11	0	0	9	56	0	16	147	0	53	89	9	45	23	2	0	0	5	148	2	2	12	1	14	0	1	28	91	47	97	70	15	0	0	50	0	51	11	3	27	62	1	112	93	63	0	0
"47"	31	18	3	0	0	5	7	50	0	6	23	0	5	25	15	20	2	0	4	6	5	76	1	9	11	1	18	0	10	7	40	11	16	150	13	0	3	2	1	42	9	16	33	49	13	128	111	87	0	0
"48"	80	0	1	7	2	13	7	99	4	24	88	11	1	22	21	92	0	0	0	4	0	182	0	15	8	11	51	0	0	26	6	0	59	143	19	1	0	7	0	118	13	13	110	130	1	114	107	35	0	0
"49"	89	26	20	2	0	5	5	125	2	2	55	22	14	146	1	43	0	0	0	26	0	95	17	1	20	0	60	0	0	21	35	4	47	105	27	1	7	25	3	57	1	0	136	47	33	135	135	1	0	0
"50"	64	1	50	2	0	0	0	74	14	8	12	0	4	46	4	43	0	18	0	4	8	124	29	0	5	0	1	2	0	27	23	1	38	38	64	0	1	4	0	43	1	21	70	25	7	91	53	4	0	0
"51"	176	9	88	6	0	17	10	106	3	7	36	20	12	41	0	37	12	0	0	0	31	155	0	1	9	0	70	0	3	7	124	5	63	57	85	0	0	8	0	109	0	7	42	44	3	118	120	67	0	0
"52"	21	50	21	10	0	0	23	52	6	29	136	8	30	80	22	11	0	0	12	5	0	243	0	2	16	0	13	4	14	9	92	3	165	168	27	0	24	15	0	62	8	7	98	64	0	144	97	88	0	0
"53"	36	27	1	16	5	53	8	80	2	58	23	2	32	25	4	43	0	0	0	14	2	110	8	33	10	0	12	1	26	8	104	1	94	162	15	0	0	1	0	134	3	1	88	44	0	178	136	13	3	0
"54"	36	11	11	42	0	5	5	42	2	16	60	1	30	55	0	14	0	0	0	6	1	68	0	7	27	0	18	3	1	14	19	7	78	68	10	0	2	30	0	37	1	15	99	8	1	73	115	50	0	0
"55"	25	8	0	46	0	5	13	39	0	9	39	22	19	42	10	18	0	0	0	5	0	91	7	2	2	0	20	0	0	7	55	4	102	64	13	1	0	2	0	16	0	3	124	34	0	55	115	22	0	0
"56"	20	40	11	0	11	0	2	78	20	25	18	0	39	26	7	58	0	23	1	0	7	161	5	0	8	0	3	1	0	20	30	1	73	84	17	2	0	7	9	27	1	15	38	29	7	56	75	57	0	0
"57"	70	0	19	9	0	14	11	85	32	23	11	7	61	53	0	18	0	0	6	6	1	45	0	14	1	1	30	0	0	48	28	1	99	106	33	0	29	3	7	51	8	2	27	21	1	81	86	31	0	43
"58"	24	158	8	0	0	0	10	69	9	35	90	0	28	44	0	17	0	0	4	8	10	190	1	0	21	0	103	3	0	11	33	2	125	155	6	0	0	0	1	37	0	32	151	35	7	173	230	49	0	29
"59"	77	80	10	0	0	8	8	110	0	40	114	0	69	18	70	15	0	0	0	4	0	169	1	13	5	26	6	3	15	48	35	0	104	78	79	1	0	21	0	116	13	3	68	100	9	131	97	39	0	0
"60"	79	81	3	0	0	1	8	38	5	55	65	2	18	18	6	54	0	0	0	11	0	121	5	54	2	4	20	0	20	21	9	1	32	68	8	0	2	5	0	30	2	0	121	45	1	98	122	11	0	0
"61"	14	35	0	0	32	13	2	78	11	18	38	0	30	34	14	24	0	0	0	9	7	136	0	7	6	0	21	11	0	19	40	0	82	56	36	0	0	21	0	46	0	32	30	52	7	64	122	38	1	0
"62"	61	2	0	2	4	25	8	46	5	43	24	5	20	30	1	13	2	0	1	1	0	145	0	3	25	0	1	0	0	18	81	0	118	72	13	0	3	1	2	92	52	59	80	11	0	94	98	37	0	0
"63"	31	0	23	37	0	0	3	103	1	21	40	0	23	101	0	31	1	0	0	49	9	74	0	6	13	5	5	0	0	21	34	0	87	105	15	0	0	15	0	29	7	6	84	38	4	113	73	9	0	1
"64"	30	16	10	0	4	17	5	84	8	15	44	1	8	53	3	32	0	3	0	10	0	128	11	3	1	4	5	0	0	14	10	1	51	32	57	1	16	9	0	28	7	0	89	44	0	231	110	14	0	0
"65"	87	20	11	0	0	4	16	102	10	10	48	0	0	33	0	12	0	5	1	19	0	86	1	1	10	7	10	1	0	26	30	0	42	78	5	0	6	10	0	59	1	20	41	55	1	147	107	45	0	0
"66"	36	4	30	5	26	0	25	128	3	22	17	0	33	43	14	27	0	3	1	1	3	83	0	10	23	0	3	1	0	48	17	2	82	74	7	0	0	0	0	29	8	18	79	27	6	119	83	40	1	0
"67"	175	0	32	0	23	0	2	139	2	24	43	0	6	29	0	16	0	6	0	2	8	104	0	5	6	0	61	0	0	4	27	13	49	43	10	0	0	5	0	30	0	24	40	26	18	115	74	23	0	29
"68"	81	11	5	5	0	13	44	133	12	6	72	0	36	60	0	65	0	21	0	31	1	73	36	26	2	1	76	3	0	14	28	39	158	124	16	0	20	31	0	47	34	69	79	60	0	191	187	47	0	2
"69"	76	0	38	20	0	4	1	58	9	30	58	5	17	26	22	23	0	0	0	4	0	49	0	4	10	0	8	0	0	11	26	0	43	111	1	0	7	1	0	53	0	15	67	26	0	104	65	9	0	0
"70"	17	18	5	0	0	0	2	54	0	12	37	17	2	37	27	16	3	4	0	6	0	162	0	13	10	0	22	0	0	13	46	19	48	105	1	0	0	8	11	54	1	42	72	25	0	170	156	11	0	0
"71"	22	12	8	0	0	22	6	50	13	32	40	16	13	28	0	6	0	0	1	4	4	73	4	0	2	0	9	0	0	20	55	8	101	72	22	0	3	5	0	61	13	7	64	6	1	166	126	15	0	1
"72"	24	3	0	63	11	22	7	47	13	25	37	0	24	20	15	73	0	0	0	10	0	81	0	9	2	0	6	0	0	1	42	16	75	64	4	5	0	22	0	75	3	12	77	109	4	131	120	31	0	12
"73"	77	0	26	0	0	0	6	43	6	3	9	1	18	41	15	8	0	0	0	16	0	77	0	0	9	12	13	0	0	9	10	5	128	110	1	8	5	4	0	43	1	7	65	17	1	133	92	10	5	0
"74"	184	0	13	0	31	8	5	55	0	50	74	2	47	110	18	52	10	0	0	3	1	114	3	3	9	0	8	4	2	49	15	4	165	198	111	0	0	6	0	62	2	14	101	41	5	148	117	129	0	5
"75"	15	143	0	0	14	7	67	38	5	54	55	3	22	18	39	48	0	0	0	4	0	102	25	13	16	4	32	13	0	28	62	13	120	117	9	0	23	24	0	211	58	11	167	21	16	122	141	40	1	24
"76"	11	0	0	99	0	20	5	94	64	80	40	2	18	61	16	96	1	6	0	1	127	47	13	3	3	2	3	7	0	71	39	8	115	51	9	0	1	0	0	47	3	24	39	26	3	234	312	69	0	16
"77"	80	0	8	7	0	2	77	153	0	10	80	33	5	32	92	34	0	0	0	20	16	123	11	21	1	0	8	25	0	15	9	1	137	103	17	0	42	0	2	57	2	26	92	71	0	219	168	3	0	1
"78"	133	0	21	38	0	4	7	44	15	27	29	10	5	63	11	14	0	0	0	0	5	112	0	13	51	0	26	0	0	33	45	5	119	116	18	0	2	1	0	19	0	36	12	23	4	186	100	19	0	0
"79"	223	0	24	5	0	10	20	116	1	41	28	9	48	51	0	48	0	0	0	13	61	136	0	44	12	1	19	0	6	22	14	0	71	70	16	0	1	0	21	68	0	4	80	37	8	133	78	50	0	0
"80"	50	24	90	2	5	1	2	81	7	7	31	0	50	38	13	40	0	1	2	0	4	51	1	14	1	0	3	0	0	22	76	19	67	60	0	0	0	32	4	33	0	14	74	39	1	104	148	50	2	0
"81"	119	38	70	0	0	19	5	92	2	24	83	16	55	86	3	25	0	0	0	4	6	42	2	7	14	6	11	0	0	63	15	0	39	56	51	0	8	8	0	13	3	10	83	27	1	110	62	23	4	0
"82"	140	0	77	0	0	9	0	168	2	47	85	0	13	26	18	56	0	0	0	33	0	142	0	19	9	0	42	1	3	30	22	5	71	81	11	0	9	3	0	65	18	24	134	107	2	101	132	26	9	0
"83"	37	44	1	0	11	5	8	58	12	16	64	0	6	54	12	43	1	0	0	20	10	187	15	48	0	17	39	0	0	78	33	4	73	132	4	1	3	5	3	68	21	38	87	103	16	150	202	10	1	0
"84"	147	0	58	0	15	1	0	89	21	14	97	11	19	31	3	34	5	0	0	0	4	87	17	2	0	1	22	1	2	27	52	13	113	17	14	0	0	18	0	40	4	32	85	15	0	90	53	48	0	0
"85"	68	13	12	0	0	13	3	109	0	42	15	1	36	19	30	12	0	0	0	2	13	137	5	8	5	0	11	1	0	18	36	0	124	51	0	0	0	6	0	71	0	5	73	43	5	86	58	16	0	0
"86"	9	58	13	12	0	7	4	52	1	19	116	0	2	75	32	17	0	0	0	1	0	57	1	1	8	0	7	0	26	18	67	0	85	41	2	2	21	2	0	141	11	4	31	127	5	194	98	13	7	0
"87"	10	29	0	95	0	1	18	150	25	16	36	0	12	18	10	6	1	1	0	5	1	136	0	5	10	0	7	2	0	15	86	6	212	87	23	0	0	9	0	49	0	22	64	41	1	201	113	69	0	0
"88"	5	10	0	0	108	0	9	113	2	17	129	20	28	97	1	35	0	0	0	10	0	88	0	0	7	9	16	6	3	30	12	7	108	131	53	0	0	9	0	89	19	18	45	38	0	190	132	11	0	0
"89"	58	0	2	1	10	1	4	132	12	29	35	0	27	65	1	17	8	2	0	2	8	73	2	28	1	1	18	2	0	79	28	2	107	132	58	0	3	0	0	82	20	13	61	48	0	117	125	21	0	0
"90"	76	19	15	11	0	24	13	105	0	35	47	0	37	11	18	21	0	0	1	0	0	119	0	0	3	14	28	2	0	22	26	5	109	110	25	0	4	50	0	65	65	25	113	108	1	258	112	23	0	0
"91"	35	95	16	26	0	27	4	161	0	47	33	1	55	54	14	37	0	0	0	26	6	137	0	18	6	13	11	4	7	80	57	1	170	63	10	48	0	0	22	106	6	0	134	92	4	175	84	39	0	0
"92"	34	5	1	0	2	0	13	47	1	81	9	5	54	59	45	23	0	2	6	20	2	81	18	6	20	0	45	0	1	26	51	1	102	110	5	0	0	51	0	34	11	38	111	69	0	222	95	49	0	0
"93"	61	3	33	7	0	0	37	59	3	32	14	5	4	62	5	48	0	0	0	2	22	58	6	4	21	0	7	0	0	39	19	1	131	66	7	2	0	1	0	47	4	23	63	62	1	160	134	21	0	0
"94"	44	3	3	22	0	6	10	59	0	31	43	2	23	34	0	8	10	0	0	0	9	81	5	0	38	0	5	0	3	3	15	1	91	57	17	1	21	3	0	74	2	5	81	78	0	125	148	40	2	0
"95"	27	0	10	0	0	0	15	160	3	6	83	1	6	140	0	46	0	0	0	0	7	87	9	0	12	2	73	0	36	28	16	3	104	98	45	0	0	5	0	107	37	6	68	17	2	157	123	12	0	20
"96"	40	60	32	0	4	8	12	16	3	40	16	0	57	57	4	67	0	0	0	21	46	138	13	2	17	0	7	0	0	1	42	8	148	181	6	17	1	5	0	149	6	19	30	32	0	119	161	9	0	0
"97"	86	23	64	56	0	6	10	103	1	38	44	17	35	27	0	17	0	0	0	32	2	109	0	0	1	8	30	0	4	27	27	2	72	84	25	0	3	39	22	68	34	10	76	76	2	113	91	15	0	0
"98"	56	26	20	0	6	28	6	42	8	13	18	6	15	25	24	11	0	1	0	0	1	61	4	8	15	0	9	0	0	19	37	0	23	44	13	0	1	1	0	21	5	4	47	112	0	163	146	40	4	0
"99"	22	1	0	30	11	5	15	103	14	5	109	0	19	42	4	29	1	0	0	4	1	69	10	17	29	6	14	0	6	20	43	11	38	98	63	8	4	11	2	62	12	47	93	65	0	80	102	22	1	0
"100"	110	0	12	1	8	0	22	61	0	10	46	4	40	25	2	64	0	0	0	1	2	97	1	0	52	14	4	0	0	96	8	0	73	101	21	10	4	1	0	31	16	6	93	29	6	67	61	21	0	0
"101"	45	147	1	0	2	0	7	91	0	21	33	0	13	83	23	27	10	0	0	3	7	87	1	21	25	2	30	0	0	41	8	2	72	9	37	1	2	17	10	48	0	13	74	42	3	121	178	41	0	8
"102"	33	1	29	0	1	22	1	51	19	19	34	5	10	30	3	7	0	0	0	8	2	164	0	23	13	3	33	6	2	5	46	0	93	110	19	0	2	7	0	7	13	2	109	31	15	121	76	20	0	1
"103"	217	0	51	0	5	2	3	54	1	13	53	0	11	19	9	2	5	0	1	1	2	70	0	2	15	0	28	0	0	13	51	2	34	118	26	0	0	19	7	28	32	5	29	19	0	206	102	9	0	0
"104"	38	1	12	0	2	0	1	47	0	51	34	0	71	68	4	7	0	3	0	12	2	89	0	10	14	0	15	0	0	16	47	21	147	161	21	0	0	32	0	32	0	1	30	36	0	100	50	8	0	2
"105"	74	5	34	11	7	0	7	65	11	25	57	0	49	19	6	4	0	0	0	11	0	70	1	9	2	0	12	12	0	8	33	18	56	50	7	0	4	9	0	35	0	3	67	24	4	55	160	16	0	0
"106"	106	0	24	0	49	0	8	52	6	95	40	11	12	29	1	27	6	6	0	35	0	77	0	1	0	0	15	1	0	24	9	13	90	88	41	0	5	10	3	42	7	5	81	46	0	69	124	14	0	0
"107"	59	4	0	11	0	3	9	64	1	25	43	0	10	78	3	39	0	0	0	23	1	24	19	14	10	1	28	28	0	14	28	14	108	51	27	3	0	0	0	40	3	27	55	38	4	87	78	43	0	0
"108"	16	23	5	0	9	4	14	103	20	20	33	0	45	16	3	21	11	0	0	9	1	96	3	6	0	0	21	8	0	6	36	0	64	74	7	2	0	2	3	36	7	31	147	25	0	75	163	42	3	1
"109"	24	10	22	0	20	0	14	45	13	66	41	0	22	72	13	38	0	0	0	27	3	136	1	6	16	0	15	0	0	18	18	9	76	92	1	1	0	3	4	28	1	3	58	52	3	133	153	20	0	0
"110"	66	2	6	0	6	0	6	107	7	2	11	3	20	74	1	42	0	0	0	39	21	110	8	1	10	0	25	3	0	22	50	3	80	98	8	3	0	12	0	36	1	2	192	67	0	219	200	37	0	1
"111"	32	4	33	42	0	9	6	40	5	10	30	0	35	12	10	39	0	0	0	0	2	151	4	22	28	0	13	0	0	7	39	0	82	59	17	2	7	1	0	62	1	4	26	63	2	152	128	15	0	12
"112"	159	4	22	0	8	0	3	65	2	41	33	4	93	33	3	27	0	0	0	8	0	67	0	3	7	0	6	1	0	24	45	47	72	100	22	0	0	12	1	99	0	0	99	33	0	67	115	93	0	0
"113"	25	1	2	10	7	1	19	116	0	5	99	0	18	62	41	103	0	2	0	8	0	222	18	2	5	0	35	0	0	10	64	14	85	193	13	0	11	51	2	57	1	5	57	62	19	126	110	7	3	0
"114"	68	17	14	3	11	7	9	75	1	16	60	2	19	45	1	11	0	0	0	5	11	193	2	0	35	9	18	5	1	26	20	6	131	96	33	0	0	9	0	65	8	3	57	28	9	130	112	29	1	0
"115"	45	30	19	0	5	7	3	41	14	26	32	0	16	16	1	36	0	0	1	7	0	106	0	0	0	0	17	0	5	6	66	7	66	82	20	0	2	3	0	66	0	3	41	32	0	77	94	25	0	11
"116"	175	0	38	0	30	0	7	140	0	12	34	2	14	27	4	77	0	0	4	2	9	82	3	9	11	0	14	0	1	9	35	0	95	63	15	2	0	6	0	116	2	27	71	32	0	97	168	25	0	0
"117"	93	2	7	0	10	6	10	49	9	43	29	3	75	90	39	45	32	0	0	32	0	224	0	2	4	0	7	1	0	41	47	20	95	70	30	0	84	7	0	31	21	33	231	65	3	117	161	62	0	0
"118"	60	80	37	0	0	4	22	167	0	28	45	1	5	69	27	83	13	1	1	1	1	109	0	7	2	0	8	0	17	54	104	1	115	31	18	1	0	16	0	75	2	28	59	72	13	117	71	13	0	0
"119"	36	43	0	68	0	15	5	117	9	35	44	22	31	36	1	23	0	3	0	3	12	111	2	5	19	2	17	2	10	13	61	8	36	154	28	0	1	19	3	19	15	44	61	40	3	128	148	70	0	1
"120"	14	7	0	79	0	22	0	100	0	21	97	12	16	49	0	77	16	0	0	10	6	91	0	4	21	0	9	0	0	26	30	1	49	147	40	0	8	11	0	149	16	5	65	148	1	168	152	8	0	0
"121"	61	0	7	30	0	8	11	229	0	59	55	1	21	16	0	129	0	0	0	3	0	196	11	4	1	17	4	2	0	16	51	0	182	134	20	1	3	9	0	26	0	27	59	153	3	144	153	60	0	0
"122"	35	0	0	27	0	4	5	30	7	40	60	0	4	68	2	36	1	15	8	11	0	95	0	21	12	0	7	0	11	12	72	15	69	72	4	0	0	26	0	26	6	7	39	33	0	120	48	29	1	1
"123"	85	8	61	13	2	22	8	173	0	64	21	0	45	85	3	63	0	19	0	9	28	55	4	3	12	2	11	0	0	24	11	25	215	93	13	0	1	7	0	61	0	8	56	55	25	123	148	13	0	0
"124"	69	0	2	3	0	0	41	262	3	50	75	0	6	6	1	5	0	0	0	4	10	184	0	1	1	0	3	0	3	84	26	1	78	177	78	2	0	38	0	115	6	43	122	113	0	210	158	15	3	0
"125"	69	14	0	0	98	0	85	36	5	4	75	0	8	86	5	47	0	0	1	57	2	82	1	3	0	0	0	1	31	27	30	0	92	150	7	0	2	27	0	94	12	11	123	36	0	98	82	56	0	0
"126"	25	0	1	9	1	7	48	107	9	54	85	6	13	84	14	47	0	0	0	11	4	248	1	20	6	1	13	0	0	34	30	3	86	39	13	6	0	10	0	45	1	39	53	31	9	74	228	22	1	2
"127"	47	57	1	13	0	27	23	87	2	24	91	0	3	54	14	7	0	0	0	0	3	53	4	7	19	0	13	0	0	26	47	7	72	98	32	0	11	2	0	51	5	22	22	45	1	38	110	61	0	38
