"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"
"11"	0	28	0	3	226	0	0	0	1	3	0	26	7	7	8	3	0	0	7	0	0	3	0	0	0	0	11	0	0	22	0	14	0	4	0	0	0	0	10	0	29	64	0	0	24	1	70	75	1	0	0	17	3	0	0	25	5	2	1	10	0	8	14	3	0	0	0	48	1	10	0	3	1	20	0	33	1	0	0	48	0	7	0	0	2	0	0	9	54	4	0	0	16	6	0	0	12	1	41	5	4	0	15	0	2	28	0	0	3	20	5	0	23	10	0	0	6	11	16	2	38	9	23	8	0	46	6	4	1	28	0	49	0	2	85	55	0	0	3	6	4	0	0	73	18	33	0	8	28	6
"12"	1	10	2	7	28	2	0	2	0	2	1	5	9	0	4	0	0	0	21	0	0	5	10	0	30	0	21	0	45	5	0	15	0	1	1	0	0	16	2	6	69	0	10	0	10	0	1	157	0	0	4	0	11	1	0	20	5	0	15	41	0	7	0	1	0	1	1	19	44	26	0	11	0	11	34	15	0	0	0	7	3	5	0	0	0	0	0	0	50	20	0	0	35	15	0	1	21	0	40	0	9	0	22	0	0	44	3	0	29	19	0	0	7	1	0	0	0	1	0	16	7	12	17	0	1	34	0	0	5	33	0	12	0	11	37	46	0	0	0	19	25	0	0	5	14	14	0	0	4	6
"13"	0	7	11	93	0	0	0	0	2	0	0	2	0	0	2	6	0	0	25	0	0	3	19	0	1	0	28	16	1	2	11	2	0	0	0	0	3	4	0	2	30	3	0	0	1	0	8	42	0	0	0	1	12	24	0	11	0	0	5	31	0	0	0	3	0	0	12	11	30	13	0	7	17	14	14	0	2	0	6	11	0	6	0	3	17	0	0	40	33	16	0	0	25	3	0	0	42	0	25	3	26	0	52	0	1	4	0	0	6	8	0	0	1	0	0	21	1	12	0	5	27	5	38	0	17	0	0	0	15	7	1	0	0	8	12	39	0	0	3	11	0	8	0	1	9	11	4	0	7	24
"14"	9	36	0	5	73	0	0	1	0	0	2	24	1	0	14	4	0	0	16	0	0	13	4	0	0	0	15	1	5	1	0	33	11	1	31	0	0	7	0	4	15	0	0	0	4	19	19	67	0	0	0	0	35	0	0	14	19	0	0	12	0	15	0	3	0	3	7	85	14	19	4	1	11	24	50	11	0	0	1	38	1	15	45	0	6	0	0	29	83	0	0	3	1	6	0	0	14	11	18	0	76	0	62	0	2	36	0	0	6	16	0	1	6	0	0	9	0	0	1	3	8	40	0	0	0	10	1	6	6	2	10	0	0	0	72	38	2	0	0	13	17	0	10	15	27	13	7	4	2	0
"15"	0	8	33	8	24	0	0	0	0	0	0	3	0	0	14	0	0	0	8	0	0	0	15	3	2	0	1	0	21	19	0	9	5	1	4	0	0	0	7	1	13	4	6	1	9	2	17	33	1	0	0	1	19	0	0	0	0	2	2	82	21	18	0	10	0	4	5	17	0	28	0	2	22	29	0	17	0	0	2	42	0	18	0	0	15	0	0	0	25	2	9	0	5	18	16	0	40	1	2	3	1	0	1	19	19	19	0	0	23	24	14	0	2	0	1	0	3	3	1	1	86	33	31	3	0	8	0	0	3	21	0	66	0	1	15	25	0	0	1	8	0	0	7	18	5	8	0	5	2	6
"16"	1	24	0	24	169	0	0	3	0	15	4	3	3	0	28	0	0	0	5	3	0	34	0	4	0	0	5	2	24	15	0	4	1	7	10	2	0	0	0	0	16	37	0	0	26	0	32	23	0	5	0	0	42	2	0	13	11	0	7	9	13	2	0	6	0	0	0	77	18	37	0	22	7	2	86	4	0	0	0	34	0	8	0	0	9	0	0	4	22	5	4	0	13	9	4	0	21	7	27	23	5	0	25	0	11	19	0	0	6	36	0	0	36	0	0	0	5	7	13	0	35	11	5	0	20	3	18	42	6	16	0	16	0	21	44	49	0	0	0	18	28	0	0	18	6	22	2	0	15	51
"17"	0	17	0	0	10	0	0	3	0	0	3	15	9	0	15	0	0	0	5	0	0	16	0	0	11	0	1	0	2	36	5	3	0	1	16	0	0	0	14	4	44	12	0	1	26	0	20	27	0	0	0	6	3	0	2	3	16	0	1	19	0	56	0	0	2	2	1	48	35	38	3	1	0	4	0	39	0	3	1	32	0	3	0	0	12	0	0	1	16	15	0	0	4	23	0	0	30	0	18	0	3	8	29	7	10	18	0	0	1	21	0	0	0	2	0	0	0	32	5	0	50	1	9	0	0	24	0	53	33	8	5	4	0	1	40	29	0	7	0	6	24	4	0	11	9	11	1	1	4	37
"18"	4	163	0	5	11	0	0	6	15	0	0	7	3	0	41	8	0	0	11	1	0	0	13	7	0	0	4	0	47	2	0	31	3	49	4	0	1	0	2	0	18	2	0	0	5	0	17	28	0	2	0	1	4	1	0	0	3	0	0	23	0	20	0	0	14	0	0	22	24	101	0	0	9	32	22	1	0	0	17	4	0	7	0	0	2	0	0	0	25	5	0	0	0	3	0	4	36	2	45	13	6	0	6	18	10	16	68	0	27	6	0	0	0	0	0	0	1	1	0	0	5	16	21	0	0	4	5	0	23	25	0	0	0	3	18	20	0	0	0	6	0	0	0	11	6	13	0	15	1	1
"19"	0	21	0	0	27	0	0	0	0	0	0	15	1	0	26	7	0	0	2	0	0	4	0	0	0	0	28	0	10	3	1	4	0	0	1	0	0	4	0	0	32	0	1	0	20	1	15	63	1	0	0	0	54	2	0	1	1	1	3	2	0	0	0	2	3	0	5	7	24	38	0	5	2	25	1	16	0	0	3	16	0	24	0	0	3	0	0	3	42	0	0	0	36	9	1	0	51	27	5	0	27	2	28	0	12	16	0	0	0	22	0	0	3	6	0	0	3	13	0	7	37	13	3	0	0	13	0	0	4	1	0	9	0	0	29	39	0	0	3	10	2	3	0	14	5	23	0	7	10	1
"20"	0	25	4	0	0	0	0	2	0	0	0	34	0	0	10	0	0	0	1	0	0	2	21	0	6	1	5	0	3	8	0	11	3	0	31	0	1	0	5	0	4	11	0	1	4	0	28	80	0	0	1	0	22	2	0	3	17	0	0	57	0	0	0	0	0	0	0	21	5	97	3	0	0	4	43	13	0	0	2	17	39	35	0	0	10	0	0	0	22	0	0	0	32	22	0	0	42	0	17	0	13	0	22	5	13	22	15	1	0	9	0	0	0	1	7	0	0	1	0	2	75	2	52	0	0	32	0	14	2	3	0	29	0	8	36	116	7	0	0	11	0	0	4	2	31	30	0	0	19	1
"21"	0	36	1	1	7	0	0	5	6	0	0	32	44	0	6	0	0	0	36	0	0	6	25	30	12	0	18	0	2	20	6	11	4	0	19	2	0	0	11	2	54	5	3	0	8	0	28	49	0	0	0	2	54	8	0	41	43	19	4	80	0	1	0	3	0	0	2	37	38	35	4	6	0	33	13	4	24	0	3	13	0	43	0	0	15	0	0	2	36	7	0	6	2	28	0	0	31	17	52	0	30	0	26	30	9	12	3	9	17	22	0	0	42	27	0	0	11	4	0	13	41	51	27	0	3	8	19	13	13	22	0	43	0	1	36	60	0	0	3	26	5	0	0	38	19	14	2	2	38	2
"22"	0	5	0	0	59	0	0	0	0	0	0	14	32	0	3	0	0	0	0	0	0	1	11	0	0	0	24	0	5	12	1	22	0	1	9	0	0	0	1	0	50	41	0	0	17	0	14	47	0	0	0	3	1	2	0	0	29	0	0	8	0	5	0	4	1	0	5	31	4	59	0	2	0	9	18	12	0	0	1	5	0	24	0	0	3	0	0	0	16	1	2	0	1	36	0	0	63	1	72	0	2	0	20	6	14	16	0	0	0	14	0	0	6	2	1	0	0	3	0	5	58	4	13	16	2	11	4	14	0	4	3	4	4	3	11	47	0	0	0	20	0	0	1	11	3	13	0	0	3	22
"23"	0	15	0	0	193	0	0	0	15	0	1	30	16	0	41	0	0	0	15	0	0	6	13	0	6	3	3	0	6	19	0	28	2	27	7	2	0	0	0	7	50	19	0	0	2	0	14	79	0	0	0	0	47	0	0	0	21	3	0	9	0	48	0	3	0	5	5	7	35	35	0	11	0	4	20	30	0	0	32	62	0	99	0	0	9	0	0	5	55	11	0	0	47	38	0	7	48	16	60	3	15	0	30	8	5	7	0	0	12	16	0	0	0	2	0	0	1	15	3	0	18	51	11	0	45	14	16	0	4	3	0	0	4	10	49	58	0	0	20	24	18	0	0	96	17	9	0	5	13	4
"24"	0	66	0	0	33	0	0	0	1	0	0	38	3	0	29	0	0	1	41	0	0	8	10	7	9	2	24	0	11	4	7	34	0	8	4	0	0	0	20	1	57	29	0	0	19	2	72	57	2	0	7	0	10	0	0	3	17	0	25	13	1	0	0	2	0	8	18	7	16	106	3	3	0	2	3	1	7	28	59	69	0	9	0	0	13	0	5	0	77	41	0	0	43	14	0	0	65	8	65	1	3	4	47	11	0	11	0	0	0	14	1	0	4	3	0	0	2	11	0	12	75	4	19	0	0	9	0	0	12	1	3	69	0	9	32	60	0	0	2	2	15	0	0	11	18	76	1	0	91	1
"25"	1	14	3	8	65	0	0	0	0	0	2	20	2	0	24	0	4	3	23	0	0	2	8	1	0	0	32	12	36	5	0	10	0	8	0	2	0	1	22	3	18	0	5	0	5	1	5	63	0	0	0	36	4	0	0	5	4	0	10	18	1	9	1	27	0	0	6	23	10	114	9	1	0	7	0	54	0	0	6	29	0	2	0	0	3	0	0	22	12	3	0	1	7	4	0	1	1	6	13	1	21	0	33	1	0	1	0	0	3	11	7	0	0	2	0	19	0	22	0	16	56	1	12	0	0	7	0	0	78	5	6	1	8	9	16	20	0	0	0	15	4	0	0	28	23	30	4	1	18	9
"26"	0	2	10	1	10	0	0	0	0	0	0	24	0	0	10	0	0	0	33	0	0	0	28	0	0	0	3	1	0	31	0	21	0	11	34	0	0	0	1	0	36	1	0	0	1	0	78	24	0	0	1	0	1	1	0	0	5	0	1	20	1	15	0	0	0	1	0	19	36	29	0	0	0	14	0	3	0	0	0	2	0	14	3	0	7	0	0	0	23	1	0	0	2	55	0	0	30	2	4	0	22	0	6	2	14	0	0	0	0	3	0	0	3	0	0	1	0	5	4	4	16	18	11	0	4	32	3	20	1	29	9	0	0	30	19	67	0	0	2	7	8	0	0	6	16	15	0	0	17	0
"27"	0	5	0	0	124	0	0	0	0	0	0	17	2	0	29	1	0	0	39	6	0	11	3	0	0	0	42	0	0	16	0	18	0	4	26	1	3	0	27	2	28	0	0	0	5	0	16	66	0	0	0	4	15	23	0	19	7	0	2	13	1	18	0	0	2	4	0	15	9	38	0	3	1	16	6	14	0	0	9	34	0	39	1	0	6	0	0	8	7	10	0	0	1	1	0	0	22	4	25	15	21	3	58	0	23	4	0	0	0	6	0	0	1	29	4	1	15	9	0	0	24	10	57	0	0	15	0	2	21	4	0	42	0	3	23	79	0	0	1	12	9	0	0	9	23	18	0	10	9	13
"28"	0	75	6	0	151	0	0	0	6	6	0	0	23	17	8	1	13	0	32	0	0	1	21	0	1	0	34	2	3	9	24	9	4	34	24	0	16	11	2	0	28	0	0	0	25	0	12	22	0	0	0	0	14	26	0	26	2	0	25	61	0	16	0	0	0	0	1	49	45	101	0	1	2	7	12	6	0	0	1	44	0	3	0	0	1	0	0	1	21	23	1	0	16	58	0	0	46	1	5	2	6	0	23	1	2	16	4	0	0	49	31	0	0	2	0	1	22	6	0	12	98	42	15	0	3	1	16	13	1	0	0	4	0	29	16	51	0	0	1	5	4	4	0	40	2	8	0	0	8	0
"29"	0	27	31	14	0	0	0	0	0	18	1	27	0	0	70	0	0	6	62	2	0	53	3	5	0	0	4	5	27	9	5	2	0	4	0	7	0	2	1	20	36	0	0	0	2	0	49	61	0	0	1	0	27	2	0	11	1	0	40	8	0	9	0	3	0	0	2	79	8	77	0	1	11	0	0	24	0	0	19	22	4	15	0	0	0	0	0	27	15	1	0	0	5	23	0	6	14	0	25	0	4	5	16	4	62	31	5	0	0	8	0	0	2	0	0	0	6	4	6	18	115	11	27	0	0	6	2	0	24	0	0	1	1	1	51	22	0	1	0	28	5	0	0	11	41	16	0	0	28	48
"30"	14	14	0	4	31	0	0	0	0	1	0	21	5	7	1	0	0	0	2	0	0	11	5	7	2	1	10	1	3	11	0	4	0	1	6	0	13	0	14	0	2	5	0	0	30	15	10	75	0	0	0	1	14	3	0	3	40	0	0	36	0	0	0	6	3	8	0	31	67	67	0	0	15	45	22	3	3	0	0	43	0	25	0	0	1	0	0	0	109	0	0	0	0	9	0	0	39	0	82	0	8	0	19	0	27	24	20	0	1	40	0	1	2	8	0	0	1	2	7	1	72	4	15	0	2	37	2	0	4	0	0	4	0	42	1	73	0	0	13	5	14	5	0	7	24	11	0	0	18	28
"31"	0	3	0	4	24	0	0	5	1	30	0	3	8	0	38	16	0	0	4	0	0	5	0	3	0	0	14	0	29	0	0	35	0	1	4	6	0	0	14	7	33	13	0	0	29	0	39	17	1	0	2	0	20	13	0	4	8	0	0	4	0	2	0	0	0	1	3	3	24	10	16	46	2	17	0	9	0	0	0	18	0	0	0	0	12	0	0	13	15	4	0	1	14	12	0	0	62	3	5	0	0	1	3	3	14	5	17	0	7	14	0	0	0	0	0	0	2	1	6	0	58	2	33	0	0	12	27	0	9	2	0	0	0	10	16	52	0	0	6	0	0	0	0	15	49	18	0	0	6	0
"32"	1	75	0	0	116	0	0	0	0	0	37	6	0	1	29	0	0	0	8	4	3	8	14	3	0	0	1	0	0	0	0	3	0	4	63	0	0	1	8	0	13	44	0	0	18	0	38	16	0	0	0	0	9	3	0	8	0	8	12	23	3	5	0	1	1	0	17	8	81	87	0	0	0	4	4	17	0	0	2	23	0	27	0	0	0	0	0	2	86	40	0	1	24	21	0	0	76	2	17	13	12	3	42	0	1	11	2	2	0	24	10	0	1	1	0	0	9	3	1	36	40	2	52	0	0	7	0	10	37	19	20	1	0	3	42	15	0	1	0	7	3	23	0	54	19	63	3	0	12	4
"33"	0	38	0	2	145	0	0	0	0	0	0	0	0	1	3	0	0	2	2	0	0	1	11	3	1	0	21	0	22	13	0	4	0	0	9	0	1	0	2	1	22	11	0	1	2	0	5	38	0	1	4	0	26	0	0	1	4	1	6	20	0	0	0	11	0	0	0	29	17	33	0	4	0	3	13	20	0	0	0	11	0	1	0	1	12	0	0	6	31	0	0	2	1	13	0	0	23	0	23	0	8	3	0	0	4	19	0	0	14	16	0	0	12	0	0	0	0	0	7	18	54	11	9	5	6	11	3	11	0	3	0	14	0	0	18	23	0	0	0	19	15	0	0	2	12	6	0	0	5	12
"34"	0	25	0	48	22	0	1	0	1	0	12	26	2	0	11	4	0	0	42	0	0	9	0	9	1	0	11	5	10	0	0	7	0	1	7	0	1	1	22	0	18	2	0	0	14	0	4	24	0	0	0	0	18	25	0	15	4	1	4	12	0	1	0	4	12	0	16	29	4	23	0	0	0	13	0	3	0	0	0	5	0	11	0	0	8	0	0	0	26	3	0	1	8	6	8	6	29	8	24	15	19	0	10	0	1	5	2	0	4	20	0	0	0	1	0	0	40	15	6	11	12	1	3	0	0	10	3	1	36	0	0	0	0	2	3	31	0	0	1	1	0	0	0	49	24	17	0	3	9	0
"35"	8	0	0	5	44	0	0	18	10	0	0	23	0	0	37	9	0	0	61	0	13	18	9	0	2	8	75	19	3	5	0	15	0	0	31	0	0	0	14	0	25	14	0	0	13	0	0	66	0	0	0	0	24	3	0	10	24	0	36	5	0	0	3	0	0	9	0	5	37	85	0	3	1	54	7	12	7	0	3	28	0	27	0	0	0	2	0	5	38	3	4	0	0	10	0	0	66	0	30	0	14	0	115	0	12	3	0	1	0	92	2	0	0	3	1	0	17	3	0	2	79	20	14	13	5	14	6	4	2	3	5	9	0	15	5	46	0	8	5	11	33	0	0	50	26	30	3	14	33	2
"36"	0	17	0	0	1	0	0	0	6	0	0	7	0	0	41	0	0	0	6	0	0	14	1	2	0	3	9	0	21	19	0	18	2	1	11	1	0	0	23	0	41	38	6	0	7	0	6	22	0	0	1	5	25	13	0	4	5	0	10	29	0	15	0	2	2	0	38	40	31	44	0	0	0	14	0	14	1	1	20	44	0	52	0	0	0	0	0	0	15	3	0	0	2	15	0	0	34	0	29	0	12	1	17	0	6	10	14	0	0	51	0	0	0	1	0	0	1	3	0	4	35	7	5	0	7	2	2	0	6	1	4	0	0	27	26	31	0	0	0	35	3	4	0	8	4	8	0	2	1	17
"37"	4	131	0	0	8	0	0	23	0	0	0	12	28	0	15	0	0	0	14	0	0	7	8	4	0	0	3	1	12	11	0	2	1	5	0	0	0	0	0	0	65	0	0	0	44	0	90	49	0	2	0	2	12	0	0	8	27	0	52	42	0	12	1	12	19	0	0	56	98	25	0	1	9	0	20	71	0	0	0	8	0	45	0	0	0	0	3	0	79	51	0	0	12	8	0	0	26	39	78	0	13	0	7	1	8	22	8	3	0	33	0	0	0	0	0	0	9	2	1	30	109	1	67	0	0	1	3	0	1	1	0	0	0	17	51	66	0	0	4	10	6	12	0	1	16	11	4	24	12	5
"38"	0	3	0	1	59	0	0	0	0	0	0	27	0	2	50	0	0	0	15	0	0	26	17	0	0	0	0	0	9	4	0	5	17	15	19	0	0	2	10	0	29	3	0	0	0	0	16	69	1	5	21	0	72	7	0	0	0	0	0	7	7	16	0	12	0	0	0	58	28	50	0	0	1	50	0	43	0	0	35	49	0	47	0	0	19	0	0	0	56	5	0	0	50	17	0	0	57	0	38	3	5	16	41	2	10	17	0	0	2	24	0	2	23	0	0	0	3	2	0	1	54	92	55	0	8	1	6	4	3	28	0	9	0	9	34	90	0	0	4	9	2	0	0	67	33	10	0	9	4	0
"39"	0	41	3	8	2	1	0	0	0	0	0	25	12	0	8	0	0	0	33	0	1	33	11	0	1	0	1	0	0	23	0	10	0	1	1	0	2	1	34	2	97	10	0	0	27	0	14	31	1	0	0	1	42	0	0	0	35	0	28	16	0	4	0	18	4	26	0	24	80	52	20	0	1	0	2	7	0	1	14	63	13	5	1	0	42	1	3	0	66	3	0	0	22	62	0	0	35	31	36	10	10	0	54	1	9	9	5	0	0	18	12	0	12	2	0	0	29	1	0	13	123	4	9	0	2	12	2	0	0	1	2	59	0	7	36	77	1	0	0	26	0	0	0	17	8	19	17	1	5	18
